,Mean,Variance,Predictive model
0,[-3639.26299971],[13534.15494636],[-11.32370339]
1,[-615.27880354],[2536.92538457],[-33.53915715]
2,[-3346.84511185],[3381.83035533],[-63.17732187]
3,[-1005.48248083],[2106.03162161],[-46.14830928]
4,[-957.82463513],[1465.28354662],[-54.90247295]
5,[-6795.60073109],[4054.24150346],[-94.19668681]
6,[-4789.39715466],[3239.44933546],[-102.80670116]
7,[6.12452604],[845.49694325],[-83.06399461]
8,[-336.7435091],[847.01005502],[-49.63541468]
9,[6.69191198],[603.47146196],[-66.08288237]
10,[-3047.91849864],[1880.07139638],[-198.26809492]
11,[-100.53800925],[611.40034386],[-48.65775303]
12,[-31.00484346],[550.66325828],[-42.04791404]
13,[-94.9354829],[536.58854496],[-29.11427399]
14,[-78.1230933],[521.2353983],[-60.8861254]
15,[-17.58224229],[475.41144025],[-28.27664613]
16,[-644.77996672],[719.9409008],[-26.04017341]
17,[-1229.81869613],[2731.26976828],[-245.92711073]
18,[-871.32257495],[2264.96224589],[-178.03506257]
19,[1369.72013389],[1256.95207273],[-922.76883601]
20,[-554.60473958],[1980.17576683],[-82.48514763]
21,[55.83064481],[961.3369521],[-234.95584588]
22,[-430.03313136],[1251.36825009],[-150.11766195]
23,[923.88209996],[585.45112068],[-191.18682305]
24,[96.39073194],[912.69815166],[-142.90603799]
25,[372.88686421],[610.59837746],[-180.26823911]
26,[-593.57704129],[1320.8822825],[-1019.4438025]
27,[118.07427087],[654.31936536],[-127.24851093]
28,[314.82992371],[516.44523163],[-137.0466191]
29,[-11.69262482],[849.26545256],[-633.736434]
30,[69.83662272],[570.44118437],[-169.57206739]
31,[-88.90702528],[581.72814342],[-169.96241802]
32,[47.52341204],[499.37182596],[-208.97740352]
33,[115.24260242],[446.71223764],[-201.57248293]
34,[63.86040314],[433.47202251],[-172.89758737]
35,[49.98968717],[425.72995085],[-182.40835998]
36,[-128.6097403],[496.56051388],[-150.94308476]
37,[-274.53666831],[553.62240143],[-163.17150984]
38,[-301.79452591],[504.56143058],[-222.79370965]
39,[-291.86443425],[525.35829035],[-317.39979297]
40,[16.6253697],[365.23395112],[-231.07363106]
41,[-80.67574391],[406.16973688],[-251.2953533]
42,[-30.54031308],[547.83168988],[-396.0982373]
43,[15.7829037],[357.10189292],[-241.97625869]
44,[16.38484803],[340.26769944],[-258.81973532]
45,[-110.44070758],[381.870292],[-206.28406857]
46,[-24.9393987],[359.70281799],[-263.3237073]
47,[-7.28697442],[340.78661905],[-218.56696324]
48,[-15.0963837],[319.98982932],[-218.72574306]
49,[-216.86108403],[2873.07254843],[-0.]
50,[-2533.00356259],[2408.38913243],[-0.]
51,[-2658.74069478],[1914.40301712],[-0.]
52,[-178.17296156],[594.62042772],[-0.]
53,[-2308.22813941],[1426.43930764],[-0.]
54,[-114.21640348],[498.5667835],[-0.]
55,[-173.48442594],[496.62935509],[-0.]
56,[-8.41608724],[419.39999069],[-0.]
57,[52.7505249],[340.67061738],[-0.]
58,[-31.26989452],[371.21204234],[-0.]
59,[-548.91117716],[570.57105456],[-0.]
60,[-2.64542341],[340.83509251],[-0.]
61,[-18.3400499],[343.42660264],[-0.]
62,[-0.68091706],[323.93858897],[-0.]
63,[20.41402996],[322.82489833],[-0.]
64,[-59.69552646],[343.67254593],[-0.]
65,[-367.23154101],[460.78363986],[-0.]
66,[-30.69473627],[323.79750865],[-0.]
67,[-11.36685235],[302.6927455],[-0.]
68,[-31.91949814],[313.2844047],[-0.]
69,[-49.97518859],[313.04253166],[-0.]
70,[-30.26579657],[302.72695077],[-0.]
71,[-52.06227582],[309.2749196],[-0.]
72,[2.453115],[284.97056006],[-0.]
73,[-12.13393389],[288.51204337],[-0.]
74,[-2.94988902],[280.54140968],[-0.]
75,[-28.70794554],[285.9189173],[-0.]
76,[-21.4898084],[281.93138741],[-0.]
77,[-19.69458431],[278.70954474],[-0.]
78,[2.37766082],[267.14957841],[-0.]
79,[10.68700583],[268.12677955],[-0.]
80,[1.36390656],[263.78509939],[-0.]
81,[15.76365592],[259.64481836],[-0.]
82,[0.62216671],[259.62896156],[-0.]
83,[-174.5558053],[325.45947236],[-0.]
84,[-13.35276262],[261.46962497],[-0.]
85,[17.92153856],[249.85915811],[-0.]
86,[-21.39447689],[261.37726103],[-0.]
87,[-17.57045994],[256.86626004],[-0.]
88,[-13.8762296],[254.27834193],[-0.]
89,[-24.1024068],[257.21247082],[-0.]
90,[-5.11358337],[247.63877962],[-0.]
91,[15.76462236],[239.26462216],[-0.]
92,[3.80491267],[240.77396477],[-0.]
93,[-1.15155751],[241.66104603],[-0.]
94,[-4.16485946],[241.425748],[-0.]
95,[-6.30096713],[241.27568657],[-0.]
