,Mean,Variance,Predictive model
0,[-309190.62911586],[149833.39128291],[-1336.26067433]
1,[-192783.93028475],[393272.89815417],[-1503.33244984]
2,[-201588.25984536],[385391.37740394],[-242.71626257]
3,[-214773.10582777],[379488.55497419],[-6437.9680362]
4,[-207367.24613112],[369457.99127536],[-1813.5417117]
5,[-188177.01345549],[357431.15021669],[-332.20086086]
6,[-186005.95158041],[349115.11430874],[-2092.65809395]
7,[-4213.52673123],[324723.43579689],[-959.74742495]
8,[-167306.39448811],[333425.91975533],[-7348.23302797]
9,[-157502.40631632],[322917.10539754],[-3169.4750867]
10,[-197030.92857615],[112094.81208087],[-4386.90503339]
11,[-141965.97185133],[298606.96770241],[-5863.08079518]
12,[-10780.77849558],[28982.81667956],[-3386.89106609]
13,[-54659.23087221],[35210.37785581],[-4855.99640422]
14,[-24879.62638361],[26777.36835219],[-1328.89558422]
15,[-49919.89277748],[267607.0900527],[-7551.41459364]
16,[-60962.52446001],[31871.07122959],[-12185.24847058]
17,[-97108.92936947],[257200.63222098],[-9357.54903766]
18,[-18099.11905624],[237105.21404333],[-3906.24753813]
19,[-128184.03118103],[251093.678183],[-1746.61549483]
20,[-5677.3202751],[13573.95166002],[-5064.70943078]
21,[-38757.04022397],[17458.26398156],[-4016.29236361]
22,[-149030.71735691],[72379.93654803],[-14735.61354393]
23,[-17739.19785533],[16586.37620466],[-6354.52011815]
24,[-3958.93336382],[13407.28587293],[-6518.44385132]
25,[6898.95971896],[21865.33326261],[-6043.23196291]
26,[-10707.20222624],[11180.0034117],[-4274.49716603]
27,[-49440.01286837],[231013.3007706],[-4366.11591124]
28,[-11700.04894894],[9564.08910864],[-5030.95415117]
29,[4315.83518563],[8828.19923447],[-6787.63877706]
30,[-11390.3655997],[9576.00246155],[-6609.76665551]
31,[-49522.87679523],[222956.00191052],[-44031.10683384]
32,[-5911.65528738],[7605.94306681],[-6589.99969407]
33,[-35010.22938616],[212670.40726234],[-6252.86811743]
34,[-3423.6206944],[7261.58750811],[-6525.52049236]
35,[-39534.08074519],[12527.60508807],[-9177.26281451]
36,[-77740.50874802],[22196.32874683],[-18984.31449847]
37,[-4175.15199104],[7163.93095093],[-7722.55460993]
38,[57061.57173934],[193055.3637292],[-8846.95252719]
39,[-4073.97305464],[5929.96508195],[-7183.63269182]
40,[-2836.97892212],[5051.48819815],[-8172.54089975]
41,[-745.31477268],[4375.28618824],[-7088.03903803]
42,[-8087.13710367],[5054.97746241],[-8138.13661905]
43,[-3230.70298921],[4877.04806544],[-8928.69221946]
44,[-4363.90841034],[4474.91698359],[-10099.69705348]
45,[-4217.07775215],[4923.12476014],[-8831.87640426]
46,[-3888.92129518],[4750.52879247],[-9856.90047013]
47,[-3554.13361196],[4336.4888022],[-9342.60758508]
48,[-4336.09935945],[4605.73165544],[-8797.90943528]
49,[-2992.59446668],[2494.01446262],[-8750.87382988]
50,[-439.86123431],[3968.60977968],[-7856.13904798]
51,[-2664.10860552],[4382.92783466],[-9575.56447597]
52,[-5863.8067557],[2726.07274026],[-8082.28570956]
53,[-3267.10362354],[4329.24138876],[-7910.93518098]
54,[-2197.50503935],[3977.90791009],[-8289.59405791]
55,[-1893.9843705],[3791.15722089],[-7389.59786862]
56,[-1353.44263641],[3708.38796335],[-7822.6389878]
57,[-3674.27541998],[4089.75148222],[-8428.3610972]
58,[270.87577236],[1550.8789042],[-8313.54489685]
59,[-1386.8543945],[3670.03359512],[-6968.67269618]
60,[-3568.90877251],[2198.11592695],[-7359.87195283]
61,[-2694.43652548],[3994.10371224],[-8145.19790615]
62,[-331.75067394],[1513.44616997],[-6933.37663539]
63,[-1992.3972615],[3771.9196148],[-6060.22137794]
64,[-1134.48285722],[3548.31519693],[-6954.48377493]
65,[-3051.21975229],[3929.83072169],[-6591.20559626]
66,[-4724.51206411],[4304.97694443],[-6548.91447619]
67,[-47.98285927],[1162.37090327],[-7235.5028306]
68,[48.16600295],[1026.1512599],[-6382.82768618]
69,[123.61899941],[982.88208531],[-6152.87802783]
70,[-125.65895897],[945.77243917],[-6027.35212028]
71,[-1324.03567233],[1225.17617714],[-6336.14360168]
72,[-986.8346473],[1175.52843074],[-5593.98867504]
73,[146.27205098],[907.71730098],[-5835.27731211]
74,[-7170.5823142],[2399.99382823],[-6579.94264365]
75,[-2044.65851763],[1314.84859555],[-5434.70711437]
76,[170.597874],[811.47558999],[-5696.82896217]
77,[41.0749986],[825.88752895],[-6506.17661723]
78,[637.69602387],[715.16573314],[-5528.04536045]
79,[-346.55417646],[896.17579688],[-5565.93460569]
80,[-41.47335877],[781.98640097],[-4952.33133855]
81,[-50.96477814],[797.05681221],[-5056.89960214]
82,[540.89916141],[639.21154566],[-4891.4518168]
83,[-9.7160919],[788.20878593],[-5422.86112512]
84,[-1905.97275174],[1112.18040817],[-5090.63395516]
85,[230.32729654],[666.05869985],[-5278.94658945]
86,[-30.92262863],[744.80448718],[-4448.79727506]
87,[467.09195716],[607.0699903],[-5209.99381805]
88,[306.3857771],[652.63750856],[-4469.73059833]
89,[171.85475195],[651.74737885],[-3992.49938044]
90,[450.81777203],[605.1153965],[-4725.06994413]
91,[-489.17489162],[756.5860722],[-4813.79466043]
92,[486.45711292],[616.67655611],[-4500.95265666]
93,[-97.80069147],[684.94833349],[-4834.06000434]
94,[309.5017305],[605.09997288],[-4873.88722197]
95,[319.25184255],[578.44402545],[-4071.52430018]
