,Mean,Variance,Predictive model
0,[-39.5623784],[36.18888494],[-0.55208013]
1,[-23.94815049],[33.99777791],[-0.28276166]
2,[14.00790024],[10.92471877],[-0.25255824]
3,[-20.03760769],[34.2907348],[-0.01287653]
4,[-15.75091862],[25.19746011],[-0.28181959]
5,[-8.66949242],[14.87622177],[-0.12485152]
6,[-13.48746469],[15.96133527],[-0.60472281]
7,[-9.88711119],[15.44791338],[-1.2443882]
8,[-7.50314983],[12.26684313],[-0.18758042]
9,[-53.49797013],[28.56470916],[-5.61341245]
10,[1.86451849],[4.55311886],[-0.46547096]
11,[-11.12970187],[9.37846942],[-0.92096262]
12,[3.62238651],[3.21582145],[-0.3576321]
13,[2.92770463],[3.35802914],[-0.06383713]
14,[1.51989577],[3.28094074],[-0.05369599]
15,[-1.45526564],[4.08694507],[-0.46962137]
16,[0.78114332],[2.51126824],[-0.1040334]
17,[-1.71503098],[3.14561865],[-0.17307916]
18,[1.24833839],[1.80451062],[-0.18176146]
19,[-1.45377635],[2.78738451],[-0.07567659]
20,[0.6044064],[1.62523093],[-0.06181942]
21,[0.04744511],[1.63160094],[-0.14932787]
22,[-0.20649068],[1.66667688],[-0.17041846]
23,[1.22697616],[0.74173239],[-0.09266611]
24,[1.50589982],[0.69084206],[-0.20326863]
25,[-1.06410144],[1.82080949],[-0.31658207]
26,[1.03712833],[0.63747246],[-0.0798688]
27,[0.83972316],[0.61027813],[-0.0390918]
28,[0.08596659],[0.75992608],[0.03257301]
29,[0.30065938],[0.73538529],[-0.27932295]
30,[0.8835781],[0.38317307],[0.00158757]
31,[0.81867367],[0.37592897],[0.01257862]
32,[0.66462778],[0.41642296],[0.02248112]
33,[0.75663413],[0.34401786],[0.07579894]
34,[1.00716407],[0.23168666],[0.02752099]
35,[0.83901073],[0.27653889],[0.05442466]
36,[-0.27913899],[0.73650731],[-0.07244283]
37,[1.0404189],[0.17950197],[0.0286383]
38,[0.94262662],[0.20563318],[0.14113481]
39,[0.83045942],[0.21578242],[0.16702186]
40,[1.00622769],[0.14597053],[0.24924871]
41,[1.03603766],[0.13377351],[0.2957922]
42,[-0.17223524],[0.59295015],[0.37727085]
43,[1.03323169],[0.11914796],[0.29269732]
44,[1.03486184],[0.11226798],[0.43993619]
45,[-5.44054682],[3.20325983],[-0.]
46,[0.15780115],[0.71130109],[-0.]
47,[-3.38888968],[2.2910722],[-0.]
48,[-4.21248173],[2.4992559],[-0.]
49,[0.54607758],[0.48449926],[0.]
50,[-26.04998601],[11.32079242],[-0.]
51,[-7.78431002],[5.22384026],[-0.]
52,[-2.3223649],[2.49317475],[-0.]
53,[-1.76206447],[1.75990879],[-0.]
54,[-0.56693933],[1.19144533],[-0.]
55,[-0.02567497],[0.86706304],[-0.]
56,[-4.84803373],[2.58250318],[-0.]
57,[-0.36721613],[0.71747955],[-0.]
58,[0.71805426],[0.24747453],[-0.]
59,[0.86671907],[0.18098351],[0.]
60,[1.02249911],[0.12001093],[-0.]
61,[0.96689342],[0.13725721],[0.]
62,[0.79356448],[0.20304493],[0.]
63,[1.0168124],[0.11386956],[0.]
64,[1.01433615],[0.11250942],[0.]
65,[1.02058355],[0.10930522],[0.]
66,[1.02553077],[0.10432431],[0.]
67,[0.96549848],[0.12591426],[0.]
68,[0.99699204],[0.113866],[0.]
69,[1.02779254],[0.1000929],[0.]
70,[1.02186071],[0.10053591],[0.]
71,[1.01602759],[0.10193841],[0.]
72,[1.02459025],[0.09839831],[0.]
73,[0.25262629],[0.39831318],[-0.]
74,[0.19418568],[0.42048468],[-0.]
75,[1.02457696],[0.09501912],[0.]
76,[1.02978013],[0.09341341],[0.]
77,[1.02630864],[0.09292417],[0.]
78,[1.02852187],[0.09221708],[0.]
79,[1.03076173],[0.09030962],[0.]
80,[1.02979823],[0.0900458],[0.]
81,[1.02922013],[0.08913812],[0.]
82,[1.02880012],[0.08905196],[0.]
83,[1.02453085],[0.08983059],[0.]
84,[1.01647513],[0.09162041],[0.]
85,[1.03064534],[0.08648769],[0.]
86,[-0.44828988],[0.66058848],[-0.]
87,[1.03061057],[0.08566978],[0.]
88,[1.03018207],[0.08514461],[0.]
89,[1.03026568],[0.08460841],[0.]
90,[1.03029055],[0.08401247],[0.]
91,[1.02992857],[0.08361704],[0.]
92,[1.02829287],[0.08344962],[0.]
93,[1.03111827],[0.08245319],[0.]
94,[1.02794698],[0.08326209],[0.]
95,[-0.17693245],[0.55208096],[-0.]
