,Mean,Variance,Predictive model
0,[0.87929519],[0.45361712],[0.01001001]
1,[0.474592],[0.49970646],[0.0138252]
2,[0.44168985],[0.48763316],[0.01725469]
3,[0.43446181],[0.46878698],[0.01765618]
4,[0.82831712],[0.37914145],[0.02531692]
5,[0.82181214],[0.3704177],[0.03150081]
6,[1.0211735],[0.31411666],[0.02425095]
7,[0.39934005],[0.41893446],[0.05591363]
8,[0.87845712],[0.33980049],[0.05277445]
9,[0.43242489],[0.40127585],[0.02399995]
10,[0.81954412],[0.33732083],[0.05840718]
11,[1.02950451],[0.26049032],[0.03395647]
12,[0.87573452],[0.29457275],[0.09216399]
13,[0.83913241],[0.34913522],[0.07653963]
14,[1.11004688],[0.25640135],[0.08072562]
15,[1.0838937],[0.28635524],[0.03555845]
16,[0.98482011],[0.30468322],[0.06847146]
17,[1.15937202],[0.27388616],[0.11582371]
18,[0.86775649],[0.30541824],[0.11863939]
19,[1.15679544],[0.2641342],[0.12830681]
20,[2.48851554],[0.3067749],[0.40368227]
21,[1.97705254],[0.50131296],[0.73604246]
22,[2.10681301],[0.397423],[0.60281635]
23,[2.56042307],[0.27593852],[0.63987216]
24,[3.01861727],[0.11585993],[0.90269596]
25,[0.56242713],[0.87147169],[0.77825712]
26,[2.62162936],[0.10768285],[0.82069471]
27,[0.7561466],[0.82681525],[1.02942686]
28,[2.94481026],[0.23633593],[0.29500593]
29,[2.70060553],[0.34589183],[1.11261334]
30,[2.5375589],[0.14918983],[1.09025711]
31,[1.89044698],[0.36667786],[1.43823789]
32,[0.606428],[0.96633302],[1.18366975]
33,[2.81846606],[0.09511549],[1.32756223]
34,[3.02226712],[0.0413734],[1.70138007]
35,[2.74068876],[0.11013576],[1.24001522]
36,[2.93639403],[0.06797862],[1.87682512]
37,[2.47303171],[0.16787365],[1.90654606]
38,[3.07728548],[0.03554725],[1.86388744]
39,[3.09647058],[0.09557363],[1.98498889]
40,[2.97452421],[0.02955133],[2.42929471]
41,[2.86670792],[0.03471426],[2.19258814]
42,[2.91882899],[0.035222],[2.33036928]
43,[2.93571709],[0.03411918],[2.52300843]
44,[2.96271357],[0.03216059],[2.84198029]
45,[2.90259527],[0.02696563],[2.96579197]
46,[2.71853918],[0.05611944],[2.62371919]
47,[2.64521199],[0.03933064],[2.85812374]
48,[2.83084366],[0.02410497],[2.81524485]
49,[2.92789972],[0.03205963],[2.92032805]
50,[2.89415445],[0.03147112],[2.53960688]
51,[3.02989902],[0.01364807],[2.89693161]
52,[3.08636422],[0.02515128],[2.96258889]
53,[2.89217743],[0.02677265],[2.84084577]
54,[3.12867173],[0.01809988],[2.84785508]
55,[2.74280844],[0.04908693],[2.95097677]
56,[3.07844128],[0.00666057],[2.9638422]
57,[3.19717012],[0.01160087],[3.00055219]
58,[3.07431668],[0.01242058],[2.88130833]
59,[3.17152792],[0.00985747],[3.01946778]
60,[2.97729501],[0.0231188],[2.95898497]
61,[2.98651576],[0.00950339],[2.90805671]
62,[3.11168409],[0.00782251],[3.00319175]
63,[3.12273633],[0.0098815],[2.9980625]
64,[3.00895321],[0.01687971],[2.893334]
65,[2.99350578],[0.02111976],[2.85125357]
66,[3.01183719],[0.01194776],[2.92178124]
67,[3.17666358],[0.00625271],[2.98186526]
68,[2.90104334],[0.01571775],[3.02003694]
69,[3.1190998],[0.00664874],[2.9872527]
70,[3.01938738],[0.00835947],[2.99540991]
71,[3.11590679],[0.00608313],[3.0082474]
72,[2.90041284],[0.01735996],[3.01448451]
73,[2.98706161],[0.01391698],[2.99948575]
74,[2.75032175],[0.02629218],[2.91888572]
75,[2.60471328],[0.0315786],[2.78584098]
76,[2.9909537],[0.01261329],[2.95150972]
77,[2.90607157],[0.01504977],[2.93202585]
78,[3.01273713],[0.01530136],[2.79836679]
79,[2.96123657],[0.01006961],[2.99840641]
80,[3.05729854],[0.00699946],[2.99398497]
81,[3.05865258],[0.01237137],[3.0058272]
82,[2.94432358],[0.01562321],[2.75863251]
83,[2.9910814],[0.00992779],[2.90568708]
84,[3.16145643],[0.00552922],[3.00722725]
85,[2.92230127],[0.01247254],[3.00171126]
86,[2.96313195],[0.01541052],[2.885211]
87,[2.79547605],[0.01379331],[2.85555975]
88,[3.0065439],[0.00991559],[3.00849224]
89,[3.17358631],[0.00512432],[3.01915142]
90,[3.01484468],[0.00676726],[3.02022073]
91,[2.91691504],[0.0094341],[2.97420374]
92,[3.10359775],[0.00648963],[3.02088072]
93,[2.93521145],[0.00818751],[3.01110083]
94,[3.12603919],[0.00636197],[2.86926755]
95,[3.06394278],[0.00588193],[3.01237302]
