,Mean,Variance,Predictive model
0,[-19.47008781],[1.10970581],[-0.19818658]
1,[-19.53484677],[1.06127154],[-0.27397825]
2,[-19.4908088],[0.99910981],[-0.37237362]
3,[-17.4327436],[1.13349702],[-0.46722468]
4,[-14.34926608],[1.40755377],[-0.52418994]
5,[-9.97326515],[2.08044513],[-0.55110893]
6,[-10.03579022],[2.00257874],[-0.45747828]
7,[-9.35156987],[2.16895478],[-0.63711467]
8,[-13.81567585],[3.49893567],[-0.69873063]
9,[-7.17515513],[0.57397975],[-0.91378757]
10,[-5.3827352],[1.13973012],[-0.48369639]
11,[-6.07209231],[1.19140391],[-0.56272727]
12,[-15.22598117],[5.83506024],[-1.27999932]
13,[-3.85300791],[0.82971773],[-0.56575456]
14,[-15.03803534],[6.23882969],[-2.33921853]
15,[-15.35306617],[6.22979834],[-2.63301832]
16,[-3.82946599],[1.05541778],[-1.16273616]
17,[-16.46160537],[6.28601584],[-1.68187057]
18,[-3.42509035],[0.61038413],[-0.77891603]
19,[-14.94543378],[6.67377952],[-4.16757273]
20,[-15.24016005],[6.66730539],[-4.9974147]
21,[-3.3687918],[0.48674531],[-0.91334838]
22,[-3.19007403],[0.48021649],[-1.08395933]
23,[-16.4767897],[6.47392365],[-2.57484301]
24,[-3.16002721],[0.44540928],[-1.08191446]
25,[-14.9233352],[7.24279662],[-6.53448923]
26,[-3.3363186],[0.4450793],[-1.92533093]
27,[-15.22003902],[6.67248335],[-3.065374]
28,[-2.86544318],[0.27042255],[-1.2509106]
29,[-14.80344616],[7.40081608],[-7.7858998]
30,[-2.74787433],[0.37277237],[-1.63632889]
31,[-2.82203852],[0.32164376],[-1.58212581]
32,[-2.840084],[0.3829621],[-1.90327053]
33,[-3.50180934],[0.4294626],[-1.83763001]
34,[-2.70461906],[0.44106399],[-1.70038273]
35,[-2.5367672],[0.5522801],[-1.63592317]
36,[-2.48269814],[0.54085031],[-1.85935412]
37,[-3.46975392],[0.58155688],[-2.31815505]
38,[-2.61112409],[0.52309916],[-1.93671117]
39,[-2.5492895],[0.5021528],[-2.18574597]
40,[-2.45721508],[0.66620457],[-2.02240722]
41,[-2.35559212],[0.64068654],[-1.93820818]
42,[-5.77628328],[6.93480927],[-3.84291736]
43,[-2.82265234],[0.85856325],[-4.83342711]
44,[-2.97535247],[0.78368792],[-2.35880827]
45,[-2.68653867],[0.74935698],[-2.6995709]
46,[-10.65147004],[8.08837367],[-5.84181978]
47,[-2.41644233],[0.74196169],[-2.63622676]
48,[-9.4206909],[7.69101834],[-5.85134063]
49,[-5.62396964],[5.66400522],[-5.09720548]
50,[-10.62237929],[7.94719177],[-8.53167276]
51,[-10.85233634],[7.9528801],[-8.52141024]
52,[-2.36877221],[0.70831216],[-2.69511348]
53,[-2.16776057],[0.72113221],[-3.03776688]
54,[-2.12032591],[0.70360643],[-2.45901164]
55,[-10.12711488],[7.97090106],[-7.22267234]
56,[-4.63373014],[0.86544079],[-2.75233456]
57,[-10.22287639],[7.91142964],[-8.48723181]
58,[-2.33445008],[0.76092403],[-2.83491667]
59,[-1.94755133],[0.75147927],[-2.65684951]
60,[-5.91023743],[4.81072107],[-4.53809842]
61,[-6.41188004],[4.98339854],[-5.63596916]
62,[-9.55308833],[7.53626043],[-7.62934175]
63,[-2.02367955],[0.70493173],[-2.60041522]
64,[-9.40962968],[6.95631542],[-7.33075845]
65,[-7.3667685],[6.38841417],[-8.44155206]
66,[-9.90100598],[7.59061504],[-9.94599731]
67,[-9.66252214],[7.54824507],[-9.09804443]
68,[-1.87371168],[0.70692848],[-2.47955655]
69,[-7.63568307],[5.16387964],[-5.86309924]
70,[-2.03040109],[0.77209311],[-2.54033591]
71,[-7.5986492],[5.45010405],[-5.41875271]
72,[-3.52583336],[0.77535039],[-2.89265094]
73,[-9.66310838],[7.0370153],[-8.25268313]
74,[-9.66781233],[6.99419997],[-8.71296084]
75,[-2.0156261],[0.76238544],[-2.54712822]
76,[-8.97833739],[5.58630859],[-7.2143874]
77,[-2.01382834],[0.75835118],[-2.46870365]
78,[-2.25237711],[0.76075183],[-2.736458]
79,[-2.61389948],[0.7781645],[-2.62924962]
80,[-9.36857156],[6.21368558],[-7.00532232]
81,[-8.94190455],[6.93663945],[-9.99898683]
82,[-2.14566422],[0.78045747],[-2.71160136]
83,[-9.97183548],[6.76173084],[-8.97328247]
84,[-9.73421876],[7.22328275],[-10.9746228]
85,[-3.18358146],[0.82718409],[-4.07904991]
86,[-9.53445091],[5.46620561],[-5.95390104]
87,[-9.52541775],[7.1211939],[-11.27629075]
88,[-2.19627478],[0.81088539],[-2.45105308]
89,[-9.65338165],[7.10707906],[-11.30144124]
90,[-10.15241696],[7.05952866],[-9.55018821]
91,[-9.46490379],[7.11381325],[-12.50039178]
92,[-2.48094452],[0.81333793],[-2.29510639]
93,[-10.27532332],[6.88077612],[-10.75506764]
94,[-3.52010019],[1.48579162],[-4.37485959]
95,[-10.33692114],[6.09301796],[-7.73499208]
