,Mean,Variance,Predictive model
0,[69.61207829],[20.59824223],[0.20271317]
1,[33.57006058],[42.83004401],[0.45988986]
2,[11.71424829],[39.00411739],[0.31359987]
3,[76.58038256],[17.85451791],[0.87136679]
4,[34.59834029],[43.97658131],[0.83845725]
5,[64.90399512],[30.44126045],[-0.05898225]
6,[20.57671228],[32.88106407],[1.4016541]
7,[19.07742377],[37.76735486],[-0.35706136]
8,[78.80678283],[16.27618309],[2.33798129]
9,[56.54344571],[26.07064657],[0.89997052]
10,[32.60309556],[33.41967121],[0.06932252]
11,[40.83807325],[32.227688],[-0.97994602]
12,[13.33140057],[40.16077513],[0.51136721]
13,[43.84389747],[27.33062297],[4.48904507]
14,[71.23333992],[15.62982757],[4.39876709]
15,[51.36727482],[30.90901371],[4.17656017]
16,[40.47883237],[32.60825254],[5.46845026]
17,[30.40496364],[34.80181693],[3.83603805]
18,[29.02779903],[32.6628672],[5.50254973]
19,[10.51495418],[39.36803191],[9.1028764]
20,[14.73448649],[37.75945687],[5.70011793]
21,[16.97708401],[35.94083875],[6.80869364]
22,[16.97803182],[34.19882992],[8.57141508]
23,[70.51985287],[23.58784919],[8.02717816]
24,[43.75051419],[28.3994687],[9.90736305]
25,[63.04224971],[14.70671009],[10.12996819]
26,[41.81799975],[21.63702413],[9.78089016]
27,[61.32281946],[21.18334188],[8.49509843]
28,[53.00152217],[22.2615993],[9.14409457]
29,[45.36928025],[28.77515228],[11.73855641]
30,[80.38151778],[24.37546568],[14.87276417]
31,[70.18585948],[21.77151108],[25.94480047]
32,[92.96942696],[19.7259457],[28.93223675]
33,[91.90792624],[17.63734734],[11.4481836]
34,[107.59915096],[14.71673521],[19.22891588]
35,[91.32623271],[22.7065378],[9.21958908]
36,[100.54033117],[19.03903065],[24.90453874]
37,[93.13246645],[11.98743765],[13.36693228]
38,[100.7605254],[16.001719],[38.37309862]
39,[96.65523801],[22.21332488],[16.24334498]
40,[87.02321528],[21.80209033],[40.29356119]
41,[73.4996458],[21.742511],[27.75902366]
42,[87.96187144],[18.54687505],[34.66530137]
43,[94.90386937],[11.85540795],[40.89961171]
44,[76.18033528],[22.81781012],[33.35630474]
45,[75.95670737],[29.60836563],[73.76009821]
46,[132.5950994],[25.01550101],[42.59152931]
47,[135.31253407],[21.07389691],[36.15812157]
48,[118.50992534],[21.7284168],[72.90362521]
49,[87.06003445],[25.19362199],[54.8752607]
50,[108.15525594],[26.59545255],[51.18368773]
51,[126.80895535],[20.9395104],[26.41232277]
52,[92.71224844],[26.00372207],[32.95349837]
53,[122.29966515],[23.29716156],[36.13561221]
54,[122.12593809],[19.5328658],[45.14872882]
55,[116.95345803],[22.67512791],[79.42933739]
56,[147.50565148],[24.25490634],[86.61355988]
57,[149.13968451],[26.40600085],[37.16309307]
58,[145.52399484],[24.99376024],[77.95885613]
59,[102.82117659],[35.67695169],[58.51991351]
60,[145.30867184],[25.77286701],[57.16440877]
61,[142.77127252],[25.67394316],[48.97875494]
62,[150.81842246],[26.36189869],[38.43234683]
63,[148.07034882],[22.8366908],[45.81422332]
64,[103.01865731],[36.79978328],[62.56026487]
65,[143.27799121],[26.01917495],[54.69687778]
66,[111.39945059],[33.39174178],[71.99808141]
67,[110.65074469],[31.90660742],[43.81113595]
68,[124.95045886],[29.80210528],[43.37990725]
69,[76.06481039],[36.99986564],[58.50247185]
70,[96.6827287],[26.7728736],[41.16621822]
71,[145.06263103],[25.17987432],[36.27944218]
72,[81.68429465],[36.546989],[42.01863478]
73,[155.94084765],[23.52765444],[34.25742973]
74,[138.80224399],[22.41959531],[50.64869986]
75,[148.83559114],[23.73894027],[72.67837133]
76,[133.06805072],[28.11755831],[62.93785792]
77,[153.74046909],[25.07124363],[25.44930577]
78,[127.81641955],[30.90737744],[64.77086377]
79,[102.0769836],[34.71708402],[68.27604842]
80,[79.83819593],[35.22046027],[45.11205774]
81,[64.65138621],[39.71314218],[56.1127876]
82,[90.96471246],[37.34468919],[65.81606726]
83,[89.23717767],[34.03140527],[49.60179032]
84,[111.31133916],[31.71076988],[51.69729061]
85,[177.25834622],[26.0456486],[53.79609756]
86,[23.26777622],[47.21121228],[101.78112362]
87,[182.85256191],[28.77888604],[52.93984352]
88,[183.11858318],[28.35676415],[30.77221482]
89,[216.46672113],[0.23260445],[71.17008954]
90,[185.59473297],[27.9187307],[61.54744764]
91,[73.15527252],[44.85012886],[77.02692779]
92,[185.74266889],[27.11940009],[70.90667429]
93,[186.26497074],[27.12105621],[130.25758938]
94,[76.92570436],[48.05770798],[81.23463785]
95,[78.30987706],[54.44353546],[84.29121733]
