,Mean,Variance,Predictive model
0,[2.43089194],[0.55039566],[0.02048787]
1,[2.4163401],[0.53173816],[0.0287528]
2,[2.40979539],[0.50993648],[0.03570932]
3,[2.31039616],[0.61227754],[0.06123156]
4,[2.39980382],[0.58982096],[0.06938403]
5,[1.52869134],[0.72251945],[0.09276111]
6,[2.35261197],[0.62081514],[0.0811745]
7,[2.31797647],[0.59899944],[0.10992758]
8,[2.33971673],[0.57803389],[0.10313933]
9,[2.44916723],[0.56079406],[0.12445557]
10,[2.28145138],[0.58406347],[0.1774711]
11,[2.45707949],[0.57927837],[0.23843082]
12,[2.38171996],[0.6364912],[0.20165553]
13,[2.26250814],[0.65045886],[0.27020435]
14,[2.35322097],[0.6111938],[0.27674136]
15,[2.3701926],[0.61650729],[0.26269797]
16,[2.33097163],[0.5864074],[0.33392271]
17,[2.19001007],[0.65341963],[0.30136745]
18,[2.13141128],[0.63656562],[0.37104863]
19,[2.37314727],[0.58643241],[0.44815939]
20,[2.29640433],[0.57863809],[0.47361529]
21,[2.28104438],[0.57335879],[0.55833909]
22,[2.37696402],[0.55295333],[0.43545453]
23,[2.02658589],[0.63645818],[0.44814668]
24,[2.2054523],[0.59000248],[0.57532829]
25,[2.19041807],[0.58467751],[0.63681432]
26,[1.93370341],[0.57918338],[0.60907642]
27,[2.07211628],[0.5955887],[0.73192111]
28,[2.33334331],[0.51802511],[0.6868002]
29,[2.37475898],[0.50864784],[0.76566575]
30,[2.15163615],[0.61484033],[0.80381624]
31,[2.20430261],[0.55127721],[0.8405353]
32,[2.39748452],[0.53572916],[0.80696454]
33,[2.54912907],[0.43188772],[0.92895775]
34,[2.35344133],[0.51276951],[1.16052255]
35,[2.02321544],[0.60230915],[1.16694647]
36,[2.04679107],[0.60187462],[1.29339415]
37,[2.21628581],[0.55746335],[1.31507281]
38,[2.31876101],[0.48572249],[1.23761682]
39,[2.29264751],[0.55157458],[1.26750705]
40,[2.22117028],[0.4518052],[1.40712071]
41,[2.51155341],[0.45146893],[1.55128698]
42,[2.08020211],[0.57351445],[1.41842219]
43,[3.21606793],[0.39811965],[1.77974041]
44,[1.41042552],[0.71793754],[2.68340887]
45,[2.39733488],[0.64046713],[1.96875784]
46,[2.72392121],[0.54991619],[2.29686429]
47,[2.40887775],[0.59204374],[2.09543085]
48,[3.13963266],[0.42273658],[1.58833083]
49,[2.57617396],[0.60308458],[1.48774548]
50,[2.85443834],[0.49138487],[1.70038951]
51,[2.58334325],[0.54285329],[1.5135682]
52,[2.52494476],[0.57986514],[1.93520107]
53,[2.61612998],[0.54925834],[1.99432989]
54,[2.90267567],[0.42699131],[1.66632039]
55,[2.95134937],[0.42307637],[1.75660306]
56,[2.1843754],[0.57078708],[2.04060793]
57,[2.34478227],[0.63130315],[1.44034297]
58,[2.4515547],[0.58875571],[1.41453236]
59,[2.76122403],[0.4948791],[2.13678571]
60,[3.18737479],[0.47294765],[2.2912006]
61,[2.34444844],[0.59756278],[1.93413384]
62,[2.03931128],[0.64227083],[1.96472621]
63,[2.76874393],[0.48326734],[1.70306711]
64,[1.46536608],[0.72393803],[2.35951209]
65,[2.18262871],[0.64051727],[1.74765827]
66,[2.22082795],[0.64296692],[2.28459786]
67,[1.62362211],[0.73517997],[2.3705927]
68,[2.13026691],[0.69467796],[1.99991524]
69,[2.26693764],[0.59314032],[2.15757451]
70,[2.53916633],[0.58450403],[2.29182885]
71,[1.62029007],[0.71371709],[2.44781324]
72,[2.26229588],[0.61657178],[2.46527413]
73,[2.37538182],[0.61011633],[2.02696885]
74,[1.87894213],[0.71122055],[2.26929221]
75,[2.35739321],[0.53100456],[2.17294261]
76,[2.37130228],[0.52597273],[2.12049131]
77,[2.23001901],[0.6810164],[2.11731635]
78,[2.26189795],[0.6356736],[2.04832683]
79,[2.04714712],[0.67894101],[2.199477]
80,[2.17922709],[0.67659207],[2.16250662]
81,[2.34200135],[0.58120306],[2.00961596]
82,[2.0502312],[0.67102347],[2.30681022]
83,[2.12399398],[0.60463081],[2.23472022]
84,[2.51708877],[0.53895754],[2.04276443]
85,[2.13799158],[0.59836232],[2.20780357]
86,[2.19714789],[0.57649658],[2.04046287]
87,[2.73981956],[0.52772112],[2.23616781]
88,[2.03187483],[0.63415244],[2.2075695]
89,[1.91094362],[0.64022625],[2.00569973]
90,[2.98650472],[0.4726103],[1.68858447]
91,[2.85513704],[0.44749019],[2.04734225]
92,[3.16648783],[0.35742904],[2.03147741]
93,[3.85003808],[0.44712681],[1.87509712]
94,[2.84745796],[0.53879738],[2.11818796]
95,[3.86179535],[0.44924393],[2.03383141]
