,Mean,Variance,Predictive model
0,[0.60048518],[0.13870917],[0.00159188]
1,[0.68942499],[0.23240563],[0.00659352]
2,[0.96578601],[0.07431651],[0.00903053]
3,[0.71607175],[0.20583073],[0.00993577]
4,[0.94287485],[0.15319863],[0.02580585]
5,[0.90114713],[0.13261501],[0.01929028]
6,[0.98325632],[0.14826464],[0.02442326]
7,[0.86990839],[0.22626207],[0.01812619]
8,[0.80859165],[0.20621651],[0.02540753]
9,[1.11494568],[0.12331729],[0.04962754]
10,[1.00410069],[0.24691076],[0.04818228]
11,[0.93327213],[0.21665421],[0.08953911]
12,[1.02002291],[0.2579178],[0.04394709]
13,[1.0073934],[0.19451261],[0.083946]
14,[1.12943933],[0.10988914],[0.13178905]
15,[1.10411322],[0.24710943],[0.17014464]
16,[1.88672993],[0.16767026],[0.12135669]
17,[0.48645793],[0.56110645],[0.2994075]
18,[1.92727839],[0.12500511],[0.23759854]
19,[1.80257697],[0.19712845],[0.29070967]
20,[0.53247187],[0.65751635],[0.29096423]
21,[1.99256135],[0.1695391],[0.35608098]
22,[1.81348747],[0.19635578],[0.38272674]
23,[2.06705476],[0.06252957],[0.51194619]
24,[2.06731141],[0.1012003],[0.55048491]
25,[1.70318441],[0.20954265],[0.44686852]
26,[2.06087516],[0.31709954],[0.74785297]
27,[1.91148231],[0.26967322],[0.77023339]
28,[2.70811052],[0.15006525],[0.6069365]
29,[2.86605356],[0.20968795],[1.05328225]
30,[2.23311051],[0.27274334],[1.25965951]
31,[2.5139669],[0.15373846],[1.17585424]
32,[2.88991144],[0.10755088],[1.2359682]
33,[2.86435335],[0.08612479],[1.33255846]
34,[2.16576989],[0.25868116],[1.40367505]
35,[2.43694248],[0.16222102],[1.50897165]
36,[2.25699969],[0.16416583],[1.55756764]
37,[3.02014974],[0.17904206],[0.89779683]
38,[2.34514531],[0.24956995],[1.87282968]
39,[3.17656553],[0.0759614],[1.76579022]
40,[2.63512402],[0.1748679],[2.25457315]
41,[2.58478262],[0.14890066],[1.94795622]
42,[2.73846177],[0.09386161],[2.36705208]
43,[2.77979569],[0.12324069],[2.36699632]
44,[3.27265501],[0.03642269],[2.69896226]
45,[3.27038763],[0.03629163],[2.71718632]
46,[3.30061325],[0.02305633],[2.88545409]
47,[3.31627505],[0.00630488],[3.02258871]
48,[3.16834474],[0.02475931],[2.77081802]
49,[2.9687226],[0.05355599],[2.75550766]
50,[3.30890901],[0.01019577],[3.0618389]
51,[3.32075085],[0.00512182],[3.10108223]
52,[2.20700978],[0.16960574],[3.05832154]
53,[3.30910739],[0.0060601],[3.1089958]
54,[3.13048727],[0.0247383],[2.56768397]
55,[2.85678261],[0.05869843],[2.73594533]
56,[2.55456119],[0.07875221],[2.67642556]
57,[3.31143872],[0.00844024],[3.13873133]
58,[3.04665015],[0.03162691],[2.68518154]
59,[2.94586301],[0.03932966],[2.46201904]
60,[2.84456314],[0.04182711],[2.74146964]
61,[3.30370398],[0.00609868],[3.10978247]
62,[3.30707105],[0.00535577],[3.10814748]
63,[3.31362819],[0.00459519],[3.15402841]
64,[3.31599196],[0.00591969],[3.1659346]
65,[2.73897263],[0.05880906],[2.89330649]
66,[2.91599938],[0.04939389],[2.85194116]
67,[2.59946517],[0.07281195],[2.43271315]
68,[2.94294263],[0.02928899],[2.8205624]
69,[2.76736266],[0.04474115],[2.6304079]
70,[3.28907625],[0.00715908],[3.06756683]
71,[3.18975725],[0.01213052],[3.11919663]
72,[3.31854902],[0.00430713],[3.16767697]
73,[2.74240706],[0.06351611],[3.00678364]
74,[3.2966567],[0.00615396],[3.13730282]
75,[2.75195463],[0.04371347],[2.85023627]
76,[2.67508928],[0.06156551],[2.86656299]
77,[3.31420087],[0.00469754],[3.13440407]
78,[3.30953403],[0.00481808],[3.13351236]
79,[3.26772147],[0.00505114],[3.17261857]
80,[2.82481488],[0.04214759],[2.78546068]
81,[3.27480667],[0.00571126],[3.14497423]
82,[3.29723566],[0.00606606],[3.14625505]
83,[3.31137513],[0.00416922],[3.17263229]
84,[3.31099187],[0.00420545],[3.1577661]
85,[3.30638328],[0.00541197],[3.17676068]
86,[2.7883554],[0.04490973],[3.04203509]
87,[3.29396615],[0.0056818],[3.13155351]
88,[3.27464582],[0.00653939],[3.20740887]
89,[2.79487535],[0.03065476],[2.87186517]
90,[3.22003341],[0.00936897],[3.13956727]
91,[2.89364296],[0.0163362],[2.63646849]
92,[2.71155339],[0.02761482],[2.70265483]
93,[3.24890411],[0.00775447],[3.13073264]
94,[3.30144446],[0.00475889],[3.19774056]
95,[3.25644282],[0.00694119],[3.17002732]
