,Mean,Variance,Predictive model
0,[-10.01105419],[11.48158838],[-0.11087819]
1,[-20.52502217],[18.1596952],[-0.0778049]
2,[-20.03036562],[14.50512887],[-0.50998134]
3,[-20.76934132],[28.83471588],[-0.1558532]
4,[-26.61292939],[26.65412383],[-0.90904257]
5,[-7.99713217],[16.80660263],[-1.50978915]
6,[-25.52611854],[27.38271887],[-0.33626816]
7,[0.25169397],[10.84328788],[-2.34737401]
8,[-17.31681508],[27.33087397],[-1.99661105]
9,[-28.51708233],[29.49255985],[-7.02919764]
10,[10.43724503],[20.9924671],[-1.19952636]
11,[-4.83999072],[28.66022544],[-3.59730386]
12,[-22.89297612],[28.82380339],[-1.0200978]
13,[-8.1759549],[25.29671888],[-6.86506754]
14,[-13.17807024],[23.21354058],[-1.14141291]
15,[5.10083494],[13.61881531],[-0.76047253]
16,[-12.90605464],[21.10092889],[-0.9603839]
17,[8.10915927],[8.92067782],[-0.31348672]
18,[-14.12512826],[20.0572439],[-7.99060919]
19,[-7.29602396],[14.69767886],[-3.15529217]
20,[2.80544627],[8.52768426],[-0.47053041]
21,[-1.17766114],[9.54604077],[-1.06607951]
22,[2.70764561],[7.14783849],[-0.51999165]
23,[-9.1361822],[11.27858884],[-1.90690457]
24,[3.88216268],[5.23751223],[-0.70615676]
25,[-12.65827312],[11.65690071],[-0.56950293]
26,[2.45603286],[4.88495541],[-0.46762985]
27,[0.72412459],[5.16212613],[-0.52940424]
28,[1.09645823],[4.50665945],[-0.80090137]
29,[2.2967393],[3.95555637],[-0.55442822]
30,[-3.78409204],[6.19958201],[-0.71580613]
31,[2.29281825],[2.86452058],[-0.72075558]
32,[-0.71874351],[5.07042369],[-3.66471326]
33,[-1.31821849],[4.20780533],[-0.840732]
34,[0.1684366],[3.10699874],[-0.77565211]
35,[-1.10287988],[3.67926038],[-0.83084031]
36,[-1.30495928],[3.09068945],[-0.9206635]
37,[1.33939364],[1.75968287],[-1.0147957]
38,[-1.92334851],[2.94162541],[-0.74521589]
39,[0.23521337],[1.90574762],[-1.02086697]
40,[-1.01844712],[2.26086048],[-1.0299575]
41,[1.43021132],[1.2841496],[-1.11809331]
42,[-1.96957956],[2.55687598],[-1.39611722]
43,[0.78517405],[1.21210062],[-1.25758914]
44,[-0.47642085],[1.75538931],[-1.19572428]
45,[0.04800531],[1.44186038],[-1.08003918]
46,[-4.20385002],[3.06042267],[-1.29177272]
47,[-5.38090298],[3.54693623],[-1.44033775]
48,[-0.07747241],[1.42518152],[-0.98622709]
49,[0.86652353],[1.09072934],[-1.24720535]
50,[-0.07898612],[1.32534649],[-1.0939742]
51,[0.26878265],[1.10534997],[-1.13896128]
52,[0.27424053],[1.03388072],[-1.147311]
53,[0.00967367],[1.08320731],[-1.07183663]
54,[0.3628943],[0.84390773],[-0.97174624]
55,[-2.30453971],[2.25138248],[-1.06900006]
56,[0.15379883],[0.91208402],[-0.85864155]
57,[0.66294236],[0.73344413],[-1.01586417]
58,[0.39296597],[0.72488793],[-0.94655004]
59,[0.72176867],[0.58001353],[-0.84251684]
60,[0.27072917],[0.80116499],[-0.87071808]
61,[0.89062868],[0.50773079],[-0.78710244]
62,[1.06381613],[0.39899733],[-0.90224045]
63,[-1.14234902],[1.20986688],[-0.76765319]
64,[0.78279103],[0.45265628],[-0.72160395]
65,[0.11187337],[0.63565525],[-0.75835535]
66,[0.91348219],[0.31881188],[-0.74858202]
67,[0.92131885],[0.29224986],[-0.75711839]
68,[-0.03193189],[0.6367105],[-0.59983642]
69,[0.9281363],[0.25520614],[-0.60286272]
70,[-0.76217442],[0.89091732],[-0.53244633]
71,[0.53731717],[0.35779561],[-0.54738583]
72,[0.86608566],[0.21974746],[-0.64280193]
73,[0.90993935],[0.19576491],[-0.67612364]
74,[-0.86924861],[0.87114356],[-0.45343188]
75,[1.00548503],[0.1382959],[-0.65657627]
76,[1.01949465],[0.13299136],[-0.43731316]
77,[0.97876441],[0.14531792],[-0.48221775]
78,[0.97634669],[0.13545627],[-0.39055125]
79,[1.00392812],[0.12348683],[-0.4901814]
80,[1.0096963],[0.11858762],[-0.32532835]
81,[0.92604924],[0.14593452],[-0.42041899]
82,[0.9439011],[0.13994529],[-0.31884642]
83,[1.02101745],[0.1063989],[-0.37284853]
84,[1.02544655],[0.10299902],[-0.39116435]
85,[1.01029454],[0.10782799],[-0.2312519]
86,[0.34976491],[0.36372419],[-0.24761366]
87,[1.00732679],[0.10780874],[-0.31397957]
88,[1.0258717],[0.09876338],[-0.30053541]
89,[1.02617668],[0.09547126],[-0.27261199]
90,[-1.61166867],[1.20917512],[-0.]
91,[-1.60551657],[1.21575974],[-0.]
92,[1.02060254],[0.09674225],[-0.]
93,[1.0285333],[0.09243848],[-0.]
94,[1.02189238],[0.09460133],[-0.]
95,[1.02993705],[0.09054292],[-0.]
