,Mean,Variance,Predictive model
0,[-13.98982271],[1.89835934],[-0.12924017]
1,[-14.06260597],[1.84326474],[-0.19884949]
2,[-14.40507391],[2.3974002],[-0.38394654]
3,[-11.8413786],[2.96027584],[-0.33125467]
4,[-10.14471402],[2.15094456],[-0.56277891]
5,[-9.59524173],[1.62885341],[-0.54351061]
6,[-17.38987762],[4.66946671],[-0.55630903]
7,[-17.55897009],[4.61760289],[-1.05097607]
8,[-9.27905176],[1.38861665],[-0.9449939]
9,[-7.05891658],[0.95854341],[-1.10176275]
10,[-5.53333069],[1.38705218],[-0.95182469]
11,[-5.28581727],[1.33893091],[-0.72595006]
12,[-15.84710554],[6.10791755],[-1.27307326]
13,[-16.06787996],[6.08125737],[-2.46099076]
14,[-16.54865437],[6.06099178],[-2.65370969]
15,[-4.2869711],[0.59181714],[-1.14184755]
16,[-16.83587428],[6.3074236],[-1.74406228]
17,[-16.98460373],[6.25455095],[-3.26334135]
18,[-16.95162299],[6.21593001],[-3.852103]
19,[-4.0305867],[0.27004836],[-1.44676243]
20,[-4.14603167],[0.37123787],[-1.53996535]
21,[-16.01304781],[6.77454933],[-5.62300466]
22,[-3.83357241],[0.21532467],[-1.53046497]
23,[-3.74691934],[0.69159139],[-1.31944573]
24,[-3.4009701],[0.54092154],[-1.25373728]
25,[-15.35492782],[7.37214793],[-7.05283206]
26,[-5.36303572],[5.23395282],[-3.12736914]
27,[-3.57954902],[0.48060979],[-1.76960597]
28,[-9.85611072],[5.99541189],[-4.15618729]
29,[-3.51927706],[0.46122074],[-1.68142256]
30,[-3.93373187],[0.45056065],[-2.29350811]
31,[-4.0135059],[0.52783712],[-2.1411541]
32,[-3.40978283],[0.42053016],[-1.96108392]
33,[-3.36174671],[0.38787337],[-2.1426442]
34,[-3.85099362],[0.46578667],[-2.86787436]
35,[-3.47546913],[0.53866588],[-2.08909037]
36,[-3.30806793],[0.40915744],[-2.35190128]
37,[-3.39181855],[0.3909413],[-2.45611543]
38,[-14.63939951],[7.75478365],[-10.95424348]
39,[-4.00785596],[0.4078918],[-2.85043452]
40,[-3.61930615],[0.39695819],[-3.07500091]
41,[-1.8917148],[4.4349535],[-4.86545945]
42,[-5.84417133],[6.33738173],[-4.72522123]
43,[-10.88390523],[6.58654405],[-6.54789865]
44,[-4.23860716],[0.4526917],[-3.9645945]
45,[-3.68514143],[0.48630201],[-3.78571265]
46,[-5.46431698],[4.15067799],[-4.77898291]
47,[-3.38289721],[0.45591821],[-3.84439534]
48,[-11.15330458],[7.0185652],[-6.75104734]
49,[-3.73077333],[0.5099299],[-4.30484698]
50,[-9.08720781],[6.38693665],[-6.59922036]
51,[-11.56686026],[7.43893735],[-9.5610305]
52,[-3.37685317],[0.51540632],[-3.7911991]
53,[-10.84090366],[6.9830882],[-8.64835103]
54,[-8.89491546],[5.87033299],[-7.92346441]
55,[-10.55590669],[6.10356141],[-7.85961726]
56,[-6.38364272],[3.71048248],[-6.24659728]
57,[-1.14992418],[1.88682553],[-5.13614728]
58,[-3.29718668],[0.6021187],[-3.83611207]
59,[-3.2370347],[0.79103175],[-4.00497315]
60,[-10.30318369],[7.29577023],[-9.1130814]
61,[-3.14172969],[0.91106387],[-3.67111543]
62,[-3.27358645],[1.00109637],[-4.10872032]
63,[-9.94864644],[6.94871723],[-8.54933876]
64,[-3.18328783],[0.98271809],[-3.53428518]
65,[-8.69020588],[5.49460748],[-7.29630759]
66,[-3.71340352],[0.97734717],[-3.43892877]
67,[-8.65081341],[4.63162048],[-5.16060768]
68,[-10.24781349],[7.2999452],[-11.01625369]
69,[-4.54046342],[2.62147191],[-4.13411335]
70,[-3.33213414],[0.92944588],[-3.80813926]
71,[-10.35907705],[7.15097903],[-11.13958006]
72,[-3.46809795],[0.91016279],[-3.81086401]
73,[-3.04399157],[0.90004659],[-3.78671196]
74,[-9.73326238],[5.85646698],[-7.68554504]
75,[-2.96547025],[0.95972864],[-3.73547138]
76,[-10.38913653],[7.05456553],[-10.82454293]
77,[-5.8711491],[3.20758022],[-5.20212874]
78,[-2.84323749],[0.95502802],[-3.59761272]
79,[-10.37775566],[6.91494748],[-11.2212533]
80,[-7.30996001],[3.75561487],[-6.20443403]
81,[-2.85889068],[0.94416754],[-3.36081842]
82,[-10.20277077],[6.90076752],[-10.89868942]
83,[-2.86113474],[0.93308774],[-3.55467698]
84,[-9.04860556],[4.11277596],[-5.58178589]
85,[-10.30387987],[7.00347501],[-12.23666948]
86,[-0.33700231],[0.02919654],[-3.52514087]
87,[-7.56795628],[3.38110464],[-5.43385471]
88,[-9.89194039],[7.01421025],[-12.23219044]
89,[-2.75780389],[0.96255123],[-3.6368988]
90,[-2.66274123],[1.00152417],[-3.32477822]
91,[-7.37088098],[3.71192361],[-5.63992277]
92,[-7.95662189],[3.76963315],[-5.67996943]
93,[-9.40564573],[7.00394595],[-12.44436224]
94,[-0.84969682],[0.08493763],[-3.40284549]
95,[-9.46095366],[5.04110652],[-7.10817695]
