,Mean,Variance,Predictive model
0,[2.12147447],[0.60132629],[0.01957805]
1,[2.38589382],[0.34720357],[0.0262281]
2,[2.10417508],[0.53300122],[0.02414417]
3,[1.43070485],[0.64212335],[0.02056858]
4,[1.23576653],[0.68078077],[0.04757718]
5,[1.15808958],[0.66127665],[0.08600602]
6,[1.13601936],[0.64485518],[0.10530789]
7,[2.12135023],[0.47718686],[0.08973571]
8,[1.98261892],[0.52608836],[0.09797551]
9,[2.09446528],[0.46349197],[0.16387434]
10,[2.08732587],[0.46302112],[0.11304779]
11,[2.19447841],[0.43504145],[0.14853455]
12,[2.12432656],[0.43436127],[0.18747585]
13,[2.10334486],[0.42459974],[0.14521992]
14,[2.05639616],[0.42739615],[0.23220998]
15,[2.18435936],[0.35863884],[0.19137967]
16,[2.28557517],[0.30845658],[0.25040345]
17,[2.17732723],[0.38965297],[0.24771437]
18,[2.06641588],[0.40236075],[0.31789036]
19,[2.03179395],[0.44671883],[0.39715379]
20,[2.03168234],[0.38800898],[0.35893902]
21,[2.10368767],[0.44605843],[0.40110708]
22,[2.26181191],[0.44821699],[0.36438135]
23,[3.22900831],[0.24951578],[0.51502688]
24,[3.02239118],[0.34885633],[0.63219045]
25,[2.94343989],[0.40640932],[0.63275906]
26,[2.73420109],[0.58945455],[0.7459969]
27,[2.97630324],[0.57128215],[1.00146174]
28,[3.42357799],[0.34851537],[1.20004125]
29,[2.89526667],[0.58359713],[1.011519]
30,[3.07374618],[0.43112064],[0.92881412]
31,[2.84433087],[0.5262543],[0.97178996]
32,[2.73611709],[0.59454502],[1.23889452]
33,[2.93607657],[0.55132073],[1.2080545]
34,[3.08908672],[0.55402022],[0.98852214]
35,[3.17318933],[0.52252408],[1.06236761]
36,[2.95611735],[0.59773656],[1.16019675]
37,[3.45959196],[0.41328064],[2.08188904]
38,[2.9019219],[0.58626702],[1.36987031]
39,[2.10296458],[0.71872281],[1.60775216]
40,[2.71021381],[0.6481071],[1.5810832]
41,[2.7463182],[0.67036026],[1.92344751]
42,[2.15676364],[0.64633595],[2.14480368]
43,[3.0751513],[0.53564969],[1.93479069]
44,[2.80389198],[0.60735008],[2.31425143]
45,[2.74926037],[0.65125924],[2.79160532]
46,[2.65960429],[0.59525404],[2.87690636]
47,[2.63248297],[0.60669899],[2.45681825]
48,[2.11661878],[0.73090139],[2.55267564]
49,[2.50407227],[0.67032771],[2.01960521]
50,[3.00305979],[0.49755213],[2.13127295]
51,[2.80655737],[0.61506734],[2.67125508]
52,[1.77024275],[0.81564522],[2.56470446]
53,[2.17361439],[0.75520822],[2.29478997]
54,[2.55429985],[0.64035068],[2.54193407]
55,[2.29676689],[0.79040923],[2.96940274]
56,[2.81250262],[0.6453482],[2.8063852]
57,[3.40589054],[0.57602837],[2.52379207]
58,[1.96792664],[0.81811603],[2.68694379]
59,[2.360653],[0.78694644],[2.36264313]
60,[3.33447232],[0.44877491],[2.61814597]
61,[2.95896584],[0.60922264],[2.52072872]
62,[3.35271747],[0.28273334],[2.69486554]
63,[2.84277731],[0.56016694],[2.51510883]
64,[3.40001702],[0.39865548],[2.95806026]
65,[3.27136308],[0.59939419],[2.69144341]
66,[3.35347201],[0.6135357],[2.60346174]
67,[2.86454205],[0.66753231],[2.76655831]
68,[3.26632005],[0.54563105],[2.69570933]
69,[3.05152278],[0.6935711],[2.32449017]
70,[3.26765137],[0.39753019],[2.67609236]
71,[3.32260336],[0.44922575],[2.57231918]
72,[2.32462562],[0.75905389],[2.71604783]
73,[2.48119468],[0.76780223],[2.71164803]
74,[3.15192778],[0.43182211],[2.52953406]
75,[3.07924344],[0.56764504],[2.39997791]
76,[2.37949266],[0.60966804],[2.64266746]
77,[3.80188355],[0.44785093],[2.2415021]
78,[3.08217527],[0.61340854],[2.64669449]
79,[3.09026221],[0.72996337],[2.18245479]
80,[2.48038525],[0.72629266],[2.75961954]
81,[3.49773858],[0.49910665],[2.02374297]
82,[2.87434609],[0.60246682],[2.58175159]
83,[2.62096162],[0.77441489],[2.34267164]
84,[3.03490245],[0.42184193],[2.65408412]
85,[3.44728592],[0.47299723],[2.65035363]
86,[3.25046627],[0.47982122],[2.84117637]
87,[3.19809079],[0.48395957],[2.51420318]
88,[3.5748841],[0.59544699],[2.20377295]
89,[2.26145526],[0.80328706],[2.58457161]
90,[2.81547081],[0.71385293],[2.41739883]
91,[2.9485024],[0.62015121],[2.58910542]
92,[3.18033723],[0.53101185],[2.07867324]
93,[2.99685983],[0.58013411],[2.59386573]
94,[2.83421031],[0.54178048],[2.69819316]
95,[3.44667396],[0.48415041],[2.42353799]
