,Mean,Variance,Predictive model
0,[-19352.8074593],[29265.34909944],[-148.563934]
1,[-3920.48067618],[12291.6052273],[-18.75942535]
2,[-11258.60446756],[12197.04988878],[-87.72360964]
3,[-4355.66112844],[6685.70255384],[-94.80700563]
4,[-22958.68639687],[131749.98169731],[-1151.17069569]
5,[265.95971787],[3342.34423409],[-31.48121968]
6,[-3631.03186114],[4530.81952294],[-305.67350549]
7,[-12967.69961999],[62626.50094353],[-2723.32131752]
8,[-1358.22062214],[2901.40728225],[-82.90544237]
9,[485.15566607],[1689.36640484],[-53.21002943]
10,[-5359.03602445],[47056.69903535],[-462.856934]
11,[-44505.70738939],[54560.70489531],[-552.05703416]
12,[-66939.3774446],[49678.10463839],[-15159.40636214]
13,[9144.97342615],[8406.37387604],[-1134.44582172]
14,[-649.0147194],[6851.75406456],[-2872.82195768]
15,[-8470.3570918],[9076.92060747],[-1161.4337922]
16,[718.63361169],[7396.73333017],[-2808.17769453]
17,[-5736.51662192],[6385.18755272],[-735.03234234]
18,[-59666.31974401],[192594.43365693],[-623.47584911]
19,[905.01150652],[3229.72971117],[-859.27058871]
20,[-1183.06908442],[3711.73952412],[-751.57540339]
21,[-1098.94330933],[2542.78852235],[-696.39966086]
22,[-2460.21929385],[2812.93772125],[-845.92218027]
23,[-873.16836896],[1864.71673574],[-832.79670225]
24,[-392.44419829],[1654.81470676],[-1213.06402544]
25,[-58.59457771],[1267.01032095],[-743.74688413]
26,[-98.27181924],[1147.92506774],[-558.51246526]
27,[175.30467042],[1035.97570174],[-757.99456678]
28,[-43.21006905],[1081.73575701],[-884.44176088]
29,[-408.4027498],[1138.80475741],[-622.42730292]
30,[-255.63870741],[1003.50550412],[-918.73225027]
31,[-157.05153087],[908.56317166],[-608.91076099]
32,[-46.44296053],[887.5786552],[-734.37109368]
33,[-51.57269461],[754.74985815],[-631.1538745]
34,[-7.69492954],[761.50687312],[-684.49190817]
35,[41.79115086],[746.50499491],[-636.96125947]
36,[-180.34661586],[899.7862358],[-877.54465029]
37,[-23.56535839],[703.38163923],[-778.6815815]
38,[-191.44651112],[756.9128875],[-795.38960756]
39,[-25.47144057],[706.98748803],[-810.83592204]
40,[-9.68384211],[663.68819366],[-888.20510456]
41,[-22.64218951],[669.38372721],[-893.62189169]
42,[-9.73234743],[637.09748698],[-892.99456114]
43,[-23.94762905],[627.76730484],[-931.32824486]
44,[87.04283676],[593.45899446],[-1104.25851663]
45,[-0.96528878],[603.74814986],[-814.65745835]
46,[-21.36947814],[603.64820072],[-979.9355062]
47,[-13.61725076],[578.02048371],[-1003.58165959]
48,[-41.009339],[625.96509492],[-896.46725524]
49,[-16.20933243],[567.50210471],[-770.11332237]
50,[-178.85095268],[722.28931986],[-1166.79874006]
51,[-10.53975688],[556.70324175],[-702.48262962]
52,[62.92623378],[543.20591389],[-816.44785974]
53,[-36.06631395],[550.62206016],[-694.38418537]
54,[-9.46085308],[532.48411705],[-760.09564656]
55,[-2.05399077],[525.19882154],[-759.07067467]
56,[-49.44200089],[556.71753138],[-671.99610516]
57,[-34.52536675],[530.08406756],[-617.83029735]
58,[-8.53022719],[516.62286674],[-583.2624879]
59,[-8.56226096],[509.24187957],[-608.62996689]
60,[-109.96531994],[531.29670275],[-490.89264888]
61,[-8.64313099],[503.05650301],[-622.19358222]
62,[1.52958024],[485.50879251],[-676.02016558]
63,[-33.66476595],[550.97956663],[-641.73987786]
64,[-6.6127649],[481.76647374],[-472.39763584]
65,[-75.62890411],[541.13184609],[-540.10370825]
66,[-13.34535404],[479.27575381],[-626.03424005]
67,[-23.01261564],[497.37927213],[-488.83481379]
68,[-23.27690854],[474.36205343],[-469.6023549]
69,[-15.77220598],[466.51654089],[-631.01577858]
70,[-73.03804755],[503.00523039],[-563.29128938]
71,[-60.1413995],[486.93058264],[-615.57843771]
72,[-5.87164756],[452.46438456],[-544.33333727]
73,[-4.7412696],[449.59591063],[-431.43808356]
74,[26.87134819],[440.80269905],[-534.87105548]
75,[-13.94996018],[446.24118818],[-598.160185]
76,[-4.60410728],[439.79667258],[-518.5813277]
77,[-5.39557375],[437.33263923],[-489.24510324]
78,[-4.91926812],[434.67671386],[-422.98446589]
79,[-15.51855381],[434.15473982],[-551.75509283]
80,[1.46735847],[425.54639387],[-451.44420259]
81,[-4.59226038],[423.7753073],[-575.17706955]
82,[-10.17782934],[423.29821224],[-466.17772422]
83,[-59.4027333],[443.7721564],[-383.19728556]
84,[-14.55962825],[421.14284001],[-577.66745794]
85,[-40.05384661],[429.62715933],[-422.23811552]
86,[0.31693676],[411.15100248],[-500.97699643]
87,[-7.0816273],[405.73533304],[-378.21949738]
88,[-3.31058469],[402.09066152],[-424.41934659]
89,[-1.6845794],[399.1539984],[-391.42063637]
90,[-3.71645569],[397.65326581],[-390.05106926]
91,[-93.64563547],[448.893805],[-381.13204438]
92,[-8.11016188],[394.84909002],[-505.01991505]
93,[3.70987923],[388.3491098],[-308.07309363]
94,[-5.89725844],[389.86461054],[-379.96468508]
95,[-0.12391482],[384.69402768],[-430.63156097]
