,Mean,Variance,Predictive model
0,[-10.67446684],[2.97119499],[-0.13605079]
1,[-16.27957485],[4.3825164],[-0.18849236]
2,[-16.85394905],[4.49779743],[-0.35759291]
3,[-17.24108111],[4.50395696],[-0.49471378]
4,[-8.96379975],[1.14714183],[-0.38172381]
5,[-8.75165183],[3.87963922],[-0.29808539]
6,[-13.08171317],[5.29765281],[-0.60678876]
7,[-6.03286031],[2.17150083],[-0.59885305]
8,[-15.29795164],[5.94699697],[-1.31059331]
9,[-15.65325633],[5.97624258],[-1.16440877]
10,[-15.99457349],[5.8455336],[-1.20824779]
11,[-15.98990168],[5.75000511],[-2.09266315]
12,[-17.37378373],[5.6483754],[-1.19774201]
13,[-7.10412376],[2.48085064],[-1.33079834]
14,[-4.92382994],[0.69178384],[-0.7477703]
15,[-15.98633096],[6.09061192],[-2.46787412]
16,[-16.21249057],[6.0837431],[-3.29541172]
17,[-15.97756208],[6.019277],[-2.71072078]
18,[-4.27427816],[0.48264591],[-1.29316229]
19,[-3.93170592],[3.72614379],[-1.19121762]
20,[-3.78373023],[0.62472178],[-0.95945063]
21,[-15.05391686],[6.71568697],[-3.96503227]
22,[-3.74451569],[0.6542173],[-1.04174636]
23,[-14.49656566],[6.85608287],[-4.7916971]
24,[-15.28234984],[6.72345888],[-3.8130426]
25,[-5.73346381],[1.70618959],[-1.43097571]
26,[-14.25061155],[6.72422827],[-5.84462956]
27,[-14.83032611],[6.43438093],[-5.82129839]
28,[-3.31057225],[0.45450202],[-1.8868818]
29,[-3.59941715],[0.73908333],[-1.68126924]
30,[-9.47820394],[2.81136402],[-2.20854764]
31,[-3.40351468],[0.68388837],[-1.88692282]
32,[-3.57308086],[0.63623685],[-2.12761654]
33,[-3.37938347],[0.64709029],[-2.37469013]
34,[-3.42876008],[0.72525934],[-2.14337178]
35,[-3.23685363],[0.69134737],[-2.18132055]
36,[-3.17159472],[0.6732368],[-2.22041433]
37,[-3.27609905],[0.66584415],[-2.44877457]
38,[-3.47427371],[0.65438267],[-2.8046753]
39,[-3.33558116],[0.66494939],[-2.65765006]
40,[-3.41772636],[0.66009782],[-2.69741034]
41,[-3.25524306],[0.64909068],[-2.91748865]
42,[2.49019996],[2.72446063],[-5.87193905]
43,[-3.06186551],[0.64410694],[-3.08986438]
44,[-4.5932547],[5.47668713],[-6.32373658]
45,[-2.75353753],[0.87327606],[-2.63174075]
46,[-10.80993371],[7.57045829],[-6.10188319]
47,[-2.60060801],[0.87934635],[-2.92707884]
48,[-2.68976169],[0.87363619],[-2.8435442]
49,[-4.64491534],[4.82351621],[-7.85957402]
50,[-2.90213673],[0.87798432],[-3.18092769]
51,[-9.62674493],[7.16541539],[-7.35643015]
52,[-10.32492729],[7.42684804],[-7.94487763]
53,[-2.74755979],[0.8482349],[-3.02026984]
54,[-6.58003002],[4.12923527],[-4.99942096]
55,[-2.64896052],[0.93999241],[-2.80455786]
56,[-6.75233787],[3.86033039],[-3.66519524]
57,[-2.54923497],[1.02285747],[-2.43986743]
58,[-2.5388283],[1.05149517],[-2.93367696]
59,[-7.4477283],[4.45919945],[-3.42371112]
60,[-9.24429535],[6.93305836],[-7.46015769]
61,[-9.91174212],[7.35005035],[-9.23579412]
62,[-2.3962895],[1.01253794],[-3.11654465]
63,[-9.65582827],[6.43630482],[-7.09850969]
64,[-8.07719207],[5.94855057],[-7.88167435]
65,[-2.52593684],[0.99873714],[-2.49489275]
66,[-2.48684712],[0.99166295],[-2.66317078]
67,[-2.32196992],[0.97360622],[-2.63104185]
68,[-9.64366756],[7.13554454],[-9.42048249]
69,[-2.27526648],[0.97878315],[-2.62181318]
70,[-8.36445916],[4.67833484],[-4.5339949]
71,[-2.17132804],[0.99354743],[-2.51920583]
72,[-2.12756561],[0.97593074],[-2.40034055]
73,[-2.63065924],[0.96828735],[-3.43584079]
74,[-7.70172858],[4.3435502],[-5.58161815]
75,[-2.24150003],[0.96512976],[-2.64437015]
76,[-2.06857694],[0.95417364],[-2.33643182]
77,[-8.77949067],[7.1452144],[-9.60109923]
78,[-10.16129795],[6.58749198],[-8.3655183]
79,[-2.03609428],[0.94825395],[-2.55965272]
80,[-9.56352644],[6.21456563],[-9.06644007]
81,[-5.8534862],[3.01413572],[-3.57555486]
82,[-9.11075348],[7.06612993],[-11.83274326]
83,[-5.91299985],[2.17033002],[-2.76836604]
84,[-3.01037948],[2.19284775],[-5.23142754]
85,[-2.41496286],[0.92977775],[-2.57891508]
86,[-5.78151331],[2.25535839],[-3.52573722]
87,[-9.40918113],[6.89762554],[-11.20452027]
88,[-6.23534372],[3.195464],[-5.55284262]
89,[-0.85728448],[0.04342005],[-2.56643095]
90,[-8.78258419],[6.92673422],[-12.25421792]
91,[-8.78639512],[5.39410092],[-8.24384241]
92,[-4.39250768],[1.9114214],[-4.18819857]
93,[-1.28240776],[0.05080452],[-2.8196161]
94,[-2.63474812],[0.88748635],[-3.19657248]
95,[-1.12014531],[0.03067444],[-2.78519144]
