,Mean,Variance,Predictive model
0,[0.42276113],[0.27503949],[0.00725506]
1,[0.88442016],[0.19504593],[0.00905494]
2,[0.46212442],[0.30830311],[0.01641829]
3,[0.81923663],[0.21136043],[0.01322262]
4,[0.78275864],[0.26220048],[0.0221054]
5,[0.7355024],[0.23544695],[0.02861652]
6,[0.88968932],[0.1787193],[0.02951465]
7,[1.21292789],[0.23572045],[0.02025178]
8,[1.21383216],[0.24989793],[0.06006102]
9,[1.31404834],[0.27643432],[0.07774753]
10,[1.29357427],[0.26253923],[0.07530174]
11,[1.34752695],[0.32044546],[0.05912181]
12,[1.39684928],[0.27217063],[0.08264537]
13,[1.24952704],[0.28210544],[0.12151297]
14,[1.44466788],[0.30682737],[0.13911533]
15,[2.40388878],[0.32937251],[0.12094105]
16,[2.17670214],[0.39511003],[0.19308975]
17,[2.40333493],[0.31208359],[0.33988731]
18,[2.42174765],[0.32147289],[0.31370129]
19,[2.49701162],[0.26945367],[0.32239741]
20,[2.41187815],[0.32994363],[0.55468392]
21,[2.31875851],[0.26573993],[0.51727394]
22,[2.46100818],[0.21151771],[0.56514477]
23,[2.55211377],[0.12096569],[0.71880001]
24,[1.02923736],[0.81268518],[0.71663702]
25,[0.89363611],[0.8688982],[0.63312553]
26,[0.7920278],[0.86154697],[0.62196661]
27,[2.33849053],[0.21061769],[0.75275703]
28,[2.27968006],[0.22074907],[1.04490461]
29,[2.10377471],[0.29933735],[1.0906553]
30,[2.52388691],[0.20951664],[0.90797016]
31,[0.6138389],[0.81900218],[1.04973175]
32,[2.80623916],[0.10456216],[1.22773057]
33,[2.71498522],[0.10876663],[1.02042492]
34,[3.01276873],[0.11258946],[1.29063344]
35,[3.15524169],[0.16592176],[1.6000708]
36,[2.86521772],[0.10656565],[1.82107949]
37,[2.66562792],[0.13361499],[2.046178]
38,[2.5456237],[0.17212292],[2.10007435]
39,[2.93289458],[0.0611387],[1.96066418]
40,[3.12628717],[0.05737325],[2.25709058]
41,[2.48738231],[0.16693748],[2.18468002]
42,[3.04853839],[0.06887082],[2.09170234]
43,[2.6306848],[0.14040946],[2.71406843]
44,[2.90385225],[0.07359577],[2.69201781]
45,[2.94503158],[0.07772371],[2.82158593]
46,[2.40691873],[0.11717002],[2.7744414]
47,[2.4277581],[0.09388725],[2.78836667]
48,[2.97754085],[0.04463782],[2.68119444]
49,[3.00857078],[0.05226095],[2.70451217]
50,[2.86577504],[0.04987089],[2.46607175]
51,[2.82782875],[0.0785297],[2.46977733]
52,[3.17156743],[0.05716839],[2.55592325]
53,[2.5160238],[0.1101052],[2.64816969]
54,[2.91364491],[0.03276869],[2.85298207]
55,[3.31102031],[0.01690677],[2.89974627]
56,[2.69824124],[0.04900187],[2.7944418]
57,[2.90489756],[0.04668133],[2.85093463]
58,[3.31049694],[0.01205403],[2.95977606]
59,[2.68877137],[0.06625685],[2.6918086]
60,[2.60552215],[0.07681012],[2.73449238]
61,[3.31895861],[0.00611555],[2.98392819]
62,[2.70799734],[0.04085835],[2.78067534]
63,[3.09355126],[0.01469597],[2.86198305]
64,[3.31612625],[0.00520359],[3.02146842]
65,[0.74665474],[1.04147956],[2.21279901]
66,[3.31138687],[0.00774395],[3.02225579]
67,[3.31824884],[0.00483057],[3.0030183]
68,[2.68368446],[0.05332394],[2.7017587]
69,[3.31373248],[0.00611847],[2.95981933]
70,[3.29153393],[0.00642663],[2.98070941]
71,[3.30585318],[0.00658956],[3.05519925]
72,[2.92841003],[0.01555922],[2.72427493]
73,[3.06359549],[0.02416585],[2.91107072]
74,[3.31831284],[0.00516483],[3.09427553]
75,[3.31947552],[0.00426908],[3.1374676]
76,[3.31059959],[0.00535304],[3.0964578]
77,[2.62580306],[0.0534191],[2.91361798]
78,[3.31750104],[0.00436658],[3.189856]
79,[3.29476756],[0.0065245],[3.13615776]
80,[3.3003768],[0.00587044],[3.14305661]
81,[3.01737422],[0.02559494],[3.05050168]
82,[2.99879553],[0.01710656],[2.74968824]
83,[2.42570401],[0.04535787],[2.76358591]
84,[2.37100108],[0.0645046],[2.94962743]
85,[3.26814018],[0.00786765],[3.10931615]
86,[2.94100614],[0.01557638],[2.79610911]
87,[2.92737917],[0.02284991],[2.89779309]
88,[3.00357677],[0.01607257],[3.01366127]
89,[3.30807089],[0.00475025],[3.13253034]
90,[3.29028067],[0.00546882],[3.0463226]
91,[3.12588014],[0.00941021],[2.98307534]
92,[2.81055613],[0.01511129],[2.95014715]
93,[2.91157778],[0.02497227],[2.743245]
94,[2.44497356],[0.04634854],[2.6684543]
95,[3.30688314],[0.00528235],[3.12353993]
