,Mean,Variance,Predictive model
0,[-167.04457709],[169.14503796],[0.00331879]
1,[-148.56389134],[165.07814073],[-2.90800285]
2,[-96.77069677],[156.11306572],[-2.11314435]
3,[-76.93825409],[153.974062],[-2.97511965]
4,[-149.02447971],[172.96707901],[-0.01697927]
5,[32.2582534],[184.58347204],[8.40093884]
6,[148.73505834],[173.19576503],[0.]
7,[-36.16904949],[198.31698744],[0.]
8,[-69.26442305],[202.30186377],[-0.]
9,[-20.87328628],[193.89012627],[0.]
10,[79.77107402],[184.0997538],[-0.]
11,[214.50721751],[101.25039827],[0.]
12,[185.80885589],[122.9952299],[-0.]
13,[140.72838706],[149.9055207],[-0.]
14,[135.29313138],[159.54928825],[0.]
15,[143.59763903],[159.46439786],[0.]
16,[141.8499877],[171.70865721],[0.]
17,[522.78709189],[137.66663886],[0.]
18,[504.23129664],[105.00296518],[0.]
19,[238.72316774],[236.17434424],[0.]
20,[466.46516921],[225.01835204],[0.]
21,[473.0203952],[254.12932504],[0.]
22,[632.14515273],[182.46368904],[0.]
23,[474.70908887],[264.0823597],[0.]
24,[438.02266391],[290.7999316],[0.]
25,[677.82057391],[230.6642049],[0.]
26,[442.08197708],[283.62296759],[0.]
27,[147.36202463],[371.57990663],[0.]
28,[523.93731546],[307.94585584],[-0.]
29,[502.50493235],[301.25814601],[0.]
30,[369.23963902],[338.59268966],[0.]
31,[316.77637163],[334.71518625],[0.]
32,[179.37604036],[371.72771075],[-0.]
33,[166.16281746],[380.36646076],[-0.]
34,[171.7712504],[364.62254361],[0.]
35,[450.88519706],[330.50374917],[-0.]
36,[499.14707043],[306.65359938],[0.]
37,[410.132705],[279.61434205],[-0.]
38,[552.37036632],[220.1664442],[0.]
39,[805.27529832],[151.60603361],[0.]
40,[204.31062877],[366.55372774],[0.]
41,[375.0487701],[336.30831834],[0.]
42,[508.51681858],[318.73416836],[0.]
43,[446.40767234],[329.83666871],[0.]
44,[313.82115677],[350.29749967],[0.]
45,[219.18556506],[367.32339121],[-0.]
46,[213.99976844],[365.20984124],[-0.]
47,[208.63687448],[363.99185254],[0.]
48,[221.86451499],[358.11546576],[-0.]
49,[275.82251199],[343.10685833],[0.]
50,[275.42665547],[342.99228657],[0.]
51,[278.54207598],[340.28851693],[0.]
52,[741.15521562],[150.65118263],[0.]
53,[212.1482448],[359.32025292],[-0.]
54,[195.95280117],[375.53747559],[-0.]
55,[183.5031272],[376.7547312],[-0.]
56,[166.14811064],[389.54220768],[0.]
57,[511.29090991],[331.29893045],[0.]
58,[515.02169512],[325.91577441],[0.]
59,[556.16792779],[294.49181366],[0.]
60,[216.84976795],[378.58902957],[0.]
61,[330.35945037],[331.18347402],[0.]
62,[206.44186145],[375.36182208],[0.]
63,[459.18505857],[330.71331558],[-0.]
64,[530.61978906],[274.96485358],[0.]
65,[547.57271035],[267.4443317],[0.]
66,[188.35609974],[388.24594153],[-0.]
67,[185.39007871],[385.82979373],[0.]
68,[541.81724589],[245.31943055],[0.]
69,[180.82589893],[384.47741079],[-0.]
70,[177.2971079],[383.18686636],[-0.]
71,[166.44985159],[380.33124763],[-0.]
72,[185.75851046],[369.48002001],[0.]
73,[155.29832993],[378.65678559],[-0.]
74,[501.01316255],[269.67541777],[0.]
75,[148.42725951],[378.77762729],[-0.]
76,[501.45060857],[271.7948275],[0.]
77,[501.45115553],[271.79487345],[0.]
78,[115.59562723],[390.76983936],[-0.]
79,[317.65812766],[309.14376794],[0.]
80,[517.32486551],[270.46877342],[0.]
81,[536.88568626],[238.79089816],[0.]
82,[108.22345652],[395.79375996],[-0.]
83,[124.17714278],[385.85487537],[0.]
84,[539.32647465],[266.63323863],[0.]
85,[539.32991387],[266.63543328],[0.]
86,[539.32648715],[266.6332458],[0.]
87,[539.32429074],[266.62779534],[0.]
88,[539.32647524],[266.63324291],[0.]
89,[109.53476345],[385.99925694],[-0.]
90,[100.21523869],[387.14563767],[-0.]
91,[490.42210001],[234.34509128],[0.]
92,[370.61320897],[289.3635788],[0.]
93,[96.80594578],[383.61634473],[-0.]
94,[99.21560028],[378.54129442],[-0.]
95,[679.42565632],[150.179297],[0.]
