,Mean,Variance,Predictive model
0,[106.33273219],[122.55607987],[0.68239139]
1,[-12.47213493],[159.96582605],[-0.87363717]
2,[67.26555894],[160.8011496],[2.45500656]
3,[56.16106355],[166.25104306],[2.79862403]
4,[28.85811754],[171.23703885],[0.40988226]
5,[-68.50396719],[177.04958374],[-1.51986673]
6,[203.06698584],[60.92377413],[8.59698775]
7,[79.18186751],[175.0905212],[-1.52528635]
8,[176.359197],[107.80910989],[6.08990326]
9,[109.56008673],[159.79995787],[10.31844173]
10,[230.81250296],[55.47419373],[19.06062138]
11,[9.39896678],[188.71631515],[-5.35981558]
12,[7.37700261],[185.56379566],[27.967156]
13,[9.48596763],[183.50540088],[12.79083695]
14,[12.23265176],[184.13197849],[36.44937367]
15,[109.07058169],[146.19607008],[38.97976468]
16,[239.66307016],[44.87936915],[44.80226961]
17,[194.8582609],[145.64647005],[33.43206814]
18,[46.12166054],[185.45473226],[49.06924534]
19,[34.17665739],[182.21029464],[-9.50539841]
20,[635.41862683],[128.03611361],[87.36640597]
21,[756.21119375],[76.9516877],[128.49931323]
22,[805.82903298],[6.57602311],[221.18989522]
23,[675.77944919],[100.85703812],[0.]
24,[137.27153322],[295.67415057],[-0.]
25,[107.5997739],[295.8439559],[0.]
26,[35.07574111],[322.43956082],[-0.]
27,[817.53145966],[18.31611642],[0.]
28,[818.82967165],[17.52152709],[0.]
29,[188.41058491],[296.44602905],[0.]
30,[78.70298837],[317.80977329],[0.]
31,[37.52135901],[330.56014504],[-0.]
32,[819.93063618],[13.60259431],[0.]
33,[73.91695584],[316.54381318],[0.]
34,[644.31361919],[202.66151488],[-0.]
35,[643.94855313],[237.17318731],[0.]
36,[775.26549285],[164.91732408],[0.]
37,[290.13307684],[298.61874847],[0.]
38,[792.47503528],[122.81212654],[0.]
39,[104.23653295],[363.23515972],[-0.]
40,[125.60832913],[356.33522579],[0.]
41,[112.50688389],[355.17992692],[-0.]
42,[86.01272714],[371.39479888],[-0.]
43,[89.77378747],[369.51564363],[0.]
44,[526.50981727],[286.03913248],[0.]
45,[606.48853658],[278.26956505],[0.]
46,[505.98249771],[244.34316756],[0.]
47,[106.76467079],[385.88241477],[-0.]
48,[70.30806646],[388.15853667],[-0.]
49,[562.62483291],[196.22156978],[0.]
50,[80.63703531],[382.79463647],[0.]
51,[494.97581635],[306.58297542],[0.]
52,[591.26087851],[253.1769409],[0.]
53,[114.55151424],[380.56395978],[-0.]
54,[63.40377525],[395.90216984],[-0.]
55,[161.46078324],[347.18952106],[0.]
56,[157.05819752],[361.9153584],[0.]
57,[516.02509684],[290.37446552],[0.]
58,[563.52314995],[238.3215717],[-0.]
59,[81.41496796],[392.88710909],[-0.]
60,[431.66265032],[250.51038613],[0.]
61,[634.0940019],[195.52564482],[0.]
62,[121.52929001],[389.78985479],[-0.]
63,[127.56656795],[382.9202143],[0.]
64,[436.88325401],[261.11158398],[0.]
65,[109.37892295],[388.79983396],[-0.]
66,[210.13663829],[339.38016514],[0.]
67,[85.39757032],[388.27985059],[-0.]
68,[404.68072749],[257.19750643],[0.]
69,[72.74653733],[383.18853265],[-0.]
70,[582.27484437],[183.04335899],[0.]
71,[59.12802484],[382.26920077],[-0.]
72,[537.42943361],[197.54760662],[0.]
73,[123.1477425],[355.58343181],[-0.]
74,[122.64237789],[352.06314444],[-0.]
75,[107.45164617],[355.35040196],[0.]
76,[219.80157382],[320.02642388],[0.]
77,[651.59919498],[140.17288846],[0.]
78,[22.43565767],[374.71448753],[-0.]
79,[586.35876369],[140.89141664],[0.]
80,[668.18077151],[111.48484094],[0.]
81,[-10.08054312],[365.73518456],[-0.]
82,[826.2500233],[44.50874569],[0.]
83,[694.12940148],[87.73700162],[0.]
84,[-4.72189837],[355.99114658],[-0.]
85,[818.04117912],[35.51010088],[0.]
86,[19.20407093],[342.18567277],[0.]
87,[827.92195118],[28.37993243],[0.]
88,[284.98272012],[235.24208727],[0.]
89,[750.29389744],[45.3242165],[0.]
90,[735.73686653],[48.27379228],[0.]
91,[838.97286961],[6.60409715],[0.]
92,[793.21603892],[25.97447193],[0.]
93,[819.27614993],[21.32931561],[0.]
94,[828.44866908],[10.3334674],[0.]
95,[806.59611642],[15.88791184],[0.]
