,Mean,Variance,Predictive model
0,[0.65742951],[0.20023916],[0.00626037]
1,[0.60579527],[0.19648152],[0.00409295]
2,[0.70019901],[0.17199581],[0.00788478]
3,[0.70092832],[0.1712809],[0.01253458]
4,[0.67563708],[0.17728361],[0.01621916]
5,[1.24079287],[0.26740014],[0.02054242]
6,[1.27347572],[0.24605846],[0.03828269]
7,[1.65027135],[0.33816556],[0.03720263]
8,[1.80403828],[0.19110143],[0.07986348]
9,[1.49284305],[0.34146472],[0.09327938]
10,[1.51098148],[0.30737474],[0.08830342]
11,[1.72885976],[0.23935198],[0.11549361]
12,[1.70050334],[0.27390201],[0.12092793]
13,[1.60087151],[0.28199545],[0.08900851]
14,[2.46216623],[0.38876187],[0.20532284]
15,[2.48052692],[0.37075587],[0.21079522]
16,[2.38364373],[0.40417742],[0.1994949]
17,[1.8681399],[0.39463919],[0.41981559]
18,[2.78291952],[0.3174206],[0.33032243]
19,[2.16522949],[0.44587441],[0.42247383]
20,[2.49363461],[0.42122111],[0.44450969]
21,[2.5140006],[0.29657512],[0.42580734]
22,[2.91408095],[0.3542809],[0.47689204]
23,[2.72741612],[0.16634412],[0.54363255]
24,[2.26510993],[0.24137268],[0.76913299]
25,[2.39179482],[0.24032182],[0.77984063]
26,[3.06818612],[0.1724443],[0.62711973]
27,[1.99962031],[0.43672769],[0.65062172]
28,[1.9459652],[0.39955562],[0.81371875]
29,[2.26438129],[0.22947169],[0.89033208]
30,[0.73571724],[0.92528497],[0.69804746]
31,[2.34411545],[0.19278097],[1.06151926]
32,[2.67147032],[0.12995525],[1.19933833]
33,[2.27364625],[0.1981793],[1.18807746]
34,[2.60591521],[0.13330388],[1.34249987]
35,[1.79610271],[0.29344287],[1.54813116]
36,[2.6573658],[0.12581596],[1.44936643]
37,[2.39066567],[0.22841502],[1.46178114]
38,[2.86873671],[0.06204288],[1.32698058]
39,[2.66186383],[0.14460064],[1.6923607]
40,[2.86409157],[0.04218612],[1.8803241]
41,[2.94538205],[0.0842926],[2.24608327]
42,[2.91834279],[0.03956374],[2.08745083]
43,[2.51359079],[0.11027349],[2.23090865]
44,[2.23904364],[0.14815394],[2.25111427]
45,[2.92247759],[0.06316266],[2.44717869]
46,[2.41142309],[0.09196215],[2.45700333]
47,[2.86479641],[0.04874421],[2.62353807]
48,[2.77865956],[0.04034633],[2.46121815]
49,[2.63365311],[0.05336137],[2.52885744]
50,[2.9646771],[0.02088642],[2.56138737]
51,[2.72134071],[0.03231178],[2.71345162]
52,[2.73206448],[0.03431988],[2.66728313]
53,[2.72619612],[0.05158417],[2.6360344]
54,[2.60355226],[0.07595056],[2.66961592]
55,[2.79587834],[0.03925834],[2.65707507]
56,[2.87489321],[0.04098209],[2.2516631]
57,[2.91976099],[0.05032248],[2.48568238]
58,[2.94460144],[0.02806199],[2.66620303]
59,[2.4755876],[0.06733074],[2.72216627]
60,[2.72806562],[0.05723557],[2.7092019]
61,[2.87104374],[0.04222385],[2.51454135]
62,[2.31288276],[0.0791345],[2.7239048]
63,[2.76220299],[0.02731559],[2.6797026]
64,[3.01123605],[0.03058076],[2.35259983]
65,[2.89295883],[0.01256078],[2.74370578]
66,[2.94802816],[0.02324554],[2.64993992]
67,[3.26268842],[0.02601032],[2.77497292]
68,[2.88878264],[0.01602172],[2.64621105]
69,[2.60404105],[0.06562837],[2.5431279]
70,[2.48694633],[0.05324931],[2.68861827]
71,[2.69207413],[0.0443808],[2.43367003]
72,[2.92467665],[0.01963434],[2.73755177]
73,[2.59361181],[0.02586718],[2.71396991]
74,[3.28503721],[0.01879656],[2.63568148]
75,[2.38701891],[0.05449511],[2.67991244]
76,[2.75320668],[0.02831779],[2.75125045]
77,[2.41942825],[0.04183409],[2.457203]
78,[2.27728984],[0.07239065],[2.69696977]
79,[2.65860764],[0.0261336],[2.70119107]
80,[2.98207157],[0.02962079],[2.22205111]
81,[3.0479556],[0.0142319],[2.24040237]
82,[2.8352502],[0.02382719],[2.72887494]
83,[2.51869574],[0.02528013],[2.595526]
84,[2.43568342],[0.03723735],[2.7401535]
85,[2.51326785],[0.04312591],[2.75671525]
86,[3.29214009],[0.00996675],[2.56622263]
87,[2.83985158],[0.02564819],[2.71324081]
88,[2.40756005],[0.04193599],[2.78492303]
89,[3.03579263],[0.03059618],[2.70301082]
90,[2.99725444],[0.01613563],[2.73162374]
91,[3.31565868],[0.00809733],[2.7922703]
92,[3.05995759],[0.01392756],[2.76653226]
93,[3.31830271],[0.00453648],[2.84847157]
94,[2.4751022],[0.05626657],[2.7287708]
95,[2.35622051],[0.05065396],[2.73810184]
