,Mean,Variance,Predictive model
0,[-3145.89692134],[5445.67329045],[-4.35217788]
1,[-3684.85674338],[5498.35158332],[-149.24578393]
2,[-7658.71017182],[5703.58641342],[-25.05186675]
3,[-4461.12412169],[8693.94048838],[-124.53052073]
4,[27876.56330649],[21786.00204004],[-71.0226694]
5,[-29142.33971574],[67512.86393527],[-2309.39248409]
6,[-2159.11417506],[56332.59331382],[-2415.59277854]
7,[15866.11038766],[27988.72936979],[-360.29275991]
8,[-19863.23841474],[41581.32503726],[-4818.53751327]
9,[-64955.41252197],[95213.50481973],[-17991.70994894]
10,[14472.22540887],[53751.86086565],[-103.84614828]
11,[-49065.04648261],[67322.2955918],[-6251.22557686]
12,[-11546.23992751],[41673.27488521],[-118.24395124]
13,[3341.79578912],[33983.66918676],[-1765.06509656]
14,[-45327.13779855],[48810.94728478],[-1988.53820368]
15,[13700.00194191],[24662.40711811],[-259.26531628]
16,[-19333.30674777],[33915.04802033],[-5921.52635421]
17,[7302.30327905],[18804.37589171],[-241.26237571]
18,[-424.43482834],[21072.20428354],[-266.58772465]
19,[-30251.37317228],[31136.48011285],[-258.74888143]
20,[-7636.56253379],[19772.81815017],[-306.44223915]
21,[-5239.27612463],[18066.98600723],[-439.68462079]
22,[-193.22874834],[15271.45868882],[-312.57680464]
23,[2939.08138772],[13383.47600282],[-1604.82655133]
24,[-13513.6524165],[17752.87211323],[-397.29875259]
25,[2835.53804838],[9976.48147987],[-599.62259953]
26,[-2667.34952197],[11829.18718305],[-591.01161092]
27,[9525.18224371],[6926.44290944],[-672.95015998]
28,[5980.46709389],[9113.07521949],[-1648.60415507]
29,[-2736.25787922],[13936.70602378],[-6506.08224247]
30,[-4017.6995675],[11032.07588517],[-663.0428716]
31,[-10671.41824609],[13327.55173971],[-1095.91318507]
32,[3260.79120067],[7700.50726382],[-820.24337357]
33,[1427.1133427],[7744.63234822],[-880.79553247]
34,[1709.32841608],[7444.53947156],[-938.69503823]
35,[-5242.24187937],[9451.45775396],[-949.15890417]
36,[-15737.08243443],[13023.4478695],[-2085.16689522]
37,[1005.40052305],[6001.51730516],[-960.54104654]
38,[2577.82695229],[5221.42194966],[-910.27207754]
39,[5400.3429502],[4136.71314263],[-1187.66864832]
40,[859.49534289],[6137.49988533],[-1383.57271115]
41,[4928.3599118],[4294.21485004],[-1373.95572351]
42,[-18780.86843417],[13545.27270973],[-1290.76206286]
43,[60.67078728],[5537.33844865],[-1074.89005403]
44,[-1740.47082134],[6307.65495539],[-1529.95042825]
45,[702.48415886],[4450.73182932],[-1328.01271946]
46,[-1789.98800492],[5223.25377048],[-1884.0799368]
47,[156.21815013],[4172.92204637],[-1439.7678407]
48,[120.39023647],[4062.88369832],[-1574.21420527]
49,[250.37187705],[3994.00687799],[-1658.63693297]
50,[-865.37303788],[4103.538617],[-1100.20768303]
51,[540.83079877],[3353.91058224],[-1205.45973631]
52,[-376.40068607],[3636.67999732],[-1257.82095344]
53,[-537.89499309],[3524.2160564],[-1191.84917581]
54,[-198.06824925],[3364.12946424],[-1335.80972945]
55,[48.16602115],[3205.68270152],[-1234.88144288]
56,[-162.86687926],[2981.56259072],[-1146.90732128]
57,[-108.53846966],[3015.97551193],[-1400.61504146]
58,[854.68075215],[2788.88844893],[-1807.91003348]
59,[-266.6396362],[2990.43852779],[-1330.17346397]
60,[-419.6830019],[2648.3295287],[-1195.30429439]
61,[-1338.92545719],[2922.60591307],[-1115.6336306]
62,[-1834.70547505],[3288.24390213],[-1438.60643843]
63,[-443.65669243],[2370.31990164],[-1046.28623568]
64,[21.08921231],[2178.34505796],[-1282.94341697]
65,[90.93362881],[2069.13931328],[-1230.44234888]
66,[-230.43242343],[2136.19554654],[-1262.02342206]
67,[-100.44992064],[1961.55003641],[-1148.27653921]
68,[167.34579116],[1802.76408002],[-1289.19285368]
69,[-217.30663355],[1883.22006233],[-1295.99706266]
70,[-195.13561304],[1747.10034981],[-1047.26463899]
71,[-399.99802367],[2047.26849159],[-1708.4931482]
72,[249.99158415],[1515.92420396],[-1166.2142657]
73,[-762.09054969],[1849.38833282],[-954.60807156]
74,[-541.30160006],[1729.2758952],[-1024.77521458]
75,[-936.29611335],[1884.38959219],[-1172.05670335]
76,[-593.42881148],[2478.45599184],[-2882.18788424]
77,[97.63056851],[1366.43118379],[-1038.85741093]
78,[-883.13581697],[1738.0574202],[-1098.49752157]
79,[-660.0165347],[1536.12225108],[-932.66429033]
80,[636.21724357],[1044.25475544],[-1159.53070114]
81,[-3310.50665708],[2473.65054907],[-1074.85308263]
82,[-891.36738639],[1559.16293078],[-1206.83213547]
83,[718.15321351],[997.41713553],[-1334.66038942]
84,[-1009.56404324],[1609.54904968],[-939.10918569]
85,[-2101.13326171],[2103.38484633],[-1345.00696667]
86,[-103.09577994],[1137.53556811],[-1038.29668029]
87,[66.68190173],[1027.87251812],[-1099.32726217]
88,[170.64953969],[917.76533551],[-1021.59589689]
89,[-496.11638939],[1150.43624284],[-1061.60347368]
90,[-213.75074162],[956.29278187],[-962.40874558]
91,[7.57569685],[853.60444262],[-1009.63819972]
92,[-347.16665127],[968.86501206],[-876.00408421]
93,[-499.46588638],[982.31620705],[-935.61793954]
94,[-208.09417558],[903.70994465],[-990.00647501]
95,[-69.22602145],[745.71655906],[-889.00553623]
