,Mean,Variance,Predictive model
0,[0.22958552],[0.07681277],[0.00129661]
1,[0.16486874],[0.19563728],[0.00679803]
2,[0.149889],[0.19236352],[0.00860786]
3,[0.34537813],[0.17384016],[0.00247168]
4,[0.55038304],[0.11716551],[0.01344997]
5,[0.13828464],[0.17468437],[0.01877744]
6,[0.13845486],[0.16876588],[0.02112821]
7,[0.1492449],[0.16866465],[0.02468856]
8,[1.55084077],[0.24524208],[0.01161271]
9,[0.24942002],[0.41704617],[0.10645562]
10,[0.24130776],[0.40737943],[0.10322087]
11,[1.60647939],[0.19869993],[0.07556129]
12,[0.25745757],[0.39510371],[0.10733997]
13,[0.246292],[0.38936536],[0.15368681]
14,[1.70225886],[0.15293549],[0.13893082]
15,[1.57107908],[0.20763993],[0.0328759]
16,[0.24848259],[0.38335134],[0.1967103]
17,[1.72039847],[0.1342484],[0.08606092]
18,[1.38372517],[0.33388722],[0.11647417]
19,[1.91909427],[0.13290388],[0.15708769]
20,[1.31841628],[0.35319534],[0.29253613]
21,[2.00947955],[0.20658432],[0.2297141]
22,[2.47076679],[0.16715164],[0.48136202]
23,[2.56105008],[0.08847464],[0.65763517]
24,[2.42537368],[0.25688804],[0.23766019]
25,[2.55970512],[0.17590173],[0.21540811]
26,[2.61036409],[0.13233358],[0.57006774]
27,[2.35200659],[0.17089615],[0.71680382]
28,[2.64583756],[0.09049788],[0.83323074]
29,[2.6923716],[0.05443919],[0.97912134]
30,[1.99974134],[0.23076966],[1.13675613]
31,[2.89380684],[0.07808392],[1.29450433]
32,[2.87708871],[0.06151352],[0.96708433]
33,[2.76947183],[0.07452567],[1.1857191]
34,[2.58664512],[0.10654574],[1.0898422]
35,[2.6140133],[0.05104622],[1.16997598]
36,[3.05915536],[0.02504873],[1.618489]
37,[2.8591691],[0.02832116],[1.05800291]
38,[2.87238595],[0.02780703],[2.0550264]
39,[2.97478926],[0.0456071],[1.77234748]
40,[2.716648],[0.09376239],[1.82153081]
41,[2.99501618],[0.02034528],[2.32731208]
42,[2.89453834],[0.03058175],[2.29257968]
43,[2.8600637],[0.02523497],[2.38232901]
44,[3.01283757],[0.03167847],[2.57886661]
45,[2.71675514],[0.06347752],[2.68013073]
46,[2.77180121],[0.02495416],[2.4587834]
47,[2.93391684],[0.01248268],[2.81578188]
48,[3.02530787],[0.02843776],[2.80072637]
49,[2.74582638],[0.03413589],[2.70585119]
50,[3.00727203],[0.01421457],[2.83631521]
51,[2.97230773],[0.01231558],[2.74193595]
52,[2.8028449],[0.03885783],[2.68190462]
53,[2.88801617],[0.04494197],[2.54077485]
54,[2.9906656],[0.02851198],[2.75749523]
55,[2.8387926],[0.02379679],[2.83614787]
56,[3.18404625],[0.02436138],[2.9035832]
57,[2.92860298],[0.03239591],[2.73890685]
58,[2.89294792],[0.02709181],[2.78457139]
59,[2.94856782],[0.01919153],[2.71084436]
60,[2.98170218],[0.01783559],[2.88221472]
61,[3.02484603],[0.03398589],[2.89728062]
62,[2.84080555],[0.017629],[2.77764559]
63,[2.9031538],[0.01374577],[2.88938343]
64,[2.93070597],[0.02443861],[2.77281941]
65,[2.92852668],[0.01546536],[2.88634588]
66,[3.10899853],[0.00950892],[2.92560734]
67,[2.92293011],[0.00814809],[2.88682602]
68,[2.85420821],[0.00932106],[2.88295933]
69,[3.17373106],[0.00853144],[2.90514358]
70,[2.98676213],[0.01104757],[2.91437962]
71,[3.01550708],[0.01315618],[2.94787248]
72,[3.10270513],[0.00769946],[2.93057501]
73,[3.02050366],[0.00967884],[2.93435663]
74,[2.91198248],[0.02902607],[2.98375017]
75,[3.06818086],[0.01253626],[2.9195148]
76,[3.15233996],[0.00847276],[2.97481691]
77,[3.07644009],[0.00802355],[2.912968]
78,[3.07032726],[0.00986519],[2.94374993]
79,[2.9714215],[0.00904629],[2.95188744]
80,[3.17426276],[0.00538836],[2.95845542]
81,[3.1142],[0.00940416],[2.97872208]
82,[2.9911289],[0.01071808],[2.9746383]
83,[3.19462962],[0.00551842],[2.99514191]
84,[3.04811389],[0.00994954],[2.98820341]
85,[3.1388232],[0.00538159],[2.95334002]
86,[3.02163645],[0.00732113],[2.97820874]
87,[2.97147538],[0.00885058],[2.96547375]
88,[2.76341155],[0.02967707],[2.98017101]
89,[2.82695966],[0.01246691],[2.88721109]
90,[2.99227504],[0.00747067],[2.89508043]
91,[3.16320977],[0.00482971],[2.99053504]
92,[3.15894615],[0.00568742],[3.00992608]
93,[3.08057146],[0.00706426],[3.00086232]
94,[2.96822011],[0.01701321],[2.95616415]
95,[3.0494392],[0.00545442],[2.9539316]
