,Mean,Variance,Predictive model
0,[-11.66254003],[1.69285708],[-0.11812917]
1,[-5.80037101],[2.9809301],[-0.11522288]
2,[-15.7426561],[6.41576571],[-0.23861775]
3,[-3.17648234],[0.5701416],[-0.19819557]
4,[-3.7527203],[0.8017817],[-0.2108256]
5,[-15.19785338],[6.7461006],[-0.3373002]
6,[-15.20215742],[6.63513679],[-0.8624317]
7,[-15.81861512],[6.62255135],[-0.77015089]
8,[-16.31375242],[6.56371583],[-0.75038813]
9,[-7.21009619],[2.98270271],[-0.72987924]
10,[-15.28609504],[6.01164757],[-1.01694422]
11,[-4.21949449],[1.42046983],[-0.91981811]
12,[-15.64518389],[6.64509463],[-2.33489076]
13,[-15.99290097],[6.61372156],[-2.64982191]
14,[-16.87419121],[6.53269935],[-1.83456007]
15,[-16.40476781],[6.55667199],[-3.36083405]
16,[-3.61490069],[0.54641478],[-0.79379916]
17,[-16.17016437],[6.85088469],[-3.85727265]
18,[-16.42535425],[6.81165523],[-4.06314604]
19,[-17.43640852],[6.46053255],[-2.75837377]
20,[-3.16883565],[0.43541977],[-1.43975069]
21,[-3.09709912],[0.22276343],[-1.76413263]
22,[-2.85562531],[0.16303168],[-1.22608318]
23,[-16.02989697],[6.96843085],[-4.5603256]
24,[-2.79864731],[0.61209114],[-1.92305997]
25,[-3.17606109],[0.59813714],[-1.41009104]
26,[-15.96693944],[7.31010992],[-5.94790689]
27,[-2.98382346],[0.53424942],[-1.42459102]
28,[-2.8503037],[0.66404194],[-1.46427169]
29,[-2.69443277],[0.81538951],[-1.64632642]
30,[-2.85445664],[0.84325363],[-1.47408271]
31,[-2.77472091],[0.81998255],[-1.6367726]
32,[-11.02435228],[7.16822425],[-4.13493676]
33,[-13.38068327],[7.95678118],[-5.78539832]
34,[-13.03254533],[7.9935669],[-5.10733865]
35,[-2.85868614],[0.89546156],[-2.00559475]
36,[-2.76721177],[0.86358099],[-1.93050089]
37,[-2.75560435],[0.99134182],[-2.03183867]
38,[-2.67889702],[0.97666442],[-2.01618261]
39,[-8.14974145],[5.35768298],[-3.63094273]
40,[-7.62318457],[6.80986935],[-4.69567893]
41,[-8.38090183],[6.81046406],[-4.47782052]
42,[-7.50963932],[5.10763237],[-4.90979178]
43,[-2.63263581],[0.97358504],[-2.89397494]
44,[-10.35378589],[7.75661658],[-7.3901667]
45,[-9.93748006],[7.22689532],[-6.44108974]
46,[-2.68907759],[0.91594543],[-3.30871419]
47,[-9.14310994],[7.23697193],[-7.16308594]
48,[-2.46952962],[0.88180627],[-3.26433072]
49,[-2.37254065],[0.9137872],[-2.64170262]
50,[-7.89911898],[5.71822423],[-5.3113419]
51,[-2.67734744],[0.9377979],[-3.11106463]
52,[-7.2551868],[5.97383265],[-6.44865078]
53,[-2.47403449],[0.96636441],[-2.94390087]
54,[-8.51041328],[6.81929684],[-7.81709553]
55,[-9.98790083],[6.98096275],[-7.98218953]
56,[-3.56454548],[2.92463328],[-5.14061425]
57,[-2.34007722],[0.91247466],[-2.69252107]
58,[-7.9756239],[5.35819125],[-6.22334423]
59,[-2.36420284],[0.94044065],[-3.02754582]
60,[-10.6688835],[7.61440886],[-8.14163481]
61,[-2.69095673],[0.93159338],[-3.71468433]
62,[-7.40233773],[4.98800824],[-5.79162963]
63,[-2.26097757],[0.9127798],[-2.81370326]
64,[-2.18422671],[0.91532589],[-2.77610935]
65,[-10.80942953],[7.70457246],[-12.01816691]
66,[-4.20052875],[2.99687061],[-3.71806278]
67,[-2.18617936],[0.924311],[-3.30137246]
68,[-9.7204303],[6.32646837],[-6.07631772]
69,[-10.71460535],[7.69126242],[-12.5119081]
70,[-2.1356865],[0.92720156],[-2.98139754]
71,[-10.10368468],[7.77661806],[-9.5080814]
72,[-10.1470474],[6.39950202],[-6.91810677]
73,[-10.59770029],[7.3050337],[-9.50700556]
74,[-2.23876798],[0.92017515],[-2.63646904]
75,[-10.2091932],[7.57307687],[-9.8494606]
76,[-2.2207818],[0.91999249],[-2.79837646]
77,[-10.16277521],[7.44815238],[-10.1054862]
78,[-8.75106481],[5.0941702],[-5.96432639]
79,[-10.14788983],[7.45334527],[-11.46084649]
80,[-10.14951207],[7.49065165],[-10.69851022]
81,[-5.86636501],[3.50577146],[-5.70795587]
82,[-10.19401885],[7.45587595],[-11.89891387]
83,[-2.37166948],[0.94110531],[-3.32458909]
84,[-4.49686352],[1.9770786],[-4.52019408]
85,[-2.23857702],[0.92782698],[-2.93317688]
86,[-10.47393744],[7.26618892],[-11.20616526]
87,[-8.11055629],[4.57202035],[-7.0902518]
88,[-10.15671877],[7.37686354],[-12.16571656]
89,[-8.24449694],[4.37420281],[-6.43511187]
90,[-4.62375724],[2.3889147],[-5.5527847]
91,[-2.16390014],[0.90137656],[-2.8730161]
92,[-1.03737523],[0.03473184],[-2.68821174]
93,[-10.59030841],[7.1923329],[-11.31914341]
94,[-2.07895743],[0.89539435],[-2.84673769]
95,[-11.43468616],[7.04243192],[-10.9865274]
