,Mean,Variance,Predictive model
0,[-757.08046579],[12653.96780151],[-41.34206086]
1,[-1386.14070761],[9096.56397165],[-33.08366644]
2,[-7665.06058302],[6104.07725822],[-115.23551417]
3,[1506.02090254],[2193.3801853],[-15.70657181]
4,[-78.12039208],[2015.4860607],[-38.74361046]
5,[-3965.67647363],[2908.19911532],[-125.45727032]
6,[-2267.6266291],[1926.76516924],[-42.77990815]
7,[11.58314828],[956.09296969],[-28.61116133]
8,[-44.98470527],[910.9253163],[-42.14407343]
9,[-46.76316782],[776.78696004],[-20.56107025]
10,[-1068.99820341],[1143.51245309],[-0.]
11,[2114.73104651],[2269.60466473],[-0.]
12,[-378.26187735],[2137.42858775],[-0.]
13,[-2454.70478416],[11217.90226888],[-0.]
14,[-16816.58434719],[12927.43117989],[-0.]
15,[-2460.10963212],[4964.89134768],[-0.]
16,[786.29104693],[2778.12407924],[-0.]
17,[-8496.32881929],[6293.00790654],[-0.]
18,[-3689.08682836],[4455.12471518],[-0.]
19,[-859.05903055],[2222.60005389],[-0.]
20,[-273.03579616],[1648.79946156],[-0.]
21,[-257.63056238],[1587.60446261],[-0.]
22,[745.58365817],[1131.17929008],[-0.]
23,[-236.91693971],[1262.36694153],[-0.]
24,[-33.09111221],[991.7211779],[-0.]
25,[-112.95108385],[941.83174004],[-0.]
26,[-69.25872911],[890.71754419],[-0.]
27,[-504.58447877],[994.6199287],[-0.]
28,[-61.73312505],[756.05970289],[-0.]
29,[-87.52367377],[745.61981522],[-0.]
30,[-30.07211113],[712.38774366],[-0.]
31,[67.9348449],[665.61010941],[-0.]
32,[-42.85169921],[665.3027468],[-0.]
33,[-24.45466192],[646.57817499],[-0.]
34,[28.3939542],[606.66296332],[-0.]
35,[-26.70721091],[596.99829188],[-0.]
36,[-18.73858182],[569.02889514],[-0.]
37,[-10.45616671],[553.59634688],[-0.]
38,[21.93983872],[547.53992067],[-0.]
39,[-21.34401328],[524.56514357],[-0.]
40,[-18.01075295],[516.09504011],[-0.]
41,[-17.76468966],[511.06795296],[-0.]
42,[-19.23018054],[503.92867537],[-0.]
43,[-59.22560252],[514.61049923],[-0.]
44,[6.5252922],[483.45979084],[-0.]
45,[-7.00116017],[481.65445921],[-0.]
46,[-18.62554863],[477.19222116],[-0.]
47,[-47.54218084],[483.0466015],[-0.]
48,[-91.17915237],[495.05818265],[-0.]
49,[-15.03001989],[459.24290766],[-0.]
50,[-10.6538877],[448.47386283],[-0.]
51,[-0.37696284],[438.5556319],[-0.]
52,[-7.57406517],[433.44063818],[-0.]
53,[-9.57235547],[429.17767333],[-0.]
54,[-126.01265168],[470.09978875],[-0.]
55,[5.57993241],[417.97205232],[-0.]
56,[-14.97757553],[419.27759078],[-0.]
57,[-8.22735864],[413.89439359],[-0.]
58,[-6.51036876],[409.74879705],[-0.]
59,[-4.2957014],[404.54213825],[-0.]
60,[-12.71641663],[402.28557496],[-0.]
61,[-3.79760197],[395.31622823],[-0.]
62,[-7.16171919],[391.54591001],[-0.]
63,[-11.29831962],[389.30563428],[-0.]
64,[-9.84595281],[385.59836295],[-0.]
65,[-36.68349528],[393.46379611],[-0.]
66,[-11.25993822],[378.85837792],[-0.]
67,[-3.99989347],[372.79392844],[-0.]
68,[-41.48374038],[385.09572121],[-0.]
69,[-12.18465459],[370.81681349],[-0.]
70,[-14.52654239],[369.21133686],[-0.]
71,[1.19828016],[361.16039349],[-0.]
72,[-10.60442127],[363.1720907],[-0.]
73,[-6.49163571],[358.05837352],[-0.]
74,[-10.2621628],[356.7745937],[-0.]
75,[-2.98091806],[351.17407393],[-0.]
76,[2.30513552],[345.68885468],[-0.]
77,[-3.04188884],[345.51911291],[-0.]
78,[-3.25928159],[343.6926633],[-0.]
79,[-3.61180166],[341.350578],[-0.]
80,[-9.3286463],[340.11848503],[-0.]
81,[-5.6395856],[337.49772138],[-0.]
82,[-1.78589445],[333.75697506],[-0.]
83,[-18.17595127],[337.37104589],[-0.]
84,[-8.44683051],[331.16970656],[-0.]
85,[-2.32761316],[326.52541696],[-0.]
86,[-2.44523964],[324.30545532],[-0.]
87,[-30.99211107],[334.38247561],[-0.]
88,[-14.55547343],[325.06034685],[-0.]
89,[-0.9781313],[318.15951151],[-0.]
90,[-8.74184602],[319.17542833],[-0.]
91,[-8.08470845],[316.17501252],[-0.]
92,[-2.69699108],[312.14922406],[-0.]
93,[-38.70635979],[324.59780744],[-0.]
94,[-1.91059324],[308.19276112],[-0.]
95,[-2.85023493],[307.31664029],[-0.]
