,Mean,Variance,Predictive model
0,[17.16575834],[50.16376282],[0.51179945]
1,[38.72955337],[44.21704261],[0.99414007]
2,[23.49082818],[47.89455066],[0.88624157]
3,[32.50477152],[44.59713657],[-0.07859157]
4,[9.99547827],[52.45707318],[0.96611614]
5,[10.50242729],[69.91850197],[1.72592149]
6,[83.06919286],[23.78286465],[1.92117678]
7,[45.66107073],[42.62896725],[1.70850592]
8,[14.56288701],[66.97852547],[3.22677989]
9,[6.91180918],[67.33450247],[1.86720161]
10,[6.40070779],[65.92017268],[3.72121813]
11,[16.39478357],[63.54144074],[4.69105506]
12,[28.97189373],[60.23857977],[2.02751874]
13,[21.29494274],[61.13863395],[4.77690204]
14,[9.60685154],[62.61192592],[7.80505038]
15,[73.97858239],[36.99480205],[10.2297145]
16,[66.21156377],[38.91510407],[8.78755688]
17,[28.05244617],[51.19315188],[-0.03816189]
18,[31.30089397],[59.44428884],[11.07970593]
19,[38.69464424],[56.37374002],[8.96166296]
20,[30.55196926],[56.49073738],[14.90435702]
21,[52.50419133],[48.67477444],[9.04638776]
22,[42.54937878],[46.27729717],[8.89293686]
23,[48.69571293],[46.51852212],[14.21679767]
24,[38.69901726],[43.15762675],[12.05854729]
25,[61.16292594],[28.63347259],[17.98871202]
26,[57.74354989],[25.58398933],[22.07279183]
27,[76.4844617],[19.95396993],[18.92177115]
28,[32.5862292],[28.17592634],[24.25085028]
29,[67.69614668],[10.1451514],[31.97981258]
30,[75.420634],[4.30524219],[34.46036956]
31,[75.76005317],[3.70397884],[35.53552988]
32,[77.62878218],[1.76694717],[38.5330325]
33,[77.98830687],[0.81892081],[41.18886006]
34,[75.80076206],[1.51642053],[44.0233803]
35,[78.17740506],[0.34088227],[47.51331042]
36,[78.26152383],[0.25749761],[49.91802525]
37,[78.32718622],[0.22467222],[52.54593597]
38,[0.74329483],[47.48533559],[-0.]
39,[70.10846055],[7.00578527],[0.]
40,[61.28104686],[9.87855096],[0.]
41,[39.46474368],[16.85674821],[0.]
42,[29.69747653],[19.27534133],[0.]
43,[78.17886241],[0.30465719],[0.]
44,[78.30939252],[0.24070566],[0.]
45,[78.1303927],[0.27847638],[0.]
46,[78.25822216],[0.25465436],[0.]
47,[78.30827188],[0.22941513],[0.]
48,[78.2623247],[0.23447333],[0.]
49,[78.32947908],[0.22347091],[0.]
50,[78.2398918],[0.22898847],[0.]
51,[78.2274966],[0.22626839],[0.]
52,[78.3268362],[0.21588275],[0.]
53,[78.30315593],[0.21648911],[0.]
54,[78.30167667],[0.21357232],[0.]
55,[78.31665197],[0.21475542],[0.]
56,[78.31236283],[0.21174725],[0.]
57,[78.21259522],[0.22599086],[0.]
58,[78.22410812],[0.22432485],[0.]
59,[78.31630834],[0.20658438],[0.]
60,[78.29757043],[0.20605261],[0.]
61,[78.27074336],[0.20689638],[0.]
62,[78.27800814],[0.20718773],[0.]
63,[78.1667078],[0.23363111],[0.]
64,[78.30067285],[0.2021218],[0.]
65,[78.29014583],[0.20145489],[0.]
66,[78.29040135],[0.20110425],[0.]
67,[78.25974739],[0.2024647],[0.]
68,[78.28589304],[0.19805461],[0.]
69,[78.32943534],[0.19471796],[0.]
70,[78.30660791],[0.1944199],[0.]
71,[78.32550988],[0.19285596],[0.]
72,[46.8069129],[12.43396297],[0.]
73,[78.30943843],[0.19330666],[0.]
74,[78.31871172],[0.19093574],[0.]
75,[78.27326709],[0.19421618],[0.]
76,[78.30536992],[0.18884618],[0.]
77,[78.32331091],[0.1875378],[0.]
78,[78.32868434],[0.18603343],[0.]
79,[78.29301938],[0.18846806],[0.]
80,[78.2426453],[0.19192305],[0.]
81,[78.29066244],[0.18575795],[0.]
82,[78.29901419],[0.18403116],[0.]
83,[78.32480923],[0.18222348],[0.]
84,[78.3268109],[0.18114161],[0.]
85,[78.33061738],[0.1801958],[0.]
86,[78.31410593],[0.18080249],[0.]
87,[78.32571126],[0.17899297],[0.]
88,[78.27741781],[0.18257752],[0.]
89,[78.33170293],[0.17705355],[0.]
90,[78.29799252],[0.17787921],[0.]
91,[78.30510855],[0.1771786],[0.]
92,[78.28133683],[0.17965669],[0.]
93,[-18.12390832],[37.64931664],[-0.]
94,[30.47999173],[25.72582047],[-0.]
95,[-7.03064219],[36.64568028],[0.]
