,Mean,Variance,Predictive model
0,[100.36325745],[10.14326757],[0.52653466]
1,[81.43506769],[24.95294857],[0.68259238]
2,[78.5789382],[17.47317087],[0.36238989]
3,[102.73804367],[9.48109499],[1.53200914]
4,[91.40025228],[13.62051744],[1.30206131]
5,[104.93382942],[7.49895537],[1.92834062]
6,[26.84637872],[38.70353052],[1.43280935]
7,[82.67977231],[27.01556061],[3.21131906]
8,[96.66827869],[12.65300909],[2.02130321]
9,[71.46722307],[25.34171862],[3.53823809]
10,[89.73986389],[20.67399099],[2.89126346]
11,[105.19835112],[9.83069616],[1.13319677]
12,[75.56730417],[18.72928774],[6.47021655]
13,[160.14781503],[26.0608393],[8.96882702]
14,[158.02338734],[26.15764363],[14.4857025]
15,[148.67261094],[29.80466384],[7.95120393]
16,[147.44714366],[28.47842184],[11.94900309]
17,[150.19612914],[26.22084709],[4.26317504]
18,[149.04186982],[21.95821219],[18.11035954]
19,[151.6491648],[23.44413084],[0.54944075]
20,[159.92090416],[22.79670611],[2.63082683]
21,[125.79441941],[29.4885277],[6.62033311]
22,[146.43127224],[23.6385157],[5.51983966]
23,[170.78286078],[17.05098008],[14.25920318]
24,[142.26329377],[23.4331557],[12.45250024]
25,[161.59539817],[16.89756358],[15.60473795]
26,[140.44996784],[19.28601387],[11.95826082]
27,[113.67106926],[31.81335838],[23.1518911]
28,[150.24583425],[19.87029823],[15.13080199]
29,[143.91245059],[23.73256881],[36.93277189]
30,[140.87700305],[25.68543249],[28.7279169]
31,[163.29332027],[20.79556184],[30.4637381]
32,[125.75352734],[26.20549575],[29.18690205]
33,[113.98263621],[24.72068454],[40.64730723]
34,[144.25277634],[19.89955433],[39.67573868]
35,[110.33533399],[24.75584683],[46.75628871]
36,[110.97501959],[23.70462331],[40.78955773]
37,[138.24758657],[25.92581934],[28.33985324]
38,[96.47883722],[30.83041661],[29.93388425]
39,[98.73290886],[31.74029859],[59.54018292]
40,[157.53615672],[20.54409925],[88.67006802]
41,[161.63507276],[18.17699536],[61.87523943]
42,[159.44102274],[22.35657674],[49.07870049]
43,[73.31536028],[26.11357639],[92.54655891]
44,[98.01731483],[27.03167079],[72.93153089]
45,[160.69722895],[21.09027375],[42.77315474]
46,[139.17750744],[20.51821949],[81.91345649]
47,[166.85742183],[22.02227502],[43.42961816]
48,[91.89320256],[29.47072838],[87.86168559]
49,[170.9796531],[18.35535628],[46.45806994]
50,[117.23573847],[27.7792555],[42.29277613]
51,[81.74766937],[31.14912549],[74.82693178]
52,[111.06335273],[23.24285061],[59.16902498]
53,[155.42304426],[21.71414126],[28.61396028]
54,[100.61820388],[27.88116886],[45.98766617]
55,[106.47511138],[25.48913829],[65.07312254]
56,[129.72163076],[23.04652379],[52.81335335]
57,[120.09261421],[24.8499244],[43.90146954]
58,[98.83485015],[27.33048567],[73.26381018]
59,[72.74517527],[27.13966323],[106.20771221]
60,[159.29980637],[21.8455516],[51.48765456]
61,[77.76188803],[34.62764473],[80.90056568]
62,[155.58191049],[24.02338016],[119.52284406]
63,[140.19389449],[25.46681178],[71.92308203]
64,[32.40065127],[43.24413158],[98.67073351]
65,[135.07235781],[31.15476506],[67.93821649]
66,[80.56741425],[39.53298443],[66.7156981]
67,[193.35511915],[34.27708938],[81.86914785]
68,[232.16848177],[28.80619207],[139.64889286]
69,[230.70579543],[29.83643487],[104.3820746]
70,[146.49345952],[42.6204685],[71.86900421]
71,[121.83052932],[47.65396663],[116.54786431]
72,[219.81448432],[30.84561236],[168.18525904]
73,[143.0444055],[43.70732302],[149.61639357]
74,[235.11742422],[31.55965086],[154.41431535]
75,[212.77509454],[34.23484847],[160.59884873]
76,[181.8750457],[32.0632685],[152.96079256]
77,[215.38400422],[33.27834073],[178.60060807]
78,[90.26721827],[55.84726116],[160.95745652]
79,[123.34810357],[33.75331163],[166.64988756]
80,[177.8957146],[29.79771514],[115.0160317]
81,[183.14084212],[30.07089992],[128.91279913]
82,[210.73028116],[33.74951065],[97.49502402]
83,[283.5877988],[31.06906763],[190.21485279]
84,[224.53421711],[30.63870285],[164.76434437]
85,[230.21546564],[34.27359784],[148.34989943]
86,[250.76695175],[40.43691009],[100.96887713]
87,[272.18011496],[38.74051006],[134.83901305]
88,[269.21754129],[40.63738636],[94.83223177]
89,[180.92765833],[41.80306824],[175.84081194]
90,[284.16325183],[42.01038293],[173.127615]
91,[249.21471565],[42.90161443],[184.13927306]
92,[260.4967079],[41.58017064],[191.65165457]
93,[112.2643811],[56.74373565],[183.02254358]
94,[304.52553238],[38.2997227],[154.3230047]
95,[249.25666658],[44.93371252],[161.76156056]
