,Mean,Variance,Predictive model
0,[60.11499186],[5.8004934],[0.21426338]
1,[87.37795844],[46.21428996],[0.26010216]
2,[24.317009],[107.65640385],[1.88211294]
3,[16.9183358],[105.77471215],[1.08113187]
4,[94.75478445],[78.96289727],[3.9821146]
5,[129.05308402],[87.2931268],[2.57223135]
6,[189.89214302],[26.3870986],[6.91891845]
7,[117.36699646],[73.40184027],[2.32562098]
8,[110.83944701],[69.37330371],[6.95083833]
9,[87.85300556],[83.52262121],[-0.68712195]
10,[150.93144986],[76.04253643],[11.02908506]
11,[184.13045842],[35.8000172],[10.87767492]
12,[221.81080321],[61.72625778],[9.14912769]
13,[181.86011497],[51.81485174],[20.49003143]
14,[245.85751391],[25.05078904],[12.44803138]
15,[183.32171037],[52.55789669],[15.98594347]
16,[47.95504698],[96.72877803],[10.78521774]
17,[188.76485932],[32.35383576],[20.98263863]
18,[179.56689467],[63.68156619],[27.33470566]
19,[175.79686428],[49.19789197],[21.88317038]
20,[210.55047002],[63.82618735],[11.72510199]
21,[182.47691243],[40.35256635],[19.02288252]
22,[74.00886092],[82.18326657],[26.24264583]
23,[168.52742161],[63.41641957],[-2.20791679]
24,[186.71308191],[59.81663157],[36.97849411]
25,[165.29714893],[44.48539451],[33.33401107]
26,[196.71202135],[57.04967194],[23.00014989]
27,[80.96973006],[84.89160299],[53.88898105]
28,[188.70328467],[49.56943578],[43.96554312]
29,[39.86324825],[91.28561725],[37.91993635]
30,[33.50437199],[85.68216061],[55.67405564]
31,[162.56022078],[34.64113885],[44.95483588]
32,[200.22268292],[37.91372508],[74.66833708]
33,[151.46044218],[51.56980147],[31.87136516]
34,[226.48701547],[35.15140693],[59.09331502]
35,[165.88659387],[50.49325896],[47.81907001]
36,[225.4734304],[43.03613226],[66.01899207]
37,[112.09448662],[69.38494473],[63.05913662]
38,[210.31018098],[38.87960926],[68.26899882]
39,[176.00187235],[48.45040435],[42.27916879]
40,[186.89775201],[32.7680988],[48.28301466]
41,[229.97470612],[44.61128532],[106.54813855]
42,[171.6953032],[44.87059751],[120.75346251]
43,[182.67213943],[28.52698681],[86.30278924]
44,[227.31847767],[31.92328984],[90.62609391]
45,[170.79695608],[35.35315369],[130.25073162]
46,[157.34471839],[26.4094231],[148.54946655]
47,[47.26098671],[85.73848016],[79.48372394]
48,[268.86191799],[48.52796295],[74.98684155]
49,[149.72295106],[74.89398917],[95.82632295]
50,[200.16293173],[52.94919925],[63.04954441]
51,[89.88687851],[63.19614256],[110.89271817]
52,[223.04586716],[51.99299126],[117.26936101]
53,[90.48029849],[71.63701951],[84.43024]
54,[183.9834936],[37.81433216],[81.18347481]
55,[291.37462767],[39.11071506],[137.51358882]
56,[86.40508521],[82.79119657],[133.09061569]
57,[255.57851987],[43.21580387],[86.45460163]
58,[194.76958716],[63.09091004],[62.67345968]
59,[175.03845739],[55.89551303],[89.11059276]
60,[189.94034104],[45.83896867],[73.50997095]
61,[186.1687793],[49.72846113],[90.36635793]
62,[153.00356219],[45.30395186],[123.88008063]
63,[212.42470793],[55.47483897],[130.16774278]
64,[275.47976847],[52.65741454],[150.13790807]
65,[225.96599438],[61.29722334],[136.93810155]
66,[175.87199034],[50.5378269],[109.00710871]
67,[239.42180161],[58.17055051],[141.11156468]
68,[201.17405713],[63.1510302],[162.35528206]
69,[303.83557907],[50.33989594],[128.42655673]
70,[166.37477165],[60.42992777],[144.96870153]
71,[257.25384858],[53.76835459],[117.09402718]
72,[178.57237756],[66.30468704],[112.73686868]
73,[244.21957822],[42.48003588],[147.61020353]
74,[311.23780423],[49.18199633],[173.74491226]
75,[250.75114304],[47.48850556],[181.56528877]
76,[325.96507734],[54.123707],[137.14379015]
77,[299.57981705],[56.53797633],[146.40254188]
78,[313.43053829],[49.08289069],[147.89512265]
79,[316.73823833],[54.34017493],[140.63667047]
80,[210.60325649],[73.8131988],[100.41829496]
81,[180.21197257],[63.2237152],[146.23493905]
82,[327.58559036],[58.68394962],[83.91430701]
83,[289.99284058],[46.31508096],[111.76917922]
84,[224.86192608],[58.26780839],[112.26775479]
85,[280.2987453],[62.10760982],[126.89777609]
86,[157.95504155],[50.90306723],[166.15627077]
87,[185.62534104],[71.80083669],[105.16116758]
88,[311.3234009],[61.60016921],[103.84464762]
89,[148.58745863],[76.35967258],[123.5269876]
90,[191.19135708],[63.89863176],[143.08861312]
91,[215.81676804],[69.05116731],[75.59213823]
92,[142.76609648],[72.02529691],[183.65604616]
93,[158.9667472],[60.29968567],[123.62032982]
94,[222.9372133],[62.96506211],[169.70269207]
95,[187.07301569],[60.22373252],[153.67496702]
