,Mean,Variance,Predictive model
0,[44.97330268],[34.4478338],[0.70145925]
1,[33.90742665],[36.56835152],[0.43209369]
2,[20.98719306],[36.38762923],[0.5750871]
3,[16.77866574],[37.87693591],[0.81034358]
4,[66.8901371],[14.5790342],[2.08793986]
5,[73.18120195],[6.22911536],[2.55721157]
6,[79.60947397],[12.14866893],[1.79840516]
7,[52.90930942],[40.5446046],[0.33813141]
8,[59.11761063],[44.39338971],[1.47471735]
9,[23.54059022],[54.59158585],[3.45670025]
10,[14.85717026],[54.49607622],[-0.18994602]
11,[6.71443048],[55.82074474],[-2.82448003]
12,[29.96980327],[46.26282214],[3.38732657]
13,[25.21875795],[54.80898911],[-3.59640411]
14,[75.82596287],[21.12034683],[6.00377397]
15,[54.63823164],[28.61204884],[7.73720291]
16,[3.50133187],[51.1580895],[-7.97432501]
17,[27.18658015],[37.31684198],[10.05958433]
18,[25.83225072],[32.12296202],[7.40438687]
19,[42.29176069],[20.48059416],[12.6980442]
20,[67.8868135],[9.33336553],[15.48067004]
21,[48.97914874],[16.48513359],[12.96356729]
22,[77.21819271],[2.89387921],[18.71059707]
23,[76.90357594],[3.04384636],[20.27170975]
24,[78.06117377],[0.73967306],[22.52739539]
25,[77.40800852],[1.16026921],[25.34867525]
26,[78.1820865],[0.345489],[26.23577149]
27,[77.78870132],[0.61224093],[29.21445805]
28,[78.24930184],[0.30526498],[31.89624095]
29,[78.30074345],[0.26365132],[33.80290702]
30,[3.60019174],[43.39114069],[-0.]
31,[48.0418503],[48.50833491],[-0.]
32,[-46.54284719],[67.84765051],[-0.]
33,[49.46632843],[26.4189743],[0.]
34,[-18.10919006],[45.80635314],[0.]
35,[7.31124855],[35.77665227],[0.]
36,[52.46649077],[14.87996159],[0.]
37,[16.16401476],[28.43407728],[0.]
38,[60.09046874],[10.24298245],[0.]
39,[69.60867391],[6.03849863],[0.]
40,[50.76132947],[13.99136631],[0.]
41,[34.24823431],[19.71163765],[0.]
42,[39.54499683],[17.51380771],[0.]
43,[75.72646128],[1.58858291],[0.]
44,[78.32164134],[0.28435289],[0.]
45,[78.28759305],[0.28730491],[0.]
46,[78.1814119],[0.30963092],[0.]
47,[78.31226581],[0.27350855],[0.]
48,[78.26541352],[0.28408661],[0.]
49,[78.30443788],[0.26723905],[0.]
50,[78.32935514],[0.26141903],[0.]
51,[78.33314341],[0.25862403],[0.]
52,[78.2536025],[0.27115357],[0.]
53,[78.26087626],[0.26827043],[0.]
54,[78.32907696],[0.25356594],[0.]
55,[78.18324357],[0.27112104],[0.]
56,[78.18683058],[0.2722858],[0.]
57,[78.16438821],[0.26774306],[0.]
58,[78.29130826],[0.25393001],[0.]
59,[78.1980531],[0.27275236],[0.]
60,[78.28717549],[0.2512056],[0.]
61,[78.31688656],[0.24483544],[0.]
62,[78.31349255],[0.24360562],[0.]
63,[78.31450178],[0.24182814],[0.]
64,[78.33039765],[0.2386082],[0.]
65,[78.32393309],[0.23833162],[0.]
66,[78.33243087],[0.23602725],[0.]
67,[78.31961038],[0.23627783],[0.]
68,[78.32694889],[0.23430396],[0.]
69,[64.83111227],[5.45088175],[0.]
70,[78.31528925],[0.23317419],[0.]
71,[78.24491677],[0.23953444],[0.]
72,[78.3309815],[0.22924802],[0.]
73,[78.29486219],[0.23163263],[0.]
74,[78.31084669],[0.22899267],[0.]
75,[78.32870682],[0.22576124],[0.]
76,[78.23117736],[0.23575408],[0.]
77,[78.29049603],[0.22819851],[0.]
78,[78.28106293],[0.22894522],[0.]
79,[78.29895941],[0.22403787],[0.]
80,[78.3178792],[0.22256848],[0.]
81,[78.32914932],[0.22016345],[0.]
82,[78.29590847],[0.2217107],[0.]
83,[78.29675722],[0.22010211],[0.]
84,[78.25934677],[0.22500493],[0.]
85,[78.25687697],[0.22536071],[0.]
86,[78.19397591],[0.22807718],[0.]
87,[78.30255664],[0.21627883],[0.]
88,[78.18999619],[0.22537337],[0.]
89,[78.30339],[0.2143431],[0.]
90,[78.24082598],[0.21868352],[0.]
91,[78.30563244],[0.21330295],[0.]
92,[78.30397922],[0.21143259],[0.]
93,[78.25759998],[0.21458551],[0.]
94,[78.32538065],[0.20907208],[0.]
95,[78.31101459],[0.20935642],[0.]
