,Mean,Variance,Predictive model
0,[-270301.68404987],[134522.70165407],[-1933.18650578]
1,[-157566.1485638],[345502.49352084],[-1297.6717824]
2,[13704.89422684],[37638.85465296],[-357.75485625]
3,[-36945.55651387],[32899.33301964],[-468.42585358]
4,[-59183.94575533],[21675.80026068],[-1568.72825086]
5,[14987.52816461],[51160.17296906],[-3763.11440677]
6,[-29805.62296585],[13829.98969449],[-977.7080943]
7,[-137193.02749663],[295541.74354292],[-1396.90959587]
8,[690.87630034],[8197.68361687],[-2949.18081497]
9,[7929.87100146],[13401.57732929],[-3579.23637613]
10,[8240.4787247],[8529.65272788],[-956.84093364]
11,[-4122.36988951],[12229.75813778],[-2116.37622536]
12,[1528.20457669],[7787.93866158],[-1232.848217]
13,[-28486.66402441],[49180.12737858],[-10066.42446446]
14,[-13001.3734637],[26543.45894303],[-4126.17324447]
15,[1136.00119297],[13016.635527],[-4362.20518998]
16,[284.69176011],[12262.86898536],[-2951.92278566]
17,[472.40495685],[12524.63105115],[-6595.82772908]
18,[-50.24283136],[7951.32334186],[-2506.17602311]
19,[-3683.87412205],[7151.50231879],[-2575.19825448]
20,[-9691.1926162],[7851.94835548],[-2565.12678756]
21,[-5493.26779354],[6265.41401308],[-3108.67356152]
22,[-6466.5354643],[5706.80232854],[-2924.02773124]
23,[4854.21097673],[6902.77771859],[-2622.40303062]
24,[-10388.62719113],[5781.37675923],[-3516.54521168]
25,[-19514.35727756],[7300.19883174],[-5762.23986146]
26,[-4308.41555263],[3656.65560532],[-3099.22685563]
27,[-7723.03418024],[3869.54323178],[-3495.66722169]
28,[-1849.70995552],[2286.51194719],[-3799.93722057]
29,[-3085.63064852],[2567.22054063],[-3257.89246679]
30,[-6082.85057035],[3431.74420377],[-5783.73616752]
31,[-40644.14629439],[12660.47159735],[-12807.44930777]
32,[-12819.40353114],[4424.59001426],[-4513.44324636]
33,[-8671.8296652],[3454.45273608],[-3673.54102885]
34,[-3606.49502633],[2718.66468831],[-4680.2073898]
35,[-2787.43102907],[2051.62633209],[-4655.92106207]
36,[-54325.24185568],[189955.09280946],[-4680.05296236]
37,[-6557.05849636],[5029.9229164],[-6309.21340654]
38,[-8582.98629775],[3996.62840674],[-5968.76837988]
39,[-18678.44234651],[19810.39688692],[-9571.37466311]
40,[-2435.42219273],[2706.18797343],[-5259.80179555]
41,[-2641.34758777],[2729.45667776],[-7144.02594168]
42,[-4546.12534872],[2905.86171787],[-6542.28260661]
43,[-3214.81617595],[2576.15472628],[-6502.56568109]
44,[-5949.85083658],[3098.55084314],[-7244.36040617]
45,[-6617.84535474],[4876.8968479],[-8190.59923373]
46,[-1628.77324051],[2366.50549],[-7313.97955827]
47,[-2836.36958391],[2595.36418377],[-7303.09155667]
48,[-2646.73435275],[2427.42119079],[-7053.27233816]
49,[-7806.2119324],[3718.26648835],[-8427.53888416]
50,[-2388.07268162],[2322.89737986],[-7436.11941581]
51,[-3024.77748172],[2497.46101648],[-6756.75230593]
52,[-14963.23998564],[4622.48765825],[-7558.82596578]
53,[-1420.55260682],[1787.21920758],[-6822.91942905]
54,[-2047.63225749],[1753.21212755],[-6893.26047904]
55,[-1370.64696323],[1806.05488279],[-6374.57536682]
56,[-11096.32300011],[6182.35211056],[-17966.88520852]
57,[-1138.50669767],[1757.51226562],[-6181.52089538]
58,[-5691.75051476],[2345.54100296],[-5890.68142343]
59,[28.71176702],[1150.06269678],[-6265.42371883]
60,[-2927.04923179],[1659.36922111],[-6569.95172316]
61,[-641.19241961],[1745.90774209],[-7117.53555245]
62,[-1553.0335038],[1246.79971022],[-5983.39587956]
63,[-67.34610186],[928.19153351],[-6165.72228202]
64,[-1408.67356888],[1106.88190444],[-6359.64713648]
65,[-3481.04863952],[1542.92817563],[-5539.62370258]
66,[-2213.27779757],[1252.19633154],[-5534.21692389]
67,[-180.3818017],[837.22560114],[-5785.45543948]
68,[-934.01792416],[3930.76746083],[-4910.76785346]
69,[-411.39902204],[880.65203084],[-4463.43820943]
70,[-984.22503382],[995.72181951],[-5215.66867674]
71,[-223.91731689],[740.24777199],[-5041.57966599]
72,[-2854.23507025],[1229.73348962],[-5026.74083188]
73,[-1482.89826553],[944.19015552],[-4905.28855087]
74,[-53.67022284],[704.11627177],[-4538.49922353]
75,[-335.62988052],[716.79573633],[-4759.69933102]
76,[40.2770525],[608.0385085],[-4857.33641006]
77,[-1213.32558165],[838.59691957],[-4513.40156949]
78,[637.71690831],[692.43791731],[-4157.55681623]
79,[65.14554617],[569.66790508],[-4998.68420624]
80,[415.59948496],[809.91800708],[-3920.79333845]
81,[-198.06833977],[652.33588558],[-3888.68816957]
82,[-98.72841855],[848.91392404],[-3865.26115391]
83,[636.15440437],[627.09024342],[-4170.91446376]
84,[-542.12584092],[879.03611489],[-4038.74039566]
85,[408.07241681],[734.00407429],[-3261.98156444]
86,[130.47356208],[724.62741025],[-3589.65476553]
87,[-586.24094719],[910.85874744],[-3262.26415256]
88,[678.6591622],[667.01751801],[-3007.64460264]
89,[424.16863411],[662.50105746],[-3869.69731481]
90,[827.87875377],[593.68860597],[-3689.09113621]
91,[842.31750356],[543.66392473],[-4037.18216693]
92,[10.32214334],[648.19320533],[-3931.43096542]
93,[671.1406553],[524.25868478],[-4303.22081074]
94,[859.11740787],[505.55091473],[-3968.09597068]
95,[24.13251928],[633.12400497],[-2493.77788421]
