,Mean,Variance,Predictive model
0,[1.55118884],[0.39292851],[0.01371698]
1,[1.53128216],[0.44643636],[0.01946893]
2,[1.58797156],[0.44908935],[0.01875209]
3,[1.55912631],[0.46795867],[0.0322542]
4,[1.60377621],[0.42032],[0.04518209]
5,[1.52552088],[0.43940398],[0.06654785]
6,[2.40860887],[0.51067195],[0.08147898]
7,[2.6340132],[0.42115153],[0.06804277]
8,[2.50657359],[0.45016555],[0.13813105]
9,[2.54342868],[0.45000568],[0.12434075]
10,[2.52701242],[0.45506716],[0.11762964]
11,[2.48008166],[0.45900051],[0.16786443]
12,[2.48452439],[0.3579109],[0.16753308]
13,[2.46228265],[0.36188902],[0.22090264]
14,[2.60412266],[0.33186368],[0.14367904]
15,[2.58830076],[0.39106129],[0.22742968]
16,[2.67985289],[0.42144492],[0.29395211]
17,[2.7932382],[0.26596631],[0.384813]
18,[3.01723591],[0.27713262],[0.43937168]
19,[2.76520025],[0.48464859],[0.28252401]
20,[2.60817445],[0.43976579],[0.39187224]
21,[2.35145273],[0.50751373],[0.50607319]
22,[2.97978188],[0.51596623],[0.63999282]
23,[2.22066759],[0.73519747],[0.5761523]
24,[3.27467567],[0.4824504],[0.57448813]
25,[3.11532558],[0.53921375],[0.65380146]
26,[3.17479552],[0.53243051],[0.59215737]
27,[3.35288895],[0.51342865],[0.74101321]
28,[3.01002654],[0.51103384],[0.57540537]
29,[3.33899939],[0.42427026],[0.65680027]
30,[2.31265523],[0.61407837],[1.0370768]
31,[2.58729847],[0.63985959],[0.83661229]
32,[2.72084421],[0.55019861],[1.06611863]
33,[3.17463393],[0.49985967],[0.94086522]
34,[2.94696517],[0.44483232],[1.01268114]
35,[2.60044284],[0.62901446],[1.09859493]
36,[1.22380135],[0.80464001],[1.43621133]
37,[2.59971636],[0.63368328],[1.46080578]
38,[2.96865084],[0.50786311],[1.35989225]
39,[2.82585253],[0.5332498],[1.52055236]
40,[2.66107167],[0.5762774],[1.88145814]
41,[2.9500359],[0.51106468],[1.46955691]
42,[3.26042171],[0.53882053],[1.90652989]
43,[2.75438688],[0.62008534],[1.88842025]
44,[3.47502544],[0.21085337],[2.37736238]
45,[3.45393158],[0.36207934],[1.97145684]
46,[3.2107367],[0.45555694],[1.98816958]
47,[2.90099958],[0.44936134],[2.22204139]
48,[1.73961475],[0.8555294],[2.41244463]
49,[3.08805812],[0.62860058],[1.72432239]
50,[2.67086707],[0.64024495],[2.43564944]
51,[3.69760096],[0.51457523],[1.82781055]
52,[3.37858096],[0.57410712],[1.75128698]
53,[2.70614163],[0.63975653],[2.57515908]
54,[3.78505068],[0.54985167],[2.63708658]
55,[4.00269111],[0.51358161],[2.36138587]
56,[2.21047803],[0.82080394],[2.2664508]
57,[2.67915621],[0.71793026],[2.33781262]
58,[1.87076519],[0.87405654],[2.56908635]
59,[3.51308119],[0.43102786],[2.60101645]
60,[1.49147573],[0.92619142],[2.63234526]
61,[2.04865674],[0.85562021],[2.28185936]
62,[1.72284006],[0.89411256],[2.32974375]
63,[2.08980903],[0.85613277],[2.42284519]
64,[3.6253211],[0.45042661],[2.66128056]
65,[3.88608834],[0.46681991],[2.01086016]
66,[2.38543926],[0.78069225],[2.6978595]
67,[3.51563562],[0.34513637],[2.54946263]
68,[3.90226075],[0.38820873],[2.82610158]
69,[3.20099269],[0.63259676],[2.60535488]
70,[3.06920731],[0.7107507],[2.55134111]
71,[3.81811274],[0.44836121],[2.56401909]
72,[3.34908192],[0.50263729],[2.66548608]
73,[1.70929734],[0.97789607],[2.66031092]
74,[2.96152774],[0.60753274],[2.99870366]
75,[3.78329505],[0.59411958],[2.54446699]
76,[3.52729237],[0.37600331],[2.50288811]
77,[3.2438821],[0.51491346],[2.35272195]
78,[3.34902768],[0.56579463],[2.34564688]
79,[3.20168999],[0.50286778],[2.63516596]
80,[4.36152741],[0.48741205],[2.72232148]
81,[2.86086693],[0.6515913],[2.803643]
82,[3.93671275],[0.47868066],[2.91280917]
83,[3.25240557],[0.57132248],[2.38955898]
84,[2.93312205],[0.70604579],[2.61118422]
85,[1.95991094],[0.94929311],[2.40276655]
86,[2.29680038],[0.74180634],[2.610444]
87,[2.88839733],[0.63856892],[2.31632563]
88,[3.0593913],[0.65155511],[1.94725201]
89,[3.2220734],[0.47201811],[3.08751353]
90,[3.62516868],[0.38983008],[3.03962418]
91,[1.99078678],[0.82381742],[2.8545063]
92,[3.3643626],[0.65176908],[2.13924637]
93,[2.97309799],[0.58430368],[2.62652544]
94,[2.88618099],[0.75399638],[2.4957283]
95,[2.89332998],[0.74177437],[2.09313139]
