,Mean,Variance,Predictive model
0,[10412.61170286],[13878.10000711],[-76.16455136]
1,[6466.96748559],[29891.03346559],[-711.37460685]
2,[3201.86638277],[7831.67826035],[-973.29550972]
3,[272.40115618],[7290.59121444],[-8.09994889]
4,[443.53673093],[7085.76244598],[-806.30610663]
5,[-4139.68625259],[13296.33074839],[-573.93691151]
6,[973.4642468],[8559.78519002],[-260.85684237]
7,[9040.2582482],[5201.54307659],[-416.21956065]
8,[3655.91779542],[5547.44317731],[-1710.11816842]
9,[-6410.24484994],[8216.72403491],[-906.59336423]
10,[2091.89508327],[3068.63772258],[-1082.76040515]
11,[-5653.75850923],[5487.21002575],[-466.7909279]
12,[-14202.97391531],[64170.1548259],[-4179.95702887]
13,[-4101.61057039],[4400.91263681],[-382.68824819]
14,[-1402.36348413],[2692.61795027],[-388.79055498]
15,[-33616.856765],[51332.74031574],[-761.74963387]
16,[-4366.13572519],[3725.55181774],[-489.9911812]
17,[132.10478421],[1310.98234931],[-274.09255677]
18,[-175.63933957],[1324.7120248],[-457.82582347]
19,[20.34085041],[1072.98824269],[-321.33984821]
20,[-589.19275933],[1328.42135376],[-701.02491595]
21,[1.61397578],[872.75931686],[-234.69009122]
22,[-68.06053757],[792.95950001],[-181.73810185]
23,[-22.19242825],[719.08337417],[-140.06284894]
24,[-37.70218514],[713.57963672],[-166.58693765]
25,[272.24285191],[1457.52620398],[-2353.22599884]
26,[-82.49439979],[751.47956996],[-180.84936156]
27,[21.26942238],[666.89857268],[-184.80226889]
28,[-1064.36180275],[1092.42725543],[-163.8664601]
29,[-37.73293484],[668.46121047],[-77.39628802]
30,[7.95562728],[657.84016185],[-194.00392252]
31,[-85.87225066],[656.9866657],[-199.15122391]
32,[-37.20530715],[634.54095041],[-212.27530277]
33,[18.84451412],[569.59047584],[-227.10556823]
34,[-6.41187446],[574.35218848],[-105.00190205]
35,[1.43665864],[565.3175727],[-100.23341338]
36,[-34.27340134],[560.82288825],[-131.66639261]
37,[-2.71760366],[540.93059827],[-115.70650167]
38,[-30.09743015],[549.4053216],[-212.19786757]
39,[-3.92656773],[524.44987081],[-99.27221996]
40,[-6.02858681],[509.71613263],[-225.34738553]
41,[-118.41911161],[553.66564968],[-198.65857435]
42,[-17.49330216],[499.38528383],[-151.47155528]
43,[-26.96838678],[496.90780211],[-117.44159306]
44,[-1.60889797],[478.46278174],[-151.09679985]
45,[10.38065308],[473.30375701],[-144.51984]
46,[-73.30818566],[502.78087731],[-169.04672593]
47,[1.48100089],[463.98816003],[-136.45431055]
48,[-2.49899797],[461.31974079],[-173.4672942]
49,[1.47399297],[452.93246255],[-152.08245832]
50,[-6.23496886],[447.88522255],[-170.28559556]
51,[-5.05018308],[443.09631476],[-127.82242586]
52,[-21.14170457],[446.09104751],[-233.97605689]
53,[0.53819607],[432.98719384],[-204.66426145]
54,[-14.71114138],[434.64396365],[-178.05229699]
55,[-1.73060476],[423.83914939],[-156.43321873]
56,[-2.34871981],[418.04431988],[-131.90225414]
57,[2.57474473],[415.1351246],[-126.63202384]
58,[-1.02022005],[409.78039013],[-122.01008634]
59,[-16.76784872],[413.90232582],[-79.10205908]
60,[-74.14100524],[432.75373114],[-169.73466099]
61,[-7.23368702],[402.58173508],[-139.90472123]
62,[1.95535867],[395.68367429],[-123.31618335]
63,[-5.74560413],[395.69638377],[-188.9002998]
64,[-6.90789634],[393.54684814],[-154.39830606]
65,[-3.30401281],[389.53714406],[-82.39369443]
66,[-18.00264441],[393.03796854],[-130.57279804]
67,[-1.25729615],[381.24080003],[-106.43628527]
68,[-49.89968849],[397.90078233],[-123.48184339]
69,[-3.23695684],[377.17585161],[-116.1862383]
70,[-0.70666709],[372.19734735],[-109.7429158]
71,[-53.50729709],[392.77250352],[-107.46480059]
72,[-150.55858593],[427.7529832],[-151.72375971]
73,[-18.79294124],[372.64160819],[-90.55991628]
74,[0.97906166],[359.14527797],[-79.98512117]
75,[-6.16655907],[359.86465341],[-73.02590465]
76,[-1.31437091],[355.14052532],[-98.78132895]
77,[-3.38724936],[354.64265708],[-63.23124685]
78,[-4.70098139],[352.07392475],[-64.73897404]
79,[-0.02906935],[347.74088973],[-76.75741383]
80,[-7.52185223],[349.18741287],[-93.41653959]
81,[-30.76966312],[355.3806946],[-132.64889575]
82,[-29.73852256],[351.82585526],[-62.22139792]
83,[7.53182764],[335.89498889],[-72.86127647]
84,[-192.35318334],[421.4344941],[-89.14004777]
85,[-6.50569457],[338.63961801],[-83.39485094]
86,[-14.10547485],[339.83449028],[-109.80910784]
87,[-1.73639855],[332.15664739],[-77.75956639]
88,[-113.89763551],[373.7500752],[-122.68812052]
89,[-3.5487902],[328.78081507],[-72.73385263]
90,[7.58598215],[325.52300935],[-55.42758958]
91,[-0.8823058],[323.60619589],[-99.20731268]
92,[-0.87530899],[322.119369],[-92.71589535]
93,[-1.60524946],[320.35416306],[-76.08000994]
94,[-16.49593912],[324.69158854],[-116.18490265]
95,[-3.88590966],[318.47637919],[-62.32470732]
