,Mean,Variance,Predictive model
0,[-10078.44665042],[19771.66279402],[-90.27848131]
1,[642.4756287],[3963.65206833],[-18.06409396]
2,[-367.95918556],[3916.76708948],[-15.39129583]
3,[-137.2391438],[3258.03254693],[-16.043064]
4,[-3763.77946302],[3523.63888774],[-56.65446846]
5,[-140.65531331],[1546.2955245],[-26.70108138]
6,[-138259.41224289],[132291.03402716],[-3860.01116661]
7,[14041.73661424],[35509.64909502],[-2535.404227]
8,[-40900.0054018],[27638.06703928],[-707.28692908]
9,[-33484.68785655],[120297.4634124],[-31111.45648883]
10,[3046.53500361],[3626.98177843],[-629.39684479]
11,[-8129.30957069],[7532.80335264],[-639.67911831]
12,[-1542.47969782],[4979.92525996],[-1057.98622206]
13,[999.75140969],[2687.61040469],[-630.81412288]
14,[-1387.40108581],[3533.52584735],[-1068.4550673]
15,[724.64856312],[1775.80668421],[-705.88206666]
16,[-404.55213764],[1915.69133461],[-427.58425613]
17,[-322.13168167],[1689.81629074],[-537.77745364]
18,[-279.72938454],[1306.8245063],[-210.38188887]
19,[399.27185821],[1063.90877967],[-534.6375447]
20,[-75.07819118],[1099.19589511],[-194.80121626]
21,[-142.7662858],[1075.90055359],[-193.25513222]
22,[-99.66895034],[1055.8320934],[-367.23860057]
23,[-85.97121205],[967.35148487],[-231.54308987]
24,[-63.91164903],[923.24673795],[-242.67865815]
25,[-79.7428239],[861.72464104],[-236.60690747]
26,[-27.93234886],[829.14136456],[-225.56221432]
27,[-45.20718006],[757.40380363],[-178.52711405]
28,[20.01689297],[806.47701203],[-320.59615544]
29,[-16.48255195],[728.61183229],[-158.42995759]
30,[-63.31345022],[727.36682226],[-191.24142976]
31,[-27.16585221],[698.04340685],[-158.33927511]
32,[-14.84897723],[706.35112411],[-221.5110599]
33,[-15.28290317],[664.39230205],[-154.59235434]
34,[-33.20082223],[661.063049],[-132.00693535]
35,[-9.93112624],[644.10996544],[-157.41254353]
36,[-21.3019729],[662.83039179],[-257.91339231]
37,[-6.89233749],[657.20994046],[-202.69196932]
38,[-6.74441236],[607.39119157],[-165.90584043]
39,[-26.67030022],[607.83639542],[-235.50370629]
40,[-10.55269951],[592.4316404],[-251.24020397]
41,[-29.78385436],[595.56767363],[-196.33862817]
42,[1.69574248],[579.79325894],[-127.09791335]
43,[-8.50731589],[572.92310801],[-222.0048298]
44,[-15.25220792],[570.57808772],[-228.78711453]
45,[-15.28626223],[558.8098299],[-169.93276699]
46,[-19.68309087],[555.1149139],[-238.71783441]
47,[-5.90087819],[546.44796875],[-230.54011915]
48,[-6.29177718],[535.47577558],[-240.2302817]
49,[1.03516586],[525.01650142],[-106.66383651]
50,[3.47944257],[522.46259583],[-148.21398143]
51,[-19.42839998],[524.11155257],[-185.97105377]
52,[-24.57512891],[522.77983162],[-153.27056446]
53,[-3.09694939],[509.79547156],[-200.72269742]
54,[-19.25444306],[509.68302723],[-177.44221976]
55,[-10.2307856],[502.26529968],[-171.97434153]
56,[-43.12346795],[511.32536666],[-112.39529266]
57,[-9.06447435],[491.58270275],[-167.09398653]
58,[-11.57872753],[488.57403497],[-115.97637974]
59,[-5.36779217],[482.73517862],[-146.69652129]
60,[-2.17088588],[474.77209898],[-161.12669287]
61,[-14.1358673],[475.94323702],[-154.11979969]
62,[-13.23931674],[470.64525221],[-115.36904074]
63,[-1.81259887],[462.96934],[-101.29663948]
64,[0.82556777],[459.19909797],[-139.51866062]
65,[-17.55105281],[461.67824787],[-101.15483588]
66,[1.61451768],[451.28895026],[-124.17295764]
67,[-9.65441216],[451.62564459],[-97.00411501]
68,[-9.45567515],[448.73509525],[-155.89087969]
69,[-4.79824305],[443.85218038],[-162.73408048]
70,[-5.99098583],[440.64112975],[-114.04168435]
71,[-15.77005236],[440.08455127],[-140.63774352]
72,[-4.04184724],[432.92076364],[-95.31838024]
73,[-9.0842796],[432.2547081],[-73.46407257]
74,[2.26312634],[424.375834],[-113.8793512]
75,[-8.20275988],[425.90758419],[-107.76319579]
76,[-11.85646044],[424.88569402],[-57.34596676]
77,[-1.31546549],[418.19014192],[-126.31170789]
78,[-2.1476882],[414.92418155],[-68.43619643]
79,[-13.59266917],[416.61274499],[-120.81589274]
80,[-14.23208589],[414.81346575],[-72.2311833]
81,[-4.17476006],[407.94818053],[-98.39312283]
82,[-2.18576807],[404.11373735],[-70.13903207]
83,[0.77902299],[400.80243564],[-70.06587578]
84,[-11.43101849],[402.97211262],[-96.93278587]
85,[-6.92123108],[398.77700789],[-77.54395147]
86,[-28.30235729],[406.59461312],[-84.63408155]
87,[-14.07441136],[396.99014628],[-122.31732791]
88,[-5.57653435],[391.08946267],[-77.80072914]
89,[-4.5938679],[388.49460493],[-60.97990136]
90,[-1.25869301],[384.84089193],[-83.27020868]
91,[-2.40122977],[383.5749388],[-75.99106304]
92,[-7.27780823],[383.32734591],[-63.38231544]
93,[-8.0581961],[381.76712879],[-78.73711191]
94,[2.23613527],[375.76787375],[-110.2885558]
95,[-10.66359009],[378.94967025],[-77.49905095]
