,Mean,Variance,Predictive model
0,[33.17008271],[47.36469258],[-0.298569]
1,[34.30368633],[41.82642729],[0.80920968]
2,[5.26277549],[53.77072353],[-0.25332491]
3,[-41.3872751],[59.65479155],[-0.88025639]
4,[28.00276976],[38.68171597],[0.759318]
5,[82.99467112],[11.5384915],[2.4146696]
6,[55.78437412],[44.96613862],[3.01951523]
7,[61.72255811],[33.6846489],[-1.15464103]
8,[8.65318257],[61.93767856],[-3.18354702]
9,[26.73855851],[59.20770767],[-1.75267377]
10,[55.26232444],[47.09258121],[-1.21074955]
11,[73.98604419],[32.97503577],[4.785075]
12,[9.76301825],[61.30164706],[-0.01634601]
13,[18.06398944],[57.55516303],[-2.85873524]
14,[18.56520923],[54.30996478],[1.68230523]
15,[-26.26674917],[65.0291231],[3.61105698]
16,[22.58502418],[49.05191443],[3.41616725]
17,[-31.15635859],[63.58359668],[8.21588396]
18,[59.47699524],[28.18900334],[6.82538549]
19,[-7.09878797],[59.49397893],[6.41284063]
20,[-5.62844348],[55.23109638],[7.10278209]
21,[15.85569717],[55.42336211],[7.2957403]
22,[98.03338737],[29.91856184],[7.82401052]
23,[1.6779817],[56.96877624],[10.28220241]
24,[61.36887785],[35.4482901],[11.00838804]
25,[60.76265938],[31.28539591],[17.27760812]
26,[58.20406912],[33.82856971],[24.44886653]
27,[24.79395583],[49.45327676],[11.65647318]
28,[46.8684611],[34.58829324],[12.10855199]
29,[61.39296288],[17.34697398],[23.5837254]
30,[67.9094646],[10.9572305],[30.92675774]
31,[65.3039628],[12.02902956],[33.46992474]
32,[70.27042469],[7.97056668],[36.80699119]
33,[79.24478374],[1.77447124],[39.81574288]
34,[70.36517723],[4.93945582],[40.38153033]
35,[74.48798322],[2.68176009],[45.00198364]
36,[76.88200005],[0.98065477],[48.24556899]
37,[78.09461866],[0.39189981],[49.14659673]
38,[78.24952642],[0.29565841],[53.03530764]
39,[78.31623174],[0.24028568],[56.67750214]
40,[65.30909796],[10.68881501],[0.]
41,[29.51241196],[22.41385196],[0.]
42,[63.98188652],[8.98138543],[0.]
43,[49.88157983],[12.1833287],[0.]
44,[57.06349918],[8.50204752],[0.]
45,[77.88039534],[0.39061133],[0.]
46,[78.23753754],[0.23796645],[0.]
47,[78.32191399],[0.20536933],[0.]
48,[78.26676034],[0.20705207],[0.]
49,[78.27172669],[0.20020625],[0.]
50,[78.2600328],[0.21421096],[0.]
51,[78.29382811],[0.1978486],[0.]
52,[78.29574417],[0.19656438],[0.]
53,[78.29857702],[0.19150168],[0.]
54,[78.28641292],[0.1957577],[0.]
55,[78.32101887],[0.18783014],[0.]
56,[78.27106758],[0.19312653],[0.]
57,[78.16624741],[0.20480461],[0.]
58,[78.32170885],[0.18823649],[0.]
59,[78.32473659],[0.18470191],[0.]
60,[78.24366858],[0.19182548],[0.]
61,[78.29206949],[0.18533092],[0.]
62,[78.31757311],[0.184103],[0.]
63,[78.32567707],[0.18130386],[0.]
64,[78.30274152],[0.18248417],[0.]
65,[78.20553194],[0.1949217],[0.]
66,[78.28356357],[0.18157772],[0.]
67,[78.31147618],[0.17865292],[0.]
68,[78.30255071],[0.17823485],[0.]
69,[78.23228475],[0.18592852],[0.]
70,[67.24830283],[4.45067504],[0.]
71,[78.31237821],[0.17626662],[0.]
72,[78.3136682],[0.17507493],[0.]
73,[78.22920516],[0.18785888],[0.]
74,[78.27515494],[0.17673905],[0.]
75,[78.30559422],[0.17546147],[0.]
76,[78.19827015],[0.18708646],[0.]
77,[78.32299899],[0.17264878],[0.]
78,[78.32166385],[0.17189058],[0.]
79,[78.25709904],[0.17558256],[0.]
80,[78.25341209],[0.17509138],[0.]
81,[78.32029714],[0.16968206],[0.]
82,[78.32144417],[0.16815933],[0.]
83,[78.20122127],[0.17679887],[0.]
84,[78.26445669],[0.17022145],[0.]
85,[78.2102915],[0.17277021],[0.]
86,[78.31506118],[0.16676378],[0.]
87,[78.32220369],[0.16637461],[0.]
88,[78.18392462],[0.17982557],[0.]
89,[78.26194044],[0.16880048],[0.]
90,[78.31693797],[0.16495921],[0.]
91,[78.32345487],[0.16295465],[0.]
92,[78.2926782],[0.16415879],[0.]
93,[78.26066471],[0.16532092],[0.]
94,[78.32960278],[0.16114813],[0.]
95,[78.31767647],[0.16203869],[0.]
