,Mean,Variance,Predictive model
0,[30.71220041],[48.87420671],[0.08815636]
1,[26.75897769],[47.08827557],[-0.17206343]
2,[46.36340378],[39.22408875],[-0.60883008]
3,[34.22932541],[46.36372692],[0.66581685]
4,[13.00139958],[49.77206134],[0.91810958]
5,[17.6018211],[55.3716418],[0.60772911]
6,[8.47301897],[54.43469406],[0.33939891]
7,[28.8824293],[47.79122057],[1.90493882]
8,[27.52363099],[46.42277007],[-0.26352541]
9,[83.67173589],[28.85601641],[3.7892803]
10,[29.43380251],[49.70205503],[1.71075874]
11,[30.77778093],[48.95276492],[-1.98022485]
12,[25.21099692],[52.64190868],[6.55548968]
13,[32.77335587],[47.4897796],[1.05212792]
14,[24.49118377],[45.6088479],[6.76329639]
15,[58.22668066],[30.07096745],[6.21977629]
16,[4.88614733],[51.31269736],[-3.6726615]
17,[31.135736],[41.34471313],[4.88899161]
18,[-3.82318739],[57.32484729],[-18.5708345]
19,[57.02382438],[39.99405266],[11.94496845]
20,[51.28494898],[24.63517599],[7.98677673]
21,[18.48929776],[34.03307943],[9.33523486]
22,[48.16142095],[17.81793338],[14.66649837]
23,[69.60143353],[10.56859068],[18.5034609]
24,[77.9473387],[3.6684055],[22.23563552]
25,[78.14424106],[3.37387297],[25.12140451]
26,[77.51792967],[0.84539095],[26.6922747]
27,[77.21844995],[0.49147317],[29.12675088]
28,[-8.85130553],[37.67579461],[-0.]
29,[50.39476418],[16.67721527],[0.]
30,[53.37074574],[14.97966058],[0.]
31,[68.73616115],[7.20035029],[0.]
32,[61.00843231],[9.2519689],[0.]
33,[78.52824444],[1.96635449],[0.]
34,[76.71983283],[1.79008905],[0.]
35,[78.33312626],[0.60470301],[0.]
36,[78.35992925],[0.34061671],[0.]
37,[78.32232252],[0.2954515],[0.]
38,[78.18929418],[0.32420649],[0.]
39,[78.30187365],[0.26330189],[0.]
40,[78.14844125],[0.30444092],[0.]
41,[78.3188744],[0.25196947],[0.]
42,[78.25618955],[0.26826292],[0.]
43,[78.30735267],[0.24861236],[0.]
44,[78.32162821],[0.24386566],[0.]
45,[78.17500466],[0.26559953],[0.]
46,[78.29410819],[0.2424682],[0.]
47,[78.27582711],[0.24183869],[0.]
48,[78.21911069],[0.2456503],[0.]
49,[78.25166923],[0.23978334],[0.]
50,[78.26889555],[0.23432012],[0.]
51,[78.24437954],[0.24972088],[0.]
52,[78.0776493],[0.2619626],[0.]
53,[78.2506329],[0.22892205],[0.]
54,[78.23139912],[0.24103891],[0.]
55,[78.14605797],[0.26202659],[0.]
56,[78.26382255],[0.23007822],[0.]
57,[78.31499311],[0.22238621],[0.]
58,[78.31693329],[0.21967534],[0.]
59,[78.26570228],[0.22463897],[0.]
60,[78.2533575],[0.22502039],[0.]
61,[78.28506998],[0.217383],[0.]
62,[78.25163797],[0.22187966],[0.]
63,[78.31606144],[0.21413389],[0.]
64,[78.31461478],[0.21515976],[0.]
65,[78.19647923],[0.22333291],[0.]
66,[78.22525154],[0.22350144],[0.]
67,[78.0181163],[0.25840728],[0.]
68,[78.32470399],[0.20853158],[0.]
69,[78.26286264],[0.21081813],[0.]
70,[78.32287891],[0.20684311],[0.]
71,[78.32242594],[0.20635466],[0.]
72,[78.32452095],[0.2050044],[0.]
73,[78.17947181],[0.217528],[0.]
74,[78.32230841],[0.20283199],[0.]
75,[63.27329725],[6.05169315],[0.]
76,[78.25982117],[0.20446454],[0.]
77,[78.31725017],[0.20057888],[0.]
78,[78.2975937],[0.19972251],[0.]
79,[78.32736205],[0.19804932],[0.]
80,[78.26127252],[0.20025766],[0.]
81,[78.31254175],[0.19663008],[0.]
82,[78.18842607],[0.20521152],[0.]
83,[78.25505169],[0.20006135],[0.]
84,[78.32263978],[0.19358221],[0.]
85,[78.30037858],[0.1949764],[0.]
86,[78.30418962],[0.19427142],[0.]
87,[78.2905643],[0.19272107],[0.]
88,[78.27152435],[0.19287897],[0.]
89,[78.29024114],[0.19141314],[0.]
90,[78.19112939],[0.19530006],[0.]
91,[78.31922016],[0.18848331],[0.]
92,[78.20973745],[0.19312799],[0.]
93,[78.31471877],[0.18689149],[0.]
94,[78.31907081],[0.18599884],[0.]
95,[78.21953491],[0.18932282],[0.]
