,Mean,Variance,Predictive model
0,[39.55377783],[28.98621013],[0.36942382]
1,[80.05255495],[5.93626646],[0.91051103]
2,[39.04703256],[16.25042407],[0.76717157]
3,[57.16974672],[28.43434705],[1.34353167]
4,[79.88549674],[31.56770812],[-0.1409607]
5,[34.53351569],[54.35043699],[0.44785443]
6,[60.0745094],[44.29411723],[1.69369901]
7,[22.5423094],[58.60927864],[1.25726034]
8,[23.59437835],[55.91726441],[2.41177614]
9,[21.3342644],[56.22402214],[1.46163965]
10,[32.72108055],[50.4389318],[2.59085679]
11,[13.90572579],[55.49961245],[4.27659224]
12,[28.83655276],[50.83909456],[6.59656962]
13,[15.47199697],[54.44580575],[1.83090204]
14,[27.30840498],[45.48484322],[4.32397087]
15,[18.47582562],[46.36070888],[9.75395067]
16,[19.57931859],[44.68538895],[6.51436329]
17,[82.47461941],[14.35814098],[11.27504682]
18,[33.37041962],[31.27414567],[10.51526143]
19,[58.49915716],[16.97863165],[12.93398973]
20,[68.54983751],[9.84355386],[15.380078]
21,[81.20630986],[2.3842286],[19.10249107]
22,[75.11794045],[4.02662524],[21.29025818]
23,[77.67362663],[1.55304604],[23.14260353]
24,[78.29191263],[0.60456598],[24.67664167]
25,[78.34909282],[0.36014883],[27.31482574]
26,[78.13278001],[0.35804],[29.21754779]
27,[31.20559915],[27.92521791],[-0.]
28,[-17.2071227],[53.60948494],[-0.]
29,[31.18716858],[28.51026964],[0.]
30,[-32.19534901],[46.70744376],[-0.]
31,[61.75010625],[8.86582908],[0.]
32,[41.53412779],[16.0348796],[0.]
33,[46.20239951],[13.35026397],[0.]
34,[78.33422561],[0.28612774],[0.]
35,[78.30824173],[0.26541949],[0.]
36,[78.24514639],[0.26263005],[0.]
37,[78.30966886],[0.25259339],[0.]
38,[78.2793834],[0.24994006],[0.]
39,[78.32040355],[0.23753451],[0.]
40,[78.3081337],[0.23546891],[0.]
41,[78.27063782],[0.24244628],[0.]
42,[78.32436925],[0.22965005],[0.]
43,[78.27911602],[0.23642355],[0.]
44,[78.31854785],[0.22651122],[0.]
45,[78.206358],[0.24228147],[0.]
46,[78.28354198],[0.22880746],[0.]
47,[78.25288385],[0.23440899],[0.]
48,[78.32663793],[0.21990726],[0.]
49,[78.24745385],[0.23277355],[0.]
50,[78.31217648],[0.21902272],[0.]
51,[78.15782231],[0.24537098],[0.]
52,[78.32180645],[0.21578002],[0.]
53,[78.29645592],[0.2171287],[0.]
54,[78.29917591],[0.21496721],[0.]
55,[78.32331543],[0.2109581],[0.]
56,[78.25278887],[0.21803106],[0.]
57,[78.28046934],[0.21202973],[0.]
58,[78.27091098],[0.21334414],[0.]
59,[78.26376404],[0.21200537],[0.]
60,[78.30196961],[0.20933444],[0.]
61,[78.31245247],[0.20638988],[0.]
62,[78.30741628],[0.20386501],[0.]
63,[78.28902773],[0.20621691],[0.]
64,[78.25211071],[0.21010435],[0.]
65,[78.30466552],[0.20251059],[0.]
66,[78.27199581],[0.20405876],[0.]
67,[78.27240665],[0.20216347],[0.]
68,[78.21405625],[0.20618199],[0.]
69,[78.29981658],[0.19792667],[0.]
70,[78.2675712],[0.19999336],[0.]
71,[78.15664706],[0.2125364],[0.]
72,[78.30560689],[0.19541193],[0.]
73,[78.32306182],[0.19257711],[0.]
74,[78.20607816],[0.20406445],[0.]
75,[78.29811029],[0.19205665],[0.]
76,[78.31430857],[0.19071131],[0.]
77,[78.20673563],[0.20051868],[0.]
78,[78.31201675],[0.18880213],[0.]
79,[78.2779468],[0.18949559],[0.]
80,[78.2469068],[0.19356895],[0.]
81,[78.15592783],[0.2029305],[0.]
82,[78.25342148],[0.18900033],[0.]
83,[78.19715633],[0.19773272],[0.]
84,[78.32989261],[0.18317683],[0.]
85,[78.31156489],[0.18285034],[0.]
86,[78.32101924],[0.18175027],[0.]
87,[78.31226785],[0.18159207],[0.]
88,[78.28071225],[0.1827285],[0.]
89,[78.3031505],[0.18092172],[0.]
90,[78.32607003],[0.17856115],[0.]
91,[78.29585847],[0.17899996],[0.]
92,[78.31962665],[0.17725944],[0.]
93,[78.26687052],[0.18102733],[0.]
94,[78.31254495],[0.17676573],[0.]
95,[78.32199546],[0.17551038],[0.]
