,Mean,Variance,Predictive model
0,[11108.24259854],[124668.94125829],[-741.15697454]
1,[-83562.06984671],[163966.20992941],[-2045.28321245]
2,[-27694.42196417],[116369.32381602],[-1200.96859845]
3,[-17702.48121825],[95367.73270936],[-1431.30222789]
4,[-5856.90984006],[76384.85796112],[-1320.53233317]
5,[5434.68889907],[79978.60330372],[-1053.93069834]
6,[28643.97898483],[56476.73898512],[-2080.91806109]
7,[-47515.65764775],[130924.8192376],[-1680.66398627]
8,[12331.6452674],[113910.54971651],[-17105.64458449]
9,[-76306.95719742],[130254.0553417],[-348.05625882]
10,[12102.43636498],[58589.06406657],[-1165.91365535]
11,[-47568.54595956],[122608.69954046],[-3550.58725658]
12,[-44655.57754918],[117619.46004093],[-442.24457996]
13,[13253.04415269],[47585.81857554],[-1790.24404448]
14,[-79988.34282899],[76625.29429403],[-3645.13929046]
15,[-7546.19821004],[50064.56997635],[-1509.28160894]
16,[-6322.37831824],[41944.09741153],[-1050.56901409]
17,[-45584.37721822],[111332.81069006],[-603.24450846]
18,[-46162.71810444],[54325.67334434],[-8979.30940095]
19,[3906.89825384],[29488.40299596],[-8333.22576761]
20,[-35606.55216019],[47600.43589231],[-14688.6794807]
21,[-2713.1092359],[26242.80319027],[-1773.92982204]
22,[215.55143599],[23030.73734178],[-976.12225261]
23,[8904.692765],[18116.01864639],[-5563.75166707]
24,[5852.58534263],[16415.31994898],[-610.75509845]
25,[-8434.55812244],[21509.85337504],[-3229.96617845]
26,[3231.28532307],[15496.25354773],[-2302.52081445]
27,[6243.70647821],[14071.5169579],[-1531.60172725]
28,[-777.47153072],[14999.61705958],[-3281.59691374]
29,[-10412.41193286],[16800.94067408],[-1744.98862145]
30,[1952.19040581],[9249.41237514],[-852.13118323]
31,[-10709.99508008],[13902.68021172],[-1919.95194335]
32,[-5679.93058128],[12119.58768331],[-1862.52937127]
33,[75.11838216],[9911.25633332],[-3844.70215946]
34,[1846.97500209],[7697.17390791],[-1151.88760926]
35,[7413.94799193],[5308.84249578],[-1299.56908475]
36,[-2711.07451063],[9537.03710599],[-1099.136404]
37,[2571.94527748],[6752.13746057],[-1242.01697478]
38,[2131.90623859],[6185.32808245],[-1179.29032953]
39,[2794.00416847],[5736.77278097],[-1182.48703448]
40,[-4537.40954526],[8042.99596108],[-1383.05971717]
41,[-38512.36109018],[21557.76619075],[-3209.4316911]
42,[-41286.52012121],[25698.82774493],[-2012.15688804]
43,[-16519.34483644],[11966.53529334],[-2504.30131589]
44,[1679.68126804],[4908.26317771],[-3148.89098716]
45,[5403.53521576],[3363.82040461],[-3223.43576217]
46,[-4922.72046461],[7494.51208517],[-3097.42644934]
47,[-10990.18548086],[9766.34434273],[-2234.97609487]
48,[-1702.59624923],[6011.12024356],[-2313.90926746]
49,[1124.59154441],[4321.64479001],[-1391.50644574]
50,[-2745.23041501],[5861.73281025],[-2651.29130819]
51,[-10301.1119185],[8445.36623389],[-2000.33306162]
52,[-7152.46891656],[8026.35075393],[-3326.47944568]
53,[-3189.22001416],[5396.6676274],[-1734.71206249]
54,[-5788.55103802],[6458.20020917],[-2084.13988614]
55,[-3245.56805098],[6148.1742469],[-3354.2028226]
56,[-2417.30045548],[5181.02243507],[-2172.10050494]
57,[-217.95245676],[3982.16290613],[-1749.85243996]
58,[1093.78191527],[3137.40378112],[-2087.74862948]
59,[3006.11433137],[2473.47841838],[-2327.98065568]
60,[1655.63753258],[3512.72145279],[-2929.51461393]
61,[-624.10025452],[3684.73316268],[-1809.94683952]
62,[972.89400217],[2831.65642241],[-1758.36532496]
63,[-1521.59212145],[3541.55189863],[-2130.07664088]
64,[648.5588133],[2694.46261165],[-1924.27527851]
65,[-383.4364151],[2828.64502054],[-1526.35434026]
66,[-9237.76829489],[7005.41374087],[-2417.91904337]
67,[668.51987326],[2352.33452009],[-1839.3513841]
68,[-1663.54871333],[3117.21947739],[-1720.36477824]
69,[1103.89547536],[1861.46433063],[-1836.91156465]
70,[-740.61083017],[2542.75073877],[-1395.0218254]
71,[-79.38006795],[2457.72122959],[-1980.48012269]
72,[-1505.81599209],[2776.16045653],[-1555.40639387]
73,[-6256.83841811],[4810.7513062],[-1969.8128755]
74,[789.29949005],[1825.18868143],[-1388.04344989]
75,[-3013.04758266],[3355.7523993],[-1746.88058234]
76,[785.72657476],[1375.81568501],[-1475.94153526]
77,[-3828.59684836],[3181.82070559],[-1673.90865182]
78,[-1299.80757466],[2161.24573246],[-1523.48131089]
79,[-661.07107424],[2362.18972396],[-2613.98583325]
80,[-58.28572555],[1576.47159459],[-1571.60113536]
81,[-798.35851623],[1796.17736066],[-1423.91385228]
82,[280.92737169],[1354.89010426],[-1528.36907579]
83,[557.1230693],[1288.25650867],[-1548.50450985]
84,[5.67727331],[2022.78853811],[-2712.01747098]
85,[1195.57608421],[997.26875339],[-1477.27995428]
86,[-347.82346644],[1601.28204029],[-1636.45091212]
87,[-624.25267021],[1608.49281948],[-1504.50857615]
88,[-777.57145104],[1680.37596752],[-1684.5438902]
89,[153.62215079],[1229.2272576],[-1353.01292103]
90,[-137.91920448],[1420.61708942],[-1547.86656204]
91,[-288.53411527],[1350.65441921],[-1622.51529619]
92,[-116.01849779],[1254.63302757],[-1294.27737243]
93,[-2810.75045351],[2253.20379629],[-1516.6156624]
94,[-3020.13134241],[2369.90497154],[-1640.10971326]
95,[-201.84870283],[1225.9609932],[-1811.90099969]
