,Mean,Variance,Predictive model
0,[-5.76157482],[51.72632928],[0.1238929]
1,[1.07572606],[51.64269829],[0.33563519]
2,[-20.06209357],[58.39195769],[-0.07338772]
3,[23.65725007],[50.60397599],[0.9853888]
4,[21.08461768],[44.87430165],[0.47101691]
5,[-0.65157751],[54.58656739],[0.62355885]
6,[-10.27903238],[55.17958951],[-0.84783068]
7,[-22.6297298],[61.33157801],[-0.37762445]
8,[1.29637888],[54.4619458],[0.20578256]
9,[-15.95728746],[61.08083263],[-5.24312543]
10,[-2.33781148],[49.09394655],[1.34476475]
11,[46.87050448],[30.35067681],[5.23633457]
12,[5.26271595],[47.40805682],[4.37885962]
13,[56.74178932],[19.26491794],[3.49955367]
14,[-0.6435862],[38.38583443],[5.71873245]
15,[78.60653927],[5.89139765],[9.29068565]
16,[37.03563603],[23.17654685],[7.09938577]
17,[74.56597867],[4.63607326],[11.90817628]
18,[78.53619109],[1.48008239],[14.04059046]
19,[70.45921298],[4.95353054],[15.57640925]
20,[74.2723775],[3.15794535],[18.501378]
21,[78.89348385],[0.61842956],[19.98919146]
22,[78.21521472],[0.38871857],[21.74914036]
23,[14.06120903],[26.09751857],[0.]
24,[39.89815008],[15.65235584],[0.]
25,[78.23694176],[0.38418153],[0.]
26,[78.292141],[0.26074054],[0.]
27,[78.25964889],[0.2564397],[0.]
28,[78.30133673],[0.24140902],[0.]
29,[78.30928972],[0.23178346],[0.]
30,[78.31017407],[0.22605712],[0.]
31,[78.31622788],[0.22533525],[0.]
32,[78.2510872],[0.23319999],[0.]
33,[78.30596157],[0.21941567],[0.]
34,[78.25319259],[0.23391392],[0.]
35,[78.31132073],[0.21699503],[0.]
36,[-60.27278454],[54.15636719],[-0.]
37,[78.26973533],[0.25886685],[0.]
38,[78.27823924],[0.2543585],[0.]
39,[78.26565217],[0.25707248],[0.]
40,[78.3306021],[0.2429775],[0.]
41,[78.31035195],[0.24355708],[0.]
42,[78.32642947],[0.24000204],[0.]
43,[78.2375604],[0.2540394],[0.]
44,[78.3083337],[0.23802726],[0.]
45,[78.29504828],[0.24046818],[0.]
46,[78.26428477],[0.24230551],[0.]
47,[78.31346782],[0.23279662],[0.]
48,[78.32160887],[0.231336],[0.]
49,[78.28386273],[0.23556161],[0.]
50,[78.32138325],[0.2282583],[0.]
51,[78.30464936],[0.22922233],[0.]
52,[78.24751932],[0.23582568],[0.]
53,[78.32255568],[0.22382365],[0.]
54,[78.30472037],[0.22479811],[0.]
55,[78.28400706],[0.22600088],[0.]
56,[78.29511889],[0.22279744],[0.]
57,[78.26774413],[0.22664866],[0.]
58,[78.29841817],[0.21984838],[0.]
59,[78.21915578],[0.22785953],[0.]
60,[78.28237595],[0.21900223],[0.]
61,[78.23952604],[0.22433779],[0.]
62,[78.28920568],[0.21505261],[0.]
63,[78.27290481],[0.21703976],[0.]
64,[78.26394239],[0.21596573],[0.]
65,[78.28566919],[0.21227813],[0.]
66,[78.31752893],[0.20889997],[0.]
67,[78.29681715],[0.2104533],[0.]
68,[78.30985775],[0.20699655],[0.]
69,[78.30059579],[0.20763668],[0.]
70,[78.31324142],[0.20485319],[0.]
71,[78.26087973],[0.20781915],[0.]
72,[78.19281897],[0.21463731],[0.]
73,[78.31076547],[0.20250535],[0.]
74,[78.28830854],[0.20333439],[0.]
75,[78.30803343],[0.20073465],[0.]
76,[78.20694547],[0.20867765],[0.]
77,[78.29468196],[0.19944336],[0.]
78,[78.31799452],[0.19683942],[0.]
79,[78.30225328],[0.19726175],[0.]
80,[78.30193135],[0.19603137],[0.]
81,[78.29325033],[0.19531561],[0.]
82,[78.25883291],[0.19798314],[0.]
83,[78.27026013],[0.1947222],[0.]
84,[78.32193828],[0.19121558],[0.]
85,[78.29521436],[0.19135522],[0.]
86,[78.24419181],[0.19742443],[0.]
87,[78.30384118],[0.1891801],[0.]
88,[78.31720054],[0.18770636],[0.]
89,[78.31801126],[0.18681635],[0.]
90,[78.31972574],[0.18635364],[0.]
91,[78.31546563],[0.1859497],[0.]
92,[78.27451087],[0.18782924],[0.]
93,[78.26108017],[0.18686953],[0.]
94,[78.11349566],[0.19923699],[0.]
95,[78.29713643],[0.18301368],[0.]
