,Mean,Variance,Predictive model
0,[-41630.12975656],[44067.71436642],[-124.10895054]
1,[-36967.33994229],[42513.31574617],[-206.67836793]
2,[-32309.39599779],[41211.59900773],[-625.96404911]
3,[-32812.50801465],[41268.443121],[-689.31015868]
4,[-29664.01365809],[39894.84286654],[-370.75698207]
5,[-31117.95936184],[39830.93663223],[-320.09283674]
6,[-35293.69607065],[38688.92539689],[-1756.14167942]
7,[-176652.71342414],[134076.6557956],[-6180.02879007]
8,[-120629.33763256],[280705.38721205],[-2850.34170584]
9,[-73238.95634944],[258601.95915393],[-7235.1670689]
10,[-27828.1900485],[20520.43657298],[-2853.02102976]
11,[-17452.63836126],[26916.16257307],[-1627.87283888]
12,[9204.11339861],[11832.50771132],[-4841.6106455]
13,[-17752.04783967],[21993.64684973],[-3343.92225054]
14,[6049.68586787],[9943.36577436],[-1767.86850634]
15,[-31936.71344178],[210436.57772315],[-10036.26209204]
16,[-6215.56230205],[11397.98929901],[-1987.51949451]
17,[-70795.3783113],[236216.52924788],[-2583.21342816]
18,[-42895.70461752],[19971.05519568],[-10002.03117537]
19,[-1383.82854343],[9480.5731961],[-2906.91792525]
20,[-5075.97224488],[8681.39971642],[-2631.03017509]
21,[-30492.28501883],[10971.05010347],[-3578.4322868]
22,[-14872.36779578],[8061.54309367],[-5760.54737428]
23,[-1514.54088703],[4743.63781654],[-3207.92683719]
24,[-85956.63664324],[168995.40296926],[-3894.22229636]
25,[-5261.57799595],[4847.33842337],[-6391.42086741]
26,[-119104.97125568],[161835.45146484],[-4432.84063882]
27,[-70539.36960249],[141084.9516834],[-4790.42229046]
28,[-9383.46610396],[5784.5253506],[-5286.59056748]
29,[-699.27725397],[3417.62569088],[-4018.4383081]
30,[-4779.63519414],[4111.5062491],[-4933.83978293]
31,[-23100.04421422],[7955.54657958],[-6184.38713126]
32,[-9536.17549888],[4537.38765146],[-4870.82666435]
33,[-305.71149264],[2651.54257073],[-4627.18848073]
34,[-1527.90363962],[2834.00827617],[-4670.41673194]
35,[-1146.95459904],[2550.12332562],[-5163.81427531]
36,[-2032.00528202],[2533.81200947],[-4635.62079889]
37,[-5880.55780557],[3269.90971768],[-4597.62003557]
38,[-2280.39288931],[2463.78037773],[-5781.8831404]
39,[-1034.69980872],[2113.19266797],[-5872.83713391]
40,[-17037.96376807],[6760.50774993],[-13784.80277502]
41,[-1645.03452365],[2089.26775774],[-5382.69985479]
42,[-1487.57685201],[1900.60982554],[-5985.28056596]
43,[-1150.63873589],[1832.76291404],[-6221.43053581]
44,[-11073.90459234],[10162.36009583],[-8983.84552708]
45,[-4828.86081502],[4629.87727904],[-8631.59909191]
46,[-2707.37663677],[2043.75925448],[-6435.05807308]
47,[-2741.1555598],[2934.95275244],[-6830.18772198]
48,[-32889.79526809],[10169.60082638],[-8395.68497965]
49,[-48022.72689473],[12570.16385268],[-7067.64739125]
50,[926.52564893],[1851.78251745],[-6901.94100966]
51,[-12171.53972318],[5161.92302309],[-11411.68572612]
52,[-1753.28963984],[2297.35171605],[-6997.34528471]
53,[-7478.84863955],[4198.1976466],[-8222.65965964]
54,[-6156.88981065],[3790.9631958],[-8929.17298366]
55,[-891.82922901],[1668.42977002],[-7245.38211024]
56,[-8757.9207853],[3129.17436915],[-6906.24356803]
57,[-806.18497566],[1302.65541428],[-6096.59954624]
58,[-667.32519754],[1419.88183313],[-5517.75069424]
59,[-1963.73038722],[1634.42368063],[-6178.175471]
60,[-1338.97679775],[3602.99568161],[-6268.03575411]
61,[-836.70865873],[3382.92322243],[-5531.57562921]
62,[-389.2661427],[1035.93529899],[-6310.39704119]
63,[-3796.42740885],[2243.32540072],[-7942.63244406]
64,[-145.28245344],[3335.48714698],[-5574.69540626]
65,[70.2672787],[1009.39826809],[-5693.69009636]
66,[488.93208339],[863.10360127],[-5081.49677181]
67,[254.90244472],[890.98067216],[-4757.72073634]
68,[-278.92001505],[941.30195674],[-4547.16553862]
69,[-656.94536747],[909.44398972],[-5535.07766556]
70,[-1058.86472542],[1096.7553365],[-5217.73770055]
71,[-1488.21565014],[1043.44370977],[-5339.53097319]
72,[542.58566552],[653.2373698],[-5215.54680382]
73,[-154.16748146],[834.30980416],[-4687.28046546]
74,[-2433.45719017],[1236.57589515],[-4676.54097815]
75,[625.71535942],[582.4474557],[-3661.35289255]
76,[-166.46716155],[704.51861078],[-4067.46637038]
77,[340.46781322],[649.84000117],[-4197.82383682]
78,[-398.90308607],[699.92689312],[-3569.75865988]
79,[-409.39430538],[770.14256809],[-4262.7260944]
80,[-121.48791293],[665.11752491],[-4781.88749846]
81,[-578.94436807],[730.79056439],[-4066.26053216]
82,[-3377.60166593],[1308.23639525],[-3928.98389732]
83,[-1382.52859678],[1004.41243977],[-3662.24658613]
84,[-783.39523686],[761.18040217],[-3283.04340227]
85,[287.16021607],[565.85691072],[-4399.74628656]
86,[-36.20955129],[649.71122057],[-3694.12981755]
87,[529.55958222],[515.63100787],[-4126.83212661]
88,[-691.18250263],[772.04963878],[-3893.60489435]
89,[-632.13004048],[734.63349602],[-3286.86929175]
90,[-320.31375577],[654.41373924],[-3223.16679547]
91,[-1534.03429729],[876.818907],[-4096.2238502]
92,[216.70650271],[502.91743484],[-3963.70409952]
93,[-1275.26931372],[772.85598831],[-3424.72348708]
94,[266.81427083],[529.23749421],[-3797.30437929]
95,[106.83311121],[526.32821674],[-3546.81656233]
