,Mean,Variance,Predictive model
0,[8746.69974107],[151324.92101328],[-1092.55565961]
1,[-83143.26240814],[211246.34742455],[-3890.38656573]
2,[-70699.2753687],[152060.25169891],[-5655.13315617]
3,[-48875.26900329],[151785.93393167],[-2389.01785737]
4,[-213755.13531553],[137003.67027401],[-4135.29192576]
5,[-4046.30098441],[86860.59664706],[-1380.26693134]
6,[-1316.09131426],[75136.33065244],[-8065.69006132]
7,[9260.32439367],[53165.25219459],[-4198.7867154]
8,[-26731.88031428],[79469.41387449],[-2330.04657794]
9,[-3357.72266103],[63113.44328812],[-5567.04663945]
10,[-393058.448974],[161071.82409039],[-22926.10394261]
11,[53253.3062191],[51080.03409622],[-1613.42987596]
12,[-12606.71080754],[46132.1805884],[-12667.10327707]
13,[7131.99852854],[26118.21188629],[-1626.69088591]
14,[-10662.03477341],[27920.71688374],[-4469.56536779]
15,[33781.15805383],[66200.32248329],[-12068.86719337]
16,[-14635.14242371],[21854.55842627],[-2612.26117302]
17,[-150555.10833444],[259959.46627964],[-1903.10692425]
18,[-25958.01768984],[19327.10084783],[-3788.44150909]
19,[2527.95931255],[9504.73914942],[-2454.43170936]
20,[-4177.83987952],[10534.51523619],[-3409.5180441]
21,[-12725.84528173],[12235.23452238],[-4908.31611228]
22,[-1840.78891083],[7093.2101897],[-2648.61299839]
23,[-25370.84652973],[10984.60042315],[-3223.09185574]
24,[-13940.7588608],[8221.7429733],[-3069.64235876]
25,[-39614.40353395],[13710.02338787],[-5054.13521908]
26,[-2997.92391306],[5658.10564388],[-3593.89123671]
27,[-930.12787265],[4589.18707222],[-3312.56301133]
28,[-8665.80371632],[5788.172757],[-3840.89923824]
29,[937.320068],[4145.11894102],[-5312.03104338]
30,[-113.69709307],[7137.7716148],[-6132.71210475]
31,[-1304.14828248],[5835.58521989],[-5893.49540953]
32,[-1439.73318191],[5330.66956806],[-5362.21493498]
33,[1520.88710114],[4796.16546674],[-5397.53791821]
34,[-5807.05729609],[6969.42584086],[-5493.86776214]
35,[-722.01228939],[5283.9710569],[-6073.54674072]
36,[-1806.70957554],[5183.41403192],[-6097.43652591]
37,[-1938.38684678],[5010.73796137],[-5892.47215123]
38,[-3262.81326992],[4987.26624251],[-6187.86022899]
39,[-18838.75946211],[8261.13950295],[-8159.26358177]
40,[-5705.10032978],[19442.05890361],[-36684.27674581]
41,[-4988.5725576],[10783.7346017],[-14315.41918857]
42,[-8815.88361209],[9824.27392819],[-12453.03325364]
43,[-3395.36159367],[5068.08471078],[-8689.76438869]
44,[-1577.49701811],[4629.28494985],[-8245.32144876]
45,[-2011.41511729],[4776.4980624],[-8860.8495323]
46,[-17474.98386974],[8876.87410525],[-9361.50769499]
47,[-3124.86265515],[5234.1894065],[-9303.41724308]
48,[-23046.25737415],[9274.01923025],[-9990.51308261]
49,[-5360.07514247],[6207.82807517],[-13892.01242594]
50,[-20340.3082188],[7875.95047178],[-10390.19686063]
51,[-27912.66500792],[9458.04336481],[-10879.51146696]
52,[-10926.50345885],[5992.91515454],[-14132.40421919]
53,[-17159.62248156],[6779.7012119],[-11176.45251467]
54,[-9662.36471995],[4468.98324784],[-10546.64306907]
55,[-14607.07795925],[5278.20580813],[-10976.16048715]
56,[-14378.01368182],[4852.77265113],[-9113.3090751]
57,[-7557.58109245],[3475.68401999],[-10995.01565969]
58,[-420.79958403],[4887.4234938],[-9230.24248034]
59,[-1979.82523053],[2310.26221959],[-9284.13737652]
60,[-2205.10762498],[2281.36731617],[-9578.11931381]
61,[-1034.99863393],[1876.35239576],[-9078.80832746]
62,[1010.23894586],[1513.84769757],[-8687.55462599]
63,[-2753.55092839],[2101.12270295],[-9042.39184696]
64,[-2392.13716832],[1870.63228417],[-8609.85448573]
65,[-562.56249643],[1421.92673504],[-8093.03888412]
66,[-3266.2953578],[2038.06636401],[-8848.7310276]
67,[-1246.03581147],[1480.56032292],[-8213.42317971]
68,[-3025.54352399],[4683.40008658],[-8312.53391127]
69,[-865.16168075],[4268.24639979],[-7808.40456254]
70,[-532.78883521],[1306.50548742],[-7907.37125825]
71,[-4640.38221072],[2208.99619436],[-9138.65725284]
72,[208.92076569],[1108.61974468],[-8211.62848551]
73,[-1007.38751887],[4196.42840144],[-7089.60456785]
74,[-931.59126595],[1286.28338026],[-7065.60034054]
75,[452.19199115],[1059.6217683],[-7582.53400479]
76,[922.39327195],[832.66682644],[-6599.20929617]
77,[-725.82932909],[1240.58165992],[-8301.30547042]
78,[-1069.47927624],[1192.87754876],[-7182.60957492]
79,[181.01605764],[937.64550395],[-7400.80241353]
80,[-1562.67952263],[1307.83445102],[-6900.55921633]
81,[581.10949167],[854.13850827],[-6893.78401931]
82,[-1898.30260674],[1294.07814451],[-6920.03226126]
83,[387.76773438],[848.22400208],[-6730.50791488]
84,[-933.79836358],[1047.77834149],[-6501.24879422]
85,[420.66037375],[738.61821836],[-6815.27602902]
86,[-1284.01721568],[1116.19713081],[-6481.54018815]
87,[-4640.56522939],[1819.19891628],[-5796.24450155]
88,[-472.61606515],[894.31672523],[-6628.67186498]
89,[821.24195596],[659.08890671],[-5712.79829586]
90,[-4067.28968531],[1685.13927832],[-7124.66569243]
91,[-222.3078898],[800.73930386],[-6654.99081728]
92,[651.83841681],[631.1614118],[-5803.57842668]
93,[433.69600285],[708.93024648],[-6612.43243385]
94,[419.31112544],[607.68496063],[-5734.79528124]
95,[-131.60975547],[739.35910941],[-5892.69472229]
