,Mean,Variance,Predictive model
0,[-189096.46982722],[280493.86451666],[-1191.69002802]
1,[28572.7975001],[44928.20277034],[-143.15352316]
2,[30581.51225783],[30477.27233833],[-2074.87490279]
3,[-173962.22561989],[87952.44294953],[-2267.77359061]
4,[8596.18405437],[34632.99084587],[-224.57446195]
5,[1678.64950571],[109496.2091426],[-949.50779041]
6,[-78496.95171923],[79919.70664088],[-1219.2141487]
7,[4372.47312321],[54851.2253712],[-1457.42748611]
8,[-442332.07194471],[155813.34787677],[-7851.0413352]
9,[-3569.5706565],[35920.05330318],[-10285.27069072]
10,[22561.51153592],[26498.85423926],[-8902.36178094]
11,[-110256.52184937],[57934.01583261],[-6985.60068864]
12,[-16467.43950299],[31461.43151049],[-2373.00767357]
13,[-124574.60526748],[52828.99354455],[-15972.98149374]
14,[-21262.18884645],[21914.2453936],[-2111.77535457]
15,[-3493.97131797],[15258.00264714],[-2118.36332245]
16,[3373.92135154],[11911.26671848],[-1557.92872386]
17,[-8861.15562145],[11810.90776423],[-1707.85907147]
18,[-234824.02947214],[123592.23789175],[-42879.20637722]
19,[-5433.74335697],[16058.30687598],[-3627.54075987]
20,[-13872.33513598],[13437.45964776],[-1963.07733694]
21,[-6558.35266259],[14801.66184624],[-13100.32742264]
22,[-26054.94761965],[15633.58849312],[-6145.91574145]
23,[-13956.58689588],[9779.72282745],[-6044.30885313]
24,[-8176.39378883],[9281.14402796],[-4487.28975228]
25,[-30558.79560783],[12649.72191698],[-14847.58220894]
26,[-5680.94176068],[6092.28397875],[-5268.69013556]
27,[-2045.34339567],[5018.54001605],[-3930.44191569]
28,[2144.71723209],[3760.15007274],[-4020.92244431]
29,[-16455.02687035],[7528.39873615],[-6677.15737393]
30,[-3440.51723049],[4039.87003851],[-3676.85886033]
31,[-162.68692768],[3193.50293522],[-6231.19859652]
32,[-1142.30883462],[2212.76966795],[-4206.14113368]
33,[-5986.27559999],[3656.61879561],[-5511.34009971]
34,[-2998.55667381],[6383.51753181],[-5825.42233185]
35,[-18560.09628072],[12142.90925136],[-22446.19599288]
36,[-11696.46973663],[6885.07586055],[-8477.43206869]
37,[-6068.09897043],[5180.1575014],[-8282.38590927]
38,[-1627.12953376],[3939.80261247],[-6803.83280787]
39,[-2791.47911227],[3169.85241645],[-6739.78999336]
40,[-659.27108838],[6111.7802852],[-6671.17106974]
41,[-3169.42601934],[6555.8045086],[-7596.84509593]
42,[-12315.10416515],[5004.82487075],[-8938.06826573]
43,[-900.25730504],[1777.57430954],[-8337.00082376]
44,[-3343.49231486],[2057.07014766],[-7186.28749392]
45,[-1449.97730274],[5783.16813425],[-8147.23403533]
46,[9.3920417],[1242.06298718],[-6822.26750335]
47,[-4651.5281597],[2316.51359018],[-7382.28021536]
48,[-546.213751],[1411.72574884],[-7549.29934599]
49,[-347.29518263],[1252.1917287],[-6543.8520499]
50,[-463.77126759],[1381.23695151],[-7381.05361002]
51,[-691.27375738],[1266.9270313],[-5937.45656851]
52,[-1422.73949504],[1207.85229924],[-5970.87245752]
53,[-1407.70056618],[1243.58580797],[-5339.31730876]
54,[-137.31425591],[925.45278591],[-5963.90819189]
55,[-781.49963924],[4821.39113562],[-6176.48340697]
56,[213.29185338],[876.83701571],[-5292.53745263]
57,[-3869.53632825],[1621.09308096],[-5999.7869807]
58,[-371.88771982],[903.15182749],[-6293.18586748]
59,[-143.76041814],[799.35601978],[-4854.40807336]
60,[-180.38406638],[835.73801707],[-5648.51754227]
61,[246.4327788],[752.89174245],[-5681.97931432]
62,[-1661.34093507],[1080.55258001],[-5577.81913734]
63,[-1836.50152674],[4491.51380292],[-4936.966142]
64,[-1604.95591241],[1077.06929609],[-4720.80298588]
65,[189.19608109],[714.19758475],[-5257.35344381]
66,[-385.25673813],[801.11159958],[-4540.51342566]
67,[-69.95726185],[740.64018085],[-5009.67322863]
68,[158.83308666],[677.02556958],[-4706.37094856]
69,[-1164.22223465],[905.68114455],[-4701.5606307]
70,[236.76016338],[649.62440393],[-5430.82004142]
71,[47.73658945],[690.17520184],[-4058.67180063]
72,[307.4107803],[674.15590039],[-4202.62973989]
73,[214.5003549],[645.03349344],[-4384.80284131]
74,[-622.91733303],[806.83853462],[-3938.16190452]
75,[-45.88007179],[667.87590324],[-2993.42971189]
76,[-862.73388719],[827.07110317],[-3440.98226429]
77,[-5.88754717],[632.17657248],[-3973.09061045]
78,[-189.07446088],[697.79285782],[-3262.916969]
79,[-1013.46298692],[820.90807675],[-3637.11657589]
80,[123.46477142],[588.07726502],[-3712.11210028]
81,[80.82495449],[616.38181934],[-3576.68146546]
82,[-12311.50846057],[3454.85635381],[-5673.34494661]
83,[-275.34324563],[707.75219856],[-3726.75056401]
84,[217.07075912],[583.42533446],[-3680.93606003]
85,[-966.39896115],[805.5925315],[-3691.17056993]
86,[-583.02608861],[714.66722993],[-3976.98863851]
87,[277.4276945],[545.53442834],[-3500.67214118]
88,[162.78246204],[591.57595096],[-3264.68735762]
89,[21.28322124],[580.40966432],[-3515.88117218]
90,[233.99288876],[537.95180968],[-3475.20000922]
91,[91.04680946],[547.31895339],[-3804.44032068]
92,[198.505293],[547.79464425],[-3407.38140152]
93,[80.49730958],[583.79902735],[-3799.47626956]
94,[175.16133967],[536.04015869],[-3145.78137613]
95,[-241.68142157],[644.15420752],[-3170.49675786]
