,Mean,Variance,Predictive model
0,[-90236.31674351],[146784.58457009],[-1587.09642525]
1,[-181671.89388679],[143023.51798741],[-4679.0589361]
2,[23196.36722984],[61507.26359171],[-376.01879346]
3,[45453.45425093],[32569.12429586],[-86.35778111]
4,[-27318.99248052],[67672.62619307],[-5426.80784405]
5,[-14712.02802931],[48695.31133725],[-1181.45713923]
6,[22818.70120614],[34059.33950447],[-61.31304104]
7,[-28708.28826733],[55795.42157634],[-15389.66136466]
8,[-83776.20538846],[70333.5803944],[-1625.22097066]
9,[-45804.65158181],[67854.21547826],[-7263.00395518]
10,[8320.14164323],[30386.62147807],[-187.3599251]
11,[9717.45450536],[24047.60808991],[-167.70144028]
12,[4720.95410181],[22630.13355719],[-319.40052202]
13,[5832.75240123],[16697.26826209],[-4408.62823135]
14,[-14529.48667155],[23928.55270909],[-225.88096229]
15,[1877.87598471],[16244.14620495],[-227.2983743]
16,[-279.88021861],[15277.17872219],[-567.81649019]
17,[4319.13740856],[12100.42629626],[-265.62165023]
18,[2832.69303419],[11173.40805353],[-294.34188458]
19,[-29568.96927447],[22136.74683917],[-221.68118869]
20,[4350.68535337],[8184.7490373],[-333.29625292]
21,[8406.37396236],[6339.04041417],[-468.82619491]
22,[-527.20847671],[9726.62789505],[-284.94439204]
23,[-22567.35322387],[19308.25602724],[-5240.69830075]
24,[-39659.26997611],[34880.72514835],[-23049.1369821]
25,[-10857.4798531],[13976.79541531],[-3035.46754015]
26,[-14768.26922252],[12993.01979258],[-662.24149328]
27,[280.0971729],[6644.31739046],[-542.20425636]
28,[1440.9693383],[5951.79212629],[-582.36592425]
29,[3250.90833395],[5080.28868403],[-503.79798643]
30,[-20229.2689965],[14175.4201595],[-492.69535071]
31,[1008.17326655],[5496.58135604],[-702.27237491]
32,[316.50052293],[5219.92165131],[-708.0141244]
33,[-138.96125296],[5105.87760392],[-775.12278886]
34,[709.45119332],[3801.22486757],[-1062.50611005]
35,[1765.51710211],[3192.19930684],[-592.03506305]
36,[-922.37749309],[4001.0622739],[-825.03957152]
37,[-130.45004921],[3482.84404677],[-782.73715496]
38,[447.24742368],[3216.19506108],[-994.82452645]
39,[-4901.52510074],[5221.78719753],[-933.94309964]
40,[-2059.62813557],[3902.39486566],[-966.54123111]
41,[-3884.59788493],[4655.19178982],[-1044.69229759]
42,[524.25251469],[2746.16104498],[-967.43028795]
43,[-997.84281784],[3087.1584718],[-993.82304796]
44,[-1940.44808744],[3404.79977088],[-1029.06071528]
45,[-1218.71978688],[3212.11587892],[-1470.35644105]
46,[1119.06981362],[2015.44557307],[-1008.17413539]
47,[336.91252457],[2330.08217903],[-1091.71465697]
48,[-1715.6733155],[2884.68376286],[-1443.2284932]
49,[-1057.49256924],[2883.80980904],[-1980.32159496]
50,[-4.66825349],[1998.09364558],[-1228.47947873]
51,[1129.83867843],[1337.34700089],[-1053.230512]
52,[-1119.63967859],[2203.36311944],[-1035.01417257]
53,[-321.65652487],[1819.66224102],[-1052.30132781]
54,[-1165.31055069],[2090.98371146],[-1125.52792193]
55,[-50.53473436],[1948.66753636],[-1524.87839063]
56,[-161.89081669],[1667.78432378],[-1074.36437737]
57,[-3839.86598391],[3023.75926976],[-931.65956112]
58,[-1729.8865062],[2163.83268931],[-1060.59535083]
59,[-475.37197119],[1717.47705065],[-1048.45060075]
60,[-345.38988187],[1550.69153067],[-957.38128674]
61,[-266.54629506],[1474.29456402],[-962.71448997]
62,[-1973.82201729],[2075.28524098],[-1168.11673675]
63,[-864.44092121],[1540.07657121],[-1039.81772587]
64,[381.71549928],[1006.64958125],[-1050.74861181]
65,[53.51136635],[1182.25213297],[-1058.99917507]
66,[497.87100496],[907.10224488],[-1039.33889307]
67,[-297.16310844],[1190.9532293],[-960.94114171]
68,[799.43572072],[718.96143459],[-1005.84994376]
69,[-56.19768095],[1011.25532539],[-917.02081963]
70,[249.18167488],[903.74583844],[-1013.24634818]
71,[-362.02752879],[1123.34643589],[-918.32587898]
72,[-1022.07488391],[1357.2540157],[-870.95846271]
73,[-2388.98108868],[1831.87309746],[-783.37245811]
74,[-421.70247855],[1386.91482065],[-1691.12018803]
75,[215.12635756],[806.82653611],[-821.2819609]
76,[-288.551408],[1004.53778322],[-906.33600996]
77,[-504.69639266],[1078.65928454],[-906.08433101]
78,[-1249.44995611],[1311.94634527],[-971.31987513]
79,[-324.22895563],[936.24052356],[-806.9228752]
80,[-1921.85995022],[1543.64297563],[-797.77400751]
81,[-712.10824265],[1062.73535807],[-893.09843795]
82,[-1137.30823769],[1210.85472949],[-813.05792297]
83,[-566.27509782],[1100.96716824],[-1099.836815]
84,[71.1976425],[695.33835668],[-842.03179186]
85,[65.97386763],[667.55387667],[-815.81075906]
86,[48.78324578],[683.44850592],[-812.23723728]
87,[-247.50002122],[744.67355122],[-744.34781572]
88,[-149.48435331],[701.45855881],[-822.43009623]
89,[-199.76082546],[705.70365201],[-739.87823836]
90,[-340.97902008],[748.12427385],[-830.80581063]
91,[-858.13420468],[1101.60140512],[-1254.43823165]
92,[-261.66505202],[715.69983796],[-880.0532921]
93,[-912.43372558],[1040.60871777],[-998.66214965]
94,[-403.74724646],[719.84796336],[-872.21452936]
95,[-133.54259859],[601.21473229],[-792.73749309]
