,Mean,Variance,Predictive model
0,[-2754.56631233],[2885.15888038],[-20.57629046]
1,[182.58208883],[1196.35402851],[-1.81380158]
2,[125.3574769],[808.42004237],[-5.90721012]
3,[-891.1927523],[1903.84034],[-72.62992745]
4,[6199.88720973],[3462.36299631],[-4719.63993342]
5,[-14649.83533123],[17717.05305163],[-2645.44862591]
6,[-4879.20980698],[8793.35049539],[-1897.27696426]
7,[2987.40093351],[4640.21832935],[-143.09428074]
8,[-1677.25834455],[4172.31117404],[-152.474477]
9,[1267.83208356],[2092.70998052],[-248.69308414]
10,[16831.04632415],[117430.23423593],[-879.67187804]
11,[-4378.23452537],[9075.139886],[-653.64723726]
12,[-8486.09060441],[8405.36188033],[-1414.80394799]
13,[-19165.8884863],[99883.15068285],[-353.50199111]
14,[-1059.70443539],[3125.72439115],[-1109.3651864]
15,[-1320.41152882],[2726.13623606],[-336.4800787]
16,[-390.87799719],[1178.47884292],[-179.04104316]
17,[146.75062191],[1059.0594],[-641.95279916]
18,[-503.41601144],[1224.12761879],[-152.97228357]
19,[-123.26726929],[889.94518197],[-267.07943781]
20,[-59.78049773],[771.6185198],[-284.41584135]
21,[-271.71036176],[760.78167948],[-203.43039061]
22,[-14.2194515],[641.97395281],[-400.52975408]
23,[-365.6140122],[707.42766245],[-276.43658995]
24,[-146.16333369],[615.65009451],[-226.58536311]
25,[-398.22342427],[662.56422961],[-217.9986191]
26,[-33.89667778],[521.31483504],[-309.54052403]
27,[-117.58184004],[535.2759131],[-199.37648773]
28,[-6.55370428],[436.72807148],[-237.40965242]
29,[-159.53267572],[573.71067016],[-392.54355718]
30,[-77.90230795],[451.66488911],[-278.29125508]
31,[-67.93264254],[435.15198554],[-276.2586701]
32,[3.60362512],[398.08688056],[-364.65046435]
33,[-68.79664093],[415.34290687],[-312.17205269]
34,[-40.34183178],[391.34166503],[-273.97836146]
35,[-21.50957171],[367.81509962],[-354.51420702]
36,[3.0448484],[361.86716509],[-375.43369996]
37,[-9.15838729],[352.06816131],[-322.36361581]
38,[-17.02913682],[351.22232937],[-390.50024931]
39,[2.77099331],[333.23139828],[-419.26475708]
40,[2.74585764],[335.25639504],[-460.75558189]
41,[-3.56204003],[323.92198159],[-355.64047287]
42,[17.67853929],[321.03031533],[-390.71614386]
43,[0.29085752],[313.62086137],[-249.29453401]
44,[-45.34728297],[325.84991414],[-481.80128507]
45,[4.32802944],[303.04801375],[-232.24975501]
46,[-1.81853106],[303.20486145],[-330.22163632]
47,[-0.1897253],[299.39238092],[-375.23991844]
48,[1.99806121],[296.01411254],[-273.14585092]
49,[-4.9978619],[293.21199542],[-437.11746983]
50,[-3.17117943],[287.44956103],[-332.22280926]
51,[-3.70069797],[283.90700903],[-305.31920386]
52,[-2.71580316],[281.11695039],[-340.67021718]
53,[4.39549439],[285.42748084],[-331.42970115]
54,[-17.39855293],[277.85656451],[-284.56364983]
55,[-21.98963772],[281.68292676],[-286.38512619]
56,[-10.01529512],[274.16402367],[-319.30950991]
57,[-15.73338648],[273.74195957],[-360.52520086]
58,[2.21176004],[263.81967771],[-259.18177664]
59,[-82.9503477],[343.79313566],[-259.92608652]
60,[-628.78648069],[541.52710156],[-264.73539004]
61,[-46.61114559],[282.06357238],[-287.88457379]
62,[1.88462808],[256.77420669],[-246.7546385]
63,[-2.79056966],[256.29591383],[-262.56511663]
64,[17.24664417],[248.85696934],[-319.06335293]
65,[-4.02729437],[252.1341182],[-324.299135]
66,[-8.43392262],[251.42669743],[-285.68102378]
67,[-5.91490517],[248.68575258],[-237.02702826]
68,[-4.85799517],[246.39596807],[-256.96175093]
69,[-2.58549833],[242.00471697],[-143.68449079]
70,[-0.06638361],[238.06622688],[-239.79126482]
71,[0.09397884],[236.37586835],[-215.9779199]
72,[1.18121545],[234.13322522],[-239.87095118]
73,[-0.27137961],[232.93123583],[-278.05760207]
74,[-3.26464776],[232.85139582],[-264.46210187]
75,[0.42392923],[229.20572364],[-197.3047776]
76,[-12.99172932],[230.92494615],[-214.68365006]
77,[-38.72188618],[240.42568904],[-210.53127698]
78,[-4.48264194],[225.0506402],[-251.9035429]
79,[-2.76530972],[223.21992646],[-263.22391967]
80,[4.81272703],[220.22065424],[-175.61253785]
81,[-11.8225004],[223.75039495],[-234.41107963]
82,[-5.64413299],[219.55662462],[-166.53685949]
83,[-1.88960851],[217.34044258],[-198.73760042]
84,[-3.60859668],[217.43825081],[-163.5044513]
85,[-25.66676796],[223.65392483],[-200.64790551]
86,[-51.4347347],[245.50876011],[-218.64024944]
87,[0.61469816],[211.76044923],[-142.49710742]
88,[0.65560562],[209.98146803],[-172.02798949]
89,[-1.96007627],[210.09784172],[-142.00448691]
90,[-1.43045875],[208.23854482],[-223.75316375]
91,[-3.51620535],[208.63149374],[-179.4936164]
92,[-1.47335349],[205.09437821],[-198.82004792]
93,[-2.2699285],[204.44547793],[-234.59095922]
94,[-20.21328582],[212.32407719],[-201.08573319]
95,[-74.81147285],[233.55696491],[-152.47085466]
