,Mean,Variance,Predictive model
0,[-39876.03316921],[23326.40335549],[-231.31913278]
1,[1386.5924495],[3591.43419173],[-13.36104887]
2,[-12803.49543878],[14405.10673054],[-149.92444033]
3,[-14701.45692602],[13161.77204053],[-6.93390679]
4,[2001.89963748],[7493.39851025],[-333.27747313]
5,[5500.4248859],[11962.17643445],[-23.2885791]
6,[101.69173282],[17260.05018032],[-145.58458434]
7,[-8551.4812829],[30987.73352772],[-466.51701066]
8,[-11499.84038149],[27485.07763428],[-1192.07390552]
9,[-5797.66723996],[23742.02425774],[-1586.67497868]
10,[-10460.53087426],[23803.24385525],[-1187.36643177]
11,[4029.1517033],[13758.7565574],[-529.86576574]
12,[7986.45884344],[10430.8041194],[-955.89775051]
13,[933.26500824],[12796.90774961],[-587.99109676]
14,[-18794.79331047],[18658.00427212],[-579.68651205]
15,[-23834.0829246],[32558.83267678],[-10828.84728765]
16,[-42567.55040929],[32973.44764813],[-8169.60500763]
17,[-36404.01066805],[33177.17197513],[-15609.13325589]
18,[23293.0290204],[62321.88228378],[-12985.46104611]
19,[6814.57055037],[65599.94020205],[-18442.09113591]
20,[-65154.27548744],[90100.23830515],[-11183.88454452]
21,[15727.08975437],[39670.57890455],[-6326.73377182]
22,[6099.71552645],[31760.65138272],[-2359.52526176]
23,[18593.18987632],[39412.43346902],[-3719.80322457]
24,[-2433.77070626],[34138.93558645],[-3708.68264438]
25,[-18404.5671662],[45910.56962075],[-28602.29133845]
26,[-17009.51639659],[37764.76298775],[-13866.35288767]
27,[-3873.36250115],[23035.71370044],[-1536.56184417]
28,[-2589.24534676],[21128.46710541],[-966.96496403]
29,[-1093.72062748],[20574.12345239],[-2399.57698559]
30,[9815.73440768],[16495.26486649],[-7832.86721037]
31,[195.30201211],[17162.49546205],[-2554.22910158]
32,[-13988.83664187],[21410.01389999],[-2486.74844049]
33,[-23257.95535365],[23785.72045461],[-3424.68365748]
34,[-7123.86050581],[15409.98443455],[-1088.76982844]
35,[1480.13802491],[11482.14333587],[-1647.60235609]
36,[-12385.09172488],[19421.94751047],[-6892.30274619]
37,[1042.7320508],[9512.33219756],[-1769.12781726]
38,[-143.71637324],[10730.07574417],[-2066.8764865]
39,[-859.60415082],[9859.85112962],[-3251.08319533]
40,[-4859.2588618],[9937.69308452],[-3134.08926444]
41,[685.11785281],[7982.19981827],[-2029.77734757]
42,[-3143.7655811],[8066.09835931],[-1899.46198957]
43,[-2704.06930038],[7642.59735565],[-1770.60115634]
44,[2019.91423328],[5872.39171902],[-1521.70193159]
45,[-10503.80185672],[11864.742304],[-5104.34887921]
46,[-8914.86823629],[9457.08187318],[-1990.9014348]
47,[2150.63727573],[4841.34673919],[-1669.49089134]
48,[-5843.03634889],[10166.37419291],[-4409.65015558]
49,[1522.28615216],[4745.97911459],[-1868.74782093]
50,[1355.73581141],[5486.63818178],[-3372.60546581]
51,[-434.39758744],[5540.36014355],[-2854.57771939]
52,[-1208.40811424],[5221.02659872],[-1951.20327105]
53,[-1596.04532191],[5377.17168107],[-2355.17534302]
54,[-2947.01206905],[7330.49552988],[-7778.31584777]
55,[-3979.82829162],[5366.7425949],[-2314.06255953]
56,[660.56862045],[5303.12901327],[-5233.03062818]
57,[-3673.21807749],[6346.28828587],[-4717.34500299]
58,[-1150.33243581],[4107.42079],[-2238.72837588]
59,[913.27279944],[3058.28944929],[-1879.26399221]
60,[-90.29979959],[3362.38631701],[-1852.37882107]
61,[884.06869248],[2833.72033685],[-1864.24354079]
62,[-2204.33824915],[4110.57875623],[-2082.51374136]
63,[-6864.6982222],[11257.85870139],[-15495.58515451]
64,[1073.40520711],[2665.95432706],[-2168.81092302]
65,[202.13449062],[2972.9456186],[-1903.97026454]
66,[245.01066928],[2812.53127224],[-1942.92972209]
67,[-1189.22217956],[3315.17656641],[-1872.38254683]
68,[-729.29434149],[3009.77183279],[-1495.19943335]
69,[-2022.21205168],[3447.93362222],[-2014.84427332]
70,[-708.29165453],[2865.44777145],[-2063.59663613]
71,[-851.58227531],[2663.94169946],[-2146.17626357]
72,[-2626.7972752],[4124.97950255],[-3154.39266333]
73,[-1072.08093127],[2593.72767641],[-1466.85993524]
74,[-465.88597805],[2571.97444736],[-2360.8395826]
75,[1142.15703796],[1688.59044428],[-1730.85360959]
76,[94.23355758],[2094.23268809],[-2600.36672474]
77,[-255.88044594],[2148.57199794],[-1749.80021331]
78,[-408.26078852],[1935.54625487],[-1828.49569421]
79,[-1548.0300264],[2760.62895258],[-2503.09604202]
80,[397.89704232],[2129.79187312],[-2227.18090758]
81,[187.0875485],[1671.39575696],[-1782.43391214]
82,[-1171.91600874],[2134.07711012],[-1789.36133759]
83,[-1108.21099167],[2605.23490047],[-2231.72426875]
84,[-202.30481505],[1694.0684063],[-1605.13946222]
85,[-1213.03026614],[2112.44098958],[-1800.7578994]
86,[-1279.02649732],[1837.1323332],[-1330.54976158]
87,[-589.83035749],[2287.91846583],[-2894.32489555]
88,[-238.87496336],[1522.38880736],[-1769.26398666]
89,[-436.86344602],[1969.84707804],[-2509.39087207]
90,[-6.36444255],[1315.88766309],[-1557.19001723]
91,[148.53067828],[1707.12305996],[-2321.89375774]
92,[-973.92914848],[1730.62705801],[-1696.28388624]
93,[-572.78586802],[1738.3596678],[-1859.85741644]
94,[-223.45245597],[1341.95557451],[-1702.66237844]
95,[-253.64633452],[1274.54094342],[-1491.2548726]
