,Mean,Variance,Predictive model
0,[-17.28888226],[1.5185765],[-0.17653656]
1,[-8.42454004],[2.9405459],[-0.14712396]
2,[-8.00724289],[2.51328114],[-0.16977987]
3,[-8.44251456],[2.83281927],[-0.24368982]
4,[-15.11676798],[4.55142538],[-0.33900792]
5,[-6.07206135],[0.95092431],[-0.42185765]
6,[-15.79478449],[5.44495569],[-0.50921366]
7,[-16.08846155],[5.37905149],[-0.97082499]
8,[-7.20309372],[1.6604422],[-0.61996332]
9,[-16.10162291],[5.35453421],[-1.28067988]
10,[-5.56216097],[0.91582999],[-0.85326382]
11,[-15.79210116],[5.82960033],[-2.00674516]
12,[-16.07495255],[5.82204968],[-2.36604941]
13,[-17.11129588],[5.73251755],[-1.53694567]
14,[-16.79947666],[5.78851166],[-2.57173633]
15,[-4.26036709],[0.17313384],[-0.87951825]
16,[-4.06883929],[0.91580075],[-0.69230601]
17,[-2.27925106],[2.9486912],[-1.92459937]
18,[-3.80297228],[1.39225625],[-0.81120408]
19,[-3.52452201],[1.24510993],[-0.5539159]
20,[-3.21125143],[1.29230919],[-0.69247287]
21,[-14.05098727],[7.49024528],[-2.69654089]
22,[-14.02078849],[7.34461346],[-2.89121461]
23,[-14.3266635],[7.26384976],[-3.00562869]
24,[-2.42896612],[0.93024139],[-0.74465343]
25,[-14.53078624],[7.52084819],[-5.15941919]
26,[-14.66969549],[7.54757091],[-5.24877767]
27,[-2.41070178],[1.05570517],[-0.86130814]
28,[-2.76608374],[1.31660475],[-1.19789092]
29,[-2.07292372],[0.88033904],[-1.60210902]
30,[-2.92775977],[1.23627678],[-1.01564182]
31,[-2.72116278],[1.17608232],[-1.20295838]
32,[-2.2244499],[0.85173488],[-1.29558421]
33,[-6.36092014],[6.42374479],[-3.79529612]
34,[-2.71884498],[1.0661764],[-1.47978483]
35,[-8.75478234],[7.1793622],[-3.51888367]
36,[-2.74625692],[0.92039875],[-1.81662438]
37,[-12.08087134],[8.03207784],[-8.35910434]
38,[-2.565805],[0.93040287],[-1.85456023]
39,[-2.49664512],[0.88588602],[-1.9065518]
40,[-5.57544062],[5.86652335],[-4.96338837]
41,[-2.49847445],[0.87652434],[-2.19358954]
42,[-10.75301505],[7.506761],[-9.53006461]
43,[-7.89862676],[6.97154884],[-6.91476907]
44,[-7.96830568],[6.19364253],[-5.68366748]
45,[-10.05619964],[7.48732377],[-7.08067752]
46,[-2.55168696],[0.82348208],[-4.05663316]
47,[-2.47836893],[0.87204999],[-2.63043142]
48,[-8.81220061],[7.18631878],[-8.95193716]
49,[-9.14354489],[6.68689925],[-7.64679082]
50,[-2.50207477],[0.92891423],[-2.67380088]
51,[-3.33588735],[0.94345364],[-3.41634704]
52,[-2.60218129],[0.90909204],[-2.53211133]
53,[-4.97334992],[3.49978906],[-3.8645761]
54,[-9.37862616],[7.08901876],[-6.94335904]
55,[-10.0059845],[6.92925151],[-8.05174197]
56,[-2.73052479],[0.87625825],[-3.19131169]
57,[-2.45930005],[0.8690884],[-2.78384822]
58,[-4.77780336],[4.01220985],[-5.50864919]
59,[-8.65322029],[6.98476211],[-9.59533821]
60,[-9.70835439],[7.21780463],[-9.12914203]
61,[-2.86457564],[0.84173487],[-2.9142437]
62,[-2.43816739],[0.81982009],[-2.78098532]
63,[-8.31714241],[5.44491539],[-6.95558596]
64,[-9.96995853],[7.1953296],[-10.29854637]
65,[-2.32618772],[0.82680072],[-2.73741427]
66,[-10.2894804],[7.22910169],[-10.84384353]
67,[-2.30941273],[0.86597858],[-2.65079654]
68,[-9.69040325],[5.58183173],[-6.23563144]
69,[-9.84820347],[7.12712834],[-9.71835992]
70,[-2.47710563],[0.91754563],[-2.595894]
71,[-9.69535868],[7.11595408],[-9.98545981]
72,[-4.83014585],[2.87301781],[-4.93565779]
73,[-2.62953115],[0.88395261],[-2.93768302]
74,[-9.57876079],[7.15553364],[-10.54954751]
75,[-2.27824922],[0.90060459],[-2.88638111]
76,[-9.99623215],[6.96793943],[-10.00347909]
77,[-8.54673543],[4.78179489],[-6.54574977]
78,[-2.82074462],[0.94695465],[-2.58093443]
79,[-2.30810341],[0.94769903],[-2.79551731]
80,[-2.33989107],[0.94184102],[-2.65972754]
81,[-2.27357616],[0.93692868],[-2.90780363]
82,[-2.45862124],[0.92267197],[-2.70650316]
83,[-2.85231947],[0.93380735],[-2.99354192]
84,[-9.04816756],[7.08816527],[-12.49535528]
85,[-2.26383578],[0.93364347],[-2.54805809]
86,[-8.95881034],[7.10648027],[-10.89215846]
87,[-5.19007943],[3.05935835],[-4.2628702]
88,[-2.17954032],[0.95849323],[-2.76341107]
89,[-9.7000384],[7.05681724],[-11.50700046]
90,[-6.30867219],[3.7046773],[-5.87643559]
91,[-9.28954575],[7.03425516],[-12.33103848]
92,[-2.2645854],[0.94623932],[-3.02959807]
93,[-0.54438769],[0.03145765],[-2.46146203]
94,[-8.92330861],[7.06329594],[-12.47025]
95,[-2.15456926],[0.9539897],[-2.48388573]
