,Mean,Variance,Predictive model
0,[-13.05452586],[2.84178594],[-0.13120239]
1,[-13.13271739],[2.40779481],[-0.18841298]
2,[-9.03163804],[3.35714322],[-0.17368039]
3,[-8.33826752],[1.68906503],[-0.2683477]
4,[-7.26653138],[1.55078757],[-0.35816783]
5,[-15.03640513],[5.31640664],[-0.35209969]
6,[-15.47648582],[5.38646826],[-0.76759635]
7,[-10.01257909],[3.20336969],[-0.69587959]
8,[-15.60775147],[5.37247096],[-1.39298573]
9,[-16.39445092],[5.35067092],[-1.00597545]
10,[-16.13922097],[5.31993308],[-1.86621647]
11,[-4.70343213],[0.44288492],[-0.96544457]
12,[-3.98021437],[0.9060731],[-0.61654956]
13,[-15.23375439],[6.35852541],[-0.]
14,[-15.50940923],[6.36872457],[-0.]
15,[-15.5021155],[6.26395451],[-0.]
16,[-16.01302085],[6.24369135],[-0.]
17,[-16.2515166],[6.22431689],[-0.]
18,[-4.43220338],[1.61362878],[-0.]
19,[-16.08882728],[6.24987381],[-0.]
20,[-16.23405115],[6.19612013],[-0.]
21,[-16.58268121],[6.15459185],[-0.]
22,[-16.59755039],[6.0783027],[-0.]
23,[-16.96238001],[6.08649579],[-0.]
24,[-17.10861286],[6.0600679],[-0.]
25,[-16.95372202],[5.90562963],[-0.]
26,[-17.42719519],[5.94661803],[-0.]
27,[-17.59598526],[5.9306193],[-0.]
28,[-3.61521156],[0.53683843],[-0.]
29,[-16.02321618],[5.64221941],[-0.]
30,[-3.24946699],[0.60639506],[-0.]
31,[-3.85158555],[0.7527638],[-0.]
32,[-16.86608654],[6.55990709],[-0.]
33,[-3.78053069],[0.68674905],[-0.]
34,[-3.58295338],[0.64870011],[-0.]
35,[-3.62754166],[0.61111707],[-0.]
36,[-3.37705329],[0.84755177],[-0.]
37,[-3.32209373],[0.7945317],[-0.]
38,[-3.27673228],[0.74912328],[-0.]
39,[-3.23780644],[0.70953042],[-0.]
40,[-7.87155132],[6.14905856],[-0.]
41,[-13.19735352],[7.37290065],[-0.]
42,[-11.11996174],[6.64339327],[-0.]
43,[-9.56927708],[6.05580491],[-0.]
44,[-18.35424594],[6.94239378],[-0.]
45,[-18.09023523],[6.74577429],[-0.]
46,[-18.73655994],[6.70970945],[-0.]
47,[-13.98223509],[7.22550209],[-0.]
48,[-3.23354477],[0.59741101],[-0.]
49,[-3.02643924],[0.65487292],[-0.]
50,[-11.99005563],[6.93731206],[-0.]
51,[-13.66866966],[7.52167399],[-0.]
52,[-2.91083222],[0.87031448],[-0.]
53,[-2.83657937],[1.07265066],[-0.]
54,[-8.27796766],[6.95538957],[-0.]
55,[-2.72767479],[1.16969877],[-0.]
56,[-9.66363939],[6.98056571],[-0.]
57,[-2.61107851],[1.1075043],[-0.]
58,[-2.54797848],[1.11255188],[-0.]
59,[-9.04979609],[7.144857],[-0.]
60,[-18.12276708],[7.2030013],[-0.]
61,[-2.38831522],[1.08525738],[-0.]
62,[-11.05731525],[7.68468837],[-0.]
63,[-11.15601812],[7.6224137],[-0.]
64,[-17.73660908],[7.12185167],[-0.]
65,[-11.52752604],[7.68705459],[-0.]
66,[-2.33291981],[1.03417559],[-0.]
67,[-2.2331385],[1.00374377],[-0.]
68,[-11.8183362],[7.89200691],[-0.]
69,[-2.12538503],[1.03341079],[-0.]
70,[-11.74680877],[7.84535375],[-0.]
71,[-11.89046842],[7.81021622],[-0.]
72,[-12.22822224],[7.87604318],[-0.]
73,[-12.31098486],[7.85158115],[-0.]
74,[-12.34909475],[7.81194539],[-0.]
75,[-7.7161571],[6.01436394],[-0.]
76,[-12.39220754],[7.81633665],[-0.]
77,[-12.4493127],[7.81154165],[-0.]
78,[-2.16794904],[0.99438857],[-0.]
79,[-12.39898798],[7.82742116],[-0.]
80,[-2.12792357],[0.97564815],[-0.]
81,[-2.08796816],[0.95419517],[-0.]
82,[-12.2638438],[7.91282518],[-0.]
83,[-2.10687406],[0.93561383],[-0.]
84,[-12.24378363],[7.94454633],[-0.]
85,[-12.34533136],[7.96262163],[-0.]
86,[-12.440771],[7.97446923],[-0.]
87,[-12.53932755],[7.99076402],[-0.]
88,[-12.63409155],[8.00350591],[-0.]
89,[-2.1000838],[0.93386012],[-0.]
90,[-12.60061878],[8.04871782],[-0.]
91,[-2.61723785],[0.94838644],[-0.]
92,[-2.1549923],[0.97264032],[-0.]
93,[-2.15980869],[0.96033233],[-0.]
94,[-2.40977056],[0.97567124],[-0.]
95,[-12.31975472],[8.10857763],[-0.]
