,Mean,Variance,Predictive model
0,[2.71914455],[0.4763821],[0.02376735]
1,[3.21641066],[0.17295917],[0.03152664]
2,[2.78109968],[0.60829374],[0.04516208]
3,[3.02004472],[0.5443561],[0.04910706]
4,[2.63724108],[0.60313098],[0.04888902]
5,[2.83256422],[0.51298863],[0.07427521]
6,[2.70329482],[0.48799577],[0.09702735]
7,[2.89885413],[0.56350014],[0.09419321]
8,[2.67225459],[0.59002686],[0.09622786]
9,[2.56062928],[0.5938671],[0.10520809]
10,[2.65197057],[0.54499394],[0.12499974]
11,[2.73179017],[0.55802074],[0.14518921]
12,[2.79360854],[0.53755979],[0.16791704]
13,[2.434112],[0.65959201],[0.22800887]
14,[2.6440687],[0.61065953],[0.1587266]
15,[2.70163465],[0.60126683],[0.22761287]
16,[2.93418046],[0.52078066],[0.23144707]
17,[2.74154992],[0.53460767],[0.26052098]
18,[2.57962741],[0.55254727],[0.17431915]
19,[2.79395198],[0.49098096],[0.21763684]
20,[2.00551385],[0.73606091],[0.28657779]
21,[1.97372596],[0.74310954],[0.29572293]
22,[2.81268321],[0.52296648],[0.44737144]
23,[1.8270479],[0.7325616],[0.59662168]
24,[2.46099279],[0.49218716],[0.34169728]
25,[2.93813315],[0.36217435],[0.59468378]
26,[1.86998883],[0.74739797],[0.6088711]
27,[2.16134615],[0.68517123],[0.54308019]
28,[2.63098303],[0.44493346],[0.67241088]
29,[3.01130421],[0.52756314],[0.51861832]
30,[2.19464654],[0.64620891],[0.59518648]
31,[2.48590661],[0.63348797],[0.65010395]
32,[1.98837318],[0.67084574],[1.00129614]
33,[2.23442135],[0.64078163],[0.93695601]
34,[2.23768766],[0.67737426],[0.85152363]
35,[1.71555557],[0.74163798],[1.12840246]
36,[2.21591243],[0.68921151],[1.0154339]
37,[2.24836094],[0.65321462],[1.31104831]
38,[1.77477247],[0.66753033],[1.21535828]
39,[2.73802931],[0.49912837],[1.10239882]
40,[2.7258489],[0.52490805],[0.81721489]
41,[1.49531993],[0.72107127],[1.53380393]
42,[2.06898533],[0.61878256],[1.03680333]
43,[1.46756127],[0.73641147],[1.57956274]
44,[2.13846872],[0.61035373],[1.63913262]
45,[2.62537482],[0.60342974],[1.14651513]
46,[2.2371416],[0.5214154],[1.89130866]
47,[1.19395321],[0.80054109],[1.9328206]
48,[2.55929544],[0.57100925],[1.4675854]
49,[1.36730388],[0.79685281],[1.87245442]
50,[2.21403458],[0.72322984],[1.91379491]
51,[2.80184987],[0.58910744],[2.04007843]
52,[1.82898857],[0.79798712],[2.49699854]
53,[2.35920609],[0.65583824],[2.44003637]
54,[2.61523995],[0.6721744],[2.30289871]
55,[2.95732891],[0.58133614],[2.45859511]
56,[3.1365238],[0.46303366],[2.50521922]
57,[2.06222764],[0.77442562],[2.43361962]
58,[1.95757603],[0.80192354],[2.81875137]
59,[1.21076126],[0.96817964],[2.61762327]
60,[2.15463811],[0.76696106],[2.51625981]
61,[3.02928796],[0.66875724],[2.43221908]
62,[3.5093341],[0.5398913],[2.45679728]
63,[3.52290973],[0.63132942],[2.62096308]
64,[3.41212028],[0.45942729],[2.65281482]
65,[3.1911295],[0.59484829],[2.57778646]
66,[2.72903589],[0.65424923],[2.66149852]
67,[3.02560361],[0.59430052],[2.39359835]
68,[2.70346838],[0.52814752],[2.84468269]
69,[3.05343989],[0.71004781],[2.61908742]
70,[2.95517948],[0.71462439],[2.49569774]
71,[3.14987029],[0.70436513],[2.68169662]
72,[2.85982463],[0.7277211],[2.53712179]
73,[2.71568151],[0.79866968],[1.90074838]
74,[2.34050738],[0.76432489],[2.36462757]
75,[3.44668513],[0.44984521],[2.582397]
76,[2.12811499],[0.88886631],[2.66149463]
77,[2.56608618],[0.68863155],[2.41155911]
78,[3.79906827],[0.43773858],[2.83931145]
79,[3.41826401],[0.70351207],[2.58689268]
80,[2.76747514],[0.81681666],[2.57213867]
81,[2.59697292],[0.93668789],[2.99978573]
82,[3.19280133],[0.66355053],[2.86882059]
83,[3.47526526],[0.7413462],[2.57306815]
84,[3.33519597],[0.68203581],[2.53898827]
85,[4.03373984],[0.66829463],[1.9804992]
86,[3.06813672],[0.74895139],[2.57273989]
87,[3.77255922],[0.55825876],[2.62418734]
88,[3.70933196],[0.6946049],[2.47654938]
89,[3.52116346],[0.58231544],[2.46792191]
90,[3.28144964],[0.70650393],[2.52916901]
91,[2.86567229],[0.78029128],[2.8424626]
92,[2.42043456],[0.96050568],[2.83442735]
93,[3.20228144],[0.71354368],[2.54548926]
94,[2.54276358],[0.84587242],[2.60102242]
95,[1.89767894],[1.00919283],[3.07042903]
