,Mean,Variance,Predictive model
0,[-9.4913382],[34.74884693],[-0.04473273]
1,[-6.03366076],[50.50928121],[-1.60896414]
2,[-82.70773361],[70.41662523],[-4.00002722]
3,[-10.86606538],[35.58043577],[-1.08328457]
4,[-23.83407671],[37.71982494],[-1.13113714]
5,[-22.10086899],[33.43637971],[-2.19747436]
6,[0.69510164],[36.77254588],[-7.38485234]
7,[-21.04693553],[30.75179696],[-2.21525254]
8,[-9.78377545],[23.5292641],[-2.70493222]
9,[-16.63839522],[21.09208012],[-0.58772362]
10,[-13.17253994],[19.1810309],[-5.64949666]
11,[-7.99289854],[12.01157211],[-1.30690326]
12,[-10.05555806],[12.01105714],[-2.51298067]
13,[-4.90068746],[8.3920954],[-2.88222105]
14,[-3.11080263],[7.52172547],[-3.95503284]
15,[-0.9032888],[4.32337554],[-0.98068799]
16,[-5.09939231],[5.69178301],[-2.81348372]
17,[-8.15637046],[6.4254086],[-2.23763942]
18,[-2.29466532],[2.36340714],[-1.09203036]
19,[-5.9806421],[4.43815909],[-1.0765987]
20,[-0.67550764],[1.61904203],[-1.12135539]
21,[-1.54383897],[1.75952997],[-1.73069381]
22,[-1.83651954],[2.0353981],[-1.34290703]
23,[-2.09061989],[1.1904374],[-1.07922217]
24,[-3.10435476],[1.44401645],[-0.9295113]
25,[-0.60854529],[0.54769825],[-1.09110544]
26,[-1.29519761],[0.74066766],[-0.73893801]
27,[-0.33129278],[0.2822383],[-0.67251011]
28,[-0.40629355],[0.22092617],[-0.45551784]
29,[-0.50952563],[0.28858687],[-0.44473248]
30,[-0.46322228],[0.20827468],[-0.31615956]
31,[-0.40143354],[0.18123844],[-0.26121891]
32,[-0.42966527],[0.18312681],[-0.29527295]
33,[-2.58058915],[1.31957861],[-0.]
34,[-0.36948477],[0.39493859],[-0.]
35,[-0.80333619],[0.5150674],[-0.]
36,[-0.456916],[0.31893574],[-0.]
37,[-0.38653027],[0.20679932],[-0.]
38,[-0.8366293],[0.37542696],[-0.]
39,[-0.47678318],[0.22086801],[-0.]
40,[-0.77296593],[0.32636881],[-0.]
41,[-0.39517586],[0.17741202],[-0.]
42,[-0.40317011],[0.17503067],[-0.]
43,[-0.45791969],[0.18780522],[-0.]
44,[-0.40608373],[0.16823002],[-0.]
45,[-0.40357882],[0.15787018],[-0.]
46,[-0.40123872],[0.15876416],[-0.]
47,[-0.39401539],[0.15357371],[-0.]
48,[-0.39439203],[0.15148952],[-0.]
49,[-0.41003692],[0.15324987],[-0.]
50,[-0.41375979],[0.15111808],[-0.]
51,[-0.41064085],[0.14766053],[-0.]
52,[-0.39241311],[0.14455868],[-0.]
53,[-0.39466855],[0.14221271],[-0.]
54,[-0.41520177],[0.14593446],[-0.]
55,[-0.40155065],[0.14392524],[-0.]
56,[-0.41967397],[0.14724998],[-0.]
57,[-0.39386766],[0.13661773],[-0.]
58,[-0.39634958],[0.13749428],[-0.]
59,[-0.39667212],[0.13526809],[-0.]
60,[-0.4083133],[0.1377745],[-0.]
61,[-0.39741911],[0.13311351],[-0.]
62,[-0.39853167],[0.13275065],[-0.]
63,[-0.39439092],[0.1309548],[-0.]
64,[-0.40099446],[0.13048619],[-0.]
65,[-0.39659094],[0.1283527],[-0.]
66,[-0.40556437],[0.13040452],[-0.]
67,[-0.39494839],[0.12692037],[-0.]
68,[-0.40179742],[0.12808621],[-0.]
69,[-0.40264774],[0.12710453],[-0.]
70,[-0.40763189],[0.12715944],[-0.]
71,[-0.39781967],[0.12379346],[-0.]
72,[-0.39824305],[0.12309744],[-0.]
73,[-0.3977969],[0.12199916],[-0.]
74,[-0.39963602],[0.12152223],[-0.]
75,[-0.40313901],[0.12240042],[-0.]
76,[-0.40190801],[0.12086272],[-0.]
77,[-0.40988553],[0.12140096],[-0.]
78,[-0.40006273],[0.11914709],[-0.]
79,[-0.39701551],[0.11837344],[-0.]
80,[-0.41512257],[0.12086097],[-0.]
81,[-0.8455096],[0.29161391],[-0.]
82,[-0.40409226],[0.11655603],[-0.]
83,[-0.40112861],[0.11554143],[-0.]
84,[-0.39983878],[0.11451099],[-0.]
85,[-0.39806157],[0.11497298],[-0.]
86,[-0.40030527],[0.11403059],[-0.]
87,[-0.3969716],[0.11276123],[-0.]
88,[-0.40206682],[0.11319224],[-0.]
89,[-0.39726925],[0.11137075],[-0.]
90,[-0.40402954],[0.11159615],[-0.]
91,[-0.40522073],[0.11223112],[-0.]
92,[-0.40569843],[0.11083395],[-0.]
93,[-0.40675259],[0.11115044],[-0.]
94,[-0.39845665],[0.10902776],[-0.]
95,[-0.39618385],[0.10788565],[-0.]
