,Mean,Variance,Predictive model
0,[-40.82689457],[35.1046343],[-0.98734745]
1,[-39.31141121],[30.53459397],[-0.3575751]
2,[-46.35527095],[40.01523804],[-0.21784184]
3,[-42.90290656],[39.98617669],[-0.22641009]
4,[-22.60423598],[17.87115218],[-1.19716004]
5,[-45.12814797],[28.50375597],[-3.47001288]
6,[-26.84417397],[21.63838939],[-2.76685654]
7,[-29.12162657],[21.72211367],[-2.15165978]
8,[-0.07753874],[8.15050812],[-0.45549687]
9,[-26.3478005],[16.88644544],[-1.85621744]
10,[-3.72405311],[8.11617773],[-1.36180012]
11,[-9.55728373],[9.68572152],[-4.63138427]
12,[-2.37961724],[5.37712068],[-1.19599253]
13,[-0.97481559],[3.51834611],[-0.76958096]
14,[-5.7845744],[4.6481212],[-1.70974608]
15,[0.07134938],[1.47025973],[-0.65613872]
16,[-1.31669469],[1.62511062],[-0.51480619]
17,[-2.31128812],[1.5260897],[-0.97517962]
18,[-1.31729842],[0.74738768],[-0.51417352]
19,[-0.50238726],[0.43369083],[-0.60852584]
20,[-0.49287108],[0.22199024],[-0.49329259]
21,[-0.47518529],[0.19582954],[-0.47386825]
22,[-0.43138551],[0.14806441],[-0.37123647]
23,[-0.58806505],[0.23309829],[-0.48584999]
24,[-0.41411236],[0.13735918],[-0.36271394]
25,[-1.01652036],[0.52649751],[-0.]
26,[-0.41729892],[0.12944849],[-0.]
27,[-0.4277006],[0.12566873],[-0.]
28,[-0.39956686],[0.11124072],[-0.]
29,[-0.41300615],[0.11150026],[-0.]
30,[-0.41150178],[0.10772796],[-0.]
31,[-0.59217252],[0.17677834],[-0.]
32,[-0.40415181],[0.10579809],[-0.]
33,[-0.40016783],[0.10295964],[-0.]
34,[-0.40346868],[0.100784],[-0.]
35,[-0.4030225],[0.09911173],[-0.]
36,[-0.4004452],[0.09881507],[-0.]
37,[-0.44468878],[0.11223491],[-0.]
38,[-0.40088223],[0.09448228],[-0.]
39,[-0.39937399],[0.09311853],[-0.]
40,[-0.41329968],[0.0979649],[-0.]
41,[-0.40545561],[0.09268808],[-0.]
42,[-0.40417597],[0.0928121],[-0.]
43,[-0.40215107],[0.09101412],[-0.]
44,[-0.41646732],[0.09402273],[-0.]
45,[-0.41682102],[0.0922916],[-0.]
46,[-0.40132734],[0.08821678],[-0.]
47,[-0.40698123],[0.08852388],[-0.]
48,[-0.40155471],[0.08678084],[-0.]
49,[-0.40268726],[0.08562775],[-0.]
50,[-0.40775451],[0.08698161],[-0.]
51,[-0.40013225],[0.08427152],[-0.]
52,[-0.40310865],[0.08414662],[-0.]
53,[-0.40464859],[0.08342459],[-0.]
54,[-0.40370339],[0.08340351],[-0.]
55,[-0.40480444],[0.08276797],[-0.]
56,[-0.39943719],[0.08119509],[-0.]
57,[-0.41712129],[0.0842806],[-0.]
58,[-0.39958216],[0.07989781],[-0.]
59,[-0.40155969],[0.0797208],[-0.]
60,[-0.41953262],[0.08140571],[-0.]
61,[-0.40841064],[0.08011114],[-0.]
62,[-0.40684696],[0.07843787],[-0.]
63,[-0.40369566],[0.07818028],[-0.]
64,[-0.41405493],[0.07933349],[-0.]
65,[-0.40005293],[0.07662293],[-0.]
66,[-0.41016378],[0.07747891],[-0.]
67,[-0.40015735],[0.07550298],[-0.]
68,[-0.40524518],[0.07618706],[-0.]
69,[-0.41147397],[0.07630688],[-0.]
70,[-0.40234011],[0.07446401],[-0.]
71,[-0.40723733],[0.07470829],[-0.]
72,[-0.41740143],[0.07544912],[-0.]
73,[-0.40371527],[0.0732247],[-0.]
74,[-0.41212935],[0.07392288],[-0.]
75,[-0.40426646],[0.07275772],[-0.]
76,[-0.404351],[0.07202035],[-0.]
77,[-0.40141986],[0.07143127],[-0.]
78,[-0.39997566],[0.07075073],[-0.]
79,[-0.39985675],[0.07028563],[-0.]
80,[-0.39862373],[0.06984248],[-0.]
81,[-0.39867833],[0.06944348],[-0.]
82,[-0.41736187],[0.07222728],[-0.]
83,[-0.4034724],[0.06941518],[-0.]
84,[-0.41198307],[0.07029123],[-0.]
85,[-0.39936825],[0.06799712],[-0.]
86,[-0.41539249],[0.07079506],[-0.]
87,[-0.39972702],[0.06762251],[-0.]
88,[-0.39993388],[0.06731899],[-0.]
89,[-0.40216393],[0.06698182],[-0.]
90,[-0.39862003],[0.06653085],[-0.]
91,[-0.40136818],[0.06662343],[-0.]
92,[-0.40218997],[0.06641305],[-0.]
93,[-0.40334228],[0.06637151],[-0.]
94,[-0.40901078],[0.06678968],[-0.]
95,[-0.40163667],[0.06539288],[-0.]
