,Mean,Variance,Predictive model
0,[-18.35714069],[1.15824343],[-0.19593645]
1,[-18.31411278],[1.36400472],[-0.26369496]
2,[-17.83379507],[1.3665767],[-0.34845241]
3,[-12.72173646],[1.88891747],[-0.4299462]
4,[-12.76192461],[1.88381118],[-0.59912281]
5,[-8.09509209],[2.46355119],[-0.52998723]
6,[-9.18200081],[2.63587257],[-0.61523567]
7,[-8.81376198],[1.92620769],[-0.70561184]
8,[-7.00580778],[1.03217845],[-0.71443029]
9,[-4.09236565],[1.13536269],[-0.46974193]
10,[-15.76922709],[5.8878992],[-1.77176669]
11,[-4.93839547],[1.16695681],[-0.60214106]
12,[-15.80368602],[6.19174653],[-1.93208023]
13,[-16.02696497],[6.19269467],[-2.66065545]
14,[-4.82566884],[0.99008801],[-0.72541589]
15,[-16.39915034],[6.5770067],[-2.04884927]
16,[-4.42615758],[1.10803159],[-0.580834]
17,[-13.99292616],[6.58066803],[-1.73743372]
18,[-11.55941701],[5.86181926],[-1.58110273]
19,[-14.73752066],[6.65084882],[-1.94557788]
20,[-16.18167808],[6.61081318],[-3.27723233]
21,[-4.21140479],[1.03353493],[-1.02870241]
22,[-4.16692681],[0.96894454],[-1.06657689]
23,[-4.08814497],[0.94766832],[-1.45053082]
24,[-10.56632303],[6.42919725],[-2.84254466]
25,[-13.74661038],[7.15773866],[-3.83702298]
26,[-13.84754039],[7.07881219],[-3.21512274]
27,[-4.2521009],[0.907739],[-2.16843706]
28,[-4.18791],[0.89150045],[-2.37401022]
29,[-12.5814107],[6.95568617],[-5.61238561]
30,[-3.90244226],[1.22653091],[-2.04291854]
31,[-13.56251715],[7.34144475],[-5.92685231]
32,[-13.87784845],[6.61245299],[-4.83562624]
33,[-3.55162708],[1.16103281],[-1.66657773]
34,[-3.42473052],[1.27613263],[-1.95277128]
35,[-3.24180903],[1.24987466],[-1.47221226]
36,[-2.94423503],[1.31519363],[-1.76573871]
37,[-1.57454324],[0.77829455],[-1.57918286]
38,[-6.4558009],[5.41106587],[-3.76928291]
39,[-12.22907769],[7.65462657],[-6.28064112]
40,[-2.03477541],[0.79669943],[-2.48484357]
41,[-2.6719475],[0.83401315],[-2.80875269]
42,[-2.26255193],[0.9451374],[-2.94113722]
43,[-2.28002296],[0.98228831],[-2.27376356]
44,[-2.28130826],[0.93793738],[-2.48453694]
45,[-2.56354651],[0.89302693],[-2.50822289]
46,[-8.66518128],[6.21083795],[-5.57139381]
47,[-2.33866271],[0.96843997],[-2.4129417]
48,[-9.27541298],[7.00476386],[-8.91455663]
49,[-9.46999328],[7.02450585],[-8.92781611]
50,[-2.24793603],[0.90745699],[-2.81859996]
51,[-2.36290549],[0.88499696],[-3.08278294]
52,[-8.88341674],[5.81961841],[-6.40492963]
53,[-8.48362687],[5.19553391],[-5.60440853]
54,[-10.48531935],[7.50757281],[-9.81814912]
55,[-10.33683256],[7.22553977],[-9.10544522]
56,[-8.18381616],[5.54416338],[-7.42412101]
57,[-2.43946716],[0.83662232],[-2.99814867]
58,[-2.90949581],[0.84147749],[-3.29860485]
59,[-10.54680734],[7.24992878],[-10.06152973]
60,[-2.28197305],[0.83679397],[-3.00350444]
61,[-10.83961035],[6.89300244],[-8.90145313]
62,[-10.13563494],[7.29157206],[-9.95745376]
63,[-2.49875457],[0.8212901],[-2.8403994]
64,[-9.95121668],[7.02653873],[-10.04824959]
65,[-2.52594056],[0.81194877],[-2.83826226]
66,[-5.55490597],[3.53824046],[-5.21551202]
67,[-2.84973388],[0.81931231],[-3.58194669]
68,[-10.9054973],[7.08331027],[-7.80917135]
69,[-2.25862383],[0.79277048],[-2.87961221]
70,[-10.25956947],[7.10278385],[-10.3613517]
71,[-10.14535232],[7.12871951],[-10.54056855]
72,[-10.71794482],[7.1140128],[-9.84733065]
73,[-2.2483045],[0.82402891],[-2.94223598]
74,[-2.32656042],[0.86404398],[-3.01400712]
75,[-3.33821205],[0.88289987],[-3.89291794]
76,[-9.79423172],[7.17063018],[-10.93402946]
77,[-2.47638982],[0.88080237],[-2.77076176]
78,[-6.41035779],[3.87163309],[-6.53600707]
79,[-4.98514571],[3.02862189],[-4.33420018]
80,[-4.81918232],[2.93145884],[-5.59665074]
81,[-7.85971962],[4.82957464],[-7.77286285]
82,[-9.33573792],[5.51293171],[-7.47378094]
83,[-2.6468713],[0.87776579],[-2.97137057]
84,[-6.54530486],[3.33883761],[-5.43028134]
85,[-9.89578938],[6.90725979],[-11.1599495]
86,[-0.26972925],[0.04167918],[-3.1542082]
87,[-2.45570329],[0.8871211],[-3.15338101]
88,[-10.06084052],[6.85241325],[-11.63064097]
89,[-10.62427731],[6.00093839],[-8.31554482]
90,[-2.31745686],[0.8942106],[-2.97544709]
91,[-0.44990702],[0.02607619],[-2.99873744]
92,[-9.82100303],[5.08066019],[-6.08107934]
93,[-9.04647372],[5.2415608],[-8.14651578]
94,[-9.87991485],[6.75881914],[-11.13555426]
95,[-8.51521198],[5.10648417],[-8.19016831]
