,Mean,Variance,Predictive model
0,[55946.08475002],[106643.90314189],[-727.04588115]
1,[-18620.15344458],[33918.16868606],[-122.44141159]
2,[-2167.81982201],[15910.36352282],[-22.42097596]
3,[-28074.27482126],[22131.23336004],[-99.70547015]
4,[-27028.41949094],[18455.58180017],[-1846.26142891]
5,[568.52314704],[6870.81876073],[-276.22345594]
6,[-755.26367715],[5196.83139781],[-79.24246903]
7,[-499.79133276],[4199.15259519],[-124.81475052]
8,[2920.50925588],[4976.39267782],[-683.20839261]
9,[3027.34516668],[3294.48616912],[-587.17153499]
10,[-7572.77444479],[5804.49855978],[-302.77312357]
11,[985.88305773],[1597.63439066],[-150.43375179]
12,[793.93323847],[1625.06626326],[-207.83105386]
13,[-872.4910018],[1341.37061717],[-117.08622393]
14,[133.42715076],[1035.12201474],[-157.48333306]
15,[1295.30073457],[5961.92593789],[-1732.11070473]
16,[-62.56805544],[4075.04634292],[-258.53423586]
17,[5231.19005995],[1535.5931284],[-720.63510998]
18,[-2748.85433351],[4768.04146239],[-1193.12083618]
19,[-5872.36808838],[8480.91965881],[-2571.83271925]
20,[1394.76197892],[3837.59306191],[-973.33206706]
21,[1864.03052729],[2588.65850365],[-1927.87008271]
22,[-223.45761729],[2430.38474671],[-429.9198439]
23,[-7232.34222149],[6123.43612042],[-4176.04165653]
24,[-354.47945253],[1821.56149525],[-882.19267174]
25,[-330.49538241],[1568.30267512],[-523.32449768]
26,[-320.14318818],[1264.61635095],[-702.12068412]
27,[-95.2516455],[1119.4624451],[-594.50390528]
28,[-99.90012147],[1034.27396511],[-660.77062095]
29,[19.14471691],[1124.84241564],[-1197.06106231]
30,[-144.38921266],[968.76324097],[-584.831222]
31,[-108.52236424],[895.2856213],[-613.5976218]
32,[-51.43262244],[846.02356928],[-616.50043589]
33,[-106.1944306],[885.29935819],[-851.89239924]
34,[-39.02005115],[791.54407973],[-535.2242495]
35,[-46.66642477],[770.24927431],[-596.35821788]
36,[-19.17815421],[714.05591841],[-583.30474247]
37,[-21.0946216],[677.58983876],[-674.49214646]
38,[-80.39499273],[702.33732958],[-609.37806518]
39,[-17.01756402],[640.43973132],[-537.03446901]
40,[-24.3216238],[649.70610517],[-754.65520687]
41,[-126.93248205],[740.20269407],[-984.31649695]
42,[-12.40731399],[621.79934604],[-600.60498738]
43,[-65.94772657],[637.00682166],[-841.35239493]
44,[-29.16202283],[616.70482855],[-695.25468703]
45,[-10.6434476],[594.19630621],[-763.29703561]
46,[-12.1266223],[588.44887104],[-596.57274417]
47,[-69.00091566],[606.94042905],[-560.68702649]
48,[-11.73421292],[572.3628289],[-764.48544628]
49,[-13.65283535],[558.76601666],[-658.5389018]
50,[-31.36010219],[560.03005913],[-670.89523845]
51,[-11.09263276],[547.20362838],[-636.1434052]
52,[-7.35209412],[541.75150383],[-682.4343976]
53,[-17.32715318],[540.12131052],[-576.28070899]
54,[-12.88018413],[534.27527867],[-577.20048352]
55,[-44.00245112],[541.38452071],[-561.62819706]
56,[-14.46408127],[524.21764172],[-524.65609399]
57,[-9.34008967],[517.87553013],[-581.15638053]
58,[-21.71694021],[517.43391883],[-483.70820206]
59,[-33.99633598],[540.9400657],[-623.81441864]
60,[-23.71986199],[506.93147412],[-600.39579835]
61,[-8.47816832],[491.91585678],[-471.48023742]
62,[-34.57194571],[500.5345421],[-645.3092379]
63,[-23.43623182],[489.78201339],[-403.57007985]
64,[-8.76629461],[478.57328307],[-508.66113742]
65,[-5.36619099],[473.80231129],[-408.2719135]
66,[-15.12643796],[474.70748769],[-437.44591828]
67,[-12.31695418],[467.7900849],[-498.33216805]
68,[-23.11365681],[471.18318734],[-498.54061681]
69,[-7.87206264],[458.88105156],[-397.47332124]
70,[-19.54769644],[462.31915905],[-467.44274494]
71,[-15.40566927],[457.51148901],[-432.26595772]
72,[-4.75738399],[449.19906024],[-409.64457291]
73,[-2.33711198],[445.23654201],[-509.73209174]
74,[-43.44171031],[458.42189769],[-547.75672114]
75,[-20.1397252],[446.70748157],[-433.19568638]
76,[-16.50433996],[440.91022784],[-414.19970469]
77,[-69.72126209],[462.14754154],[-405.38103304]
78,[-21.86929337],[438.38187351],[-432.39835282]
79,[-7.43782915],[425.34319381],[-484.86398995]
80,[-4.06278131],[421.11775171],[-335.03619994]
81,[-5.85540451],[418.31820164],[-361.32096738]
82,[-11.6746799],[417.1848026],[-339.65589304]
83,[-4.34881102],[412.76011309],[-495.62438527]
84,[-6.49414952],[410.90804739],[-359.76247969]
85,[-5.68095838],[409.00682065],[-401.20258399]
86,[-20.6590117],[412.42068102],[-404.71058731]
87,[-8.89248454],[404.58304241],[-385.35061566]
88,[-4.94023744],[401.43263906],[-402.38475128]
89,[-142.19054011],[453.0601055],[-397.87910678]
90,[-12.24535151],[400.20176491],[-319.45320909]
91,[-5.78695737],[394.57517635],[-343.97512884]
92,[-21.05720697],[400.09309916],[-311.13873499]
93,[-2.5524561],[389.07556436],[-350.96017306]
94,[-4.44719586],[386.89901956],[-314.95247053]
95,[-11.81955712],[387.89206319],[-342.13049348]
