,Mean,Variance,Predictive model
0,[-69.11440257],[66.77527959],[-2.04078034]
1,[-15.78644832],[34.06853258],[-0.30229984]
2,[-14.55726838],[29.73399817],[-0.86477152]
3,[-32.94522674],[33.72485857],[-2.11350416]
4,[-0.37250884],[10.88589803],[-0.3304863]
5,[-34.58249485],[19.91876834],[-1.23229882]
6,[-28.85461478],[25.99982425],[-2.96287011]
7,[-1.80793313],[5.86197434],[-0.45049816]
8,[-7.59516964],[7.36121252],[-0.94324871]
9,[-8.54311133],[6.00459115],[-0.52929663]
10,[-7.98599759],[5.42773776],[-0.54783362]
11,[-24.20314978],[11.86503859],[-2.94933773]
12,[-11.45956061],[8.25954623],[-5.48457359]
13,[-0.74004272],[3.04270512],[-1.67840819]
14,[-0.57738701],[1.37495614],[-0.70259068]
15,[-0.93025895],[1.35050832],[-0.80093917]
16,[-5.40001038],[2.64337549],[-0.42320251]
17,[-1.17736192],[0.99460942],[-0.56377954]
18,[-1.25136844],[0.97621889],[-0.81380363]
19,[-0.85495721],[0.5376637],[-0.62571917]
20,[-1.44143733],[0.72490203],[-0.49777175]
21,[-0.39444213],[0.25657373],[-0.43706902]
22,[-0.39270054],[0.22890284],[-0.39371952]
23,[-11.33731911],[5.67889542],[-0.]
24,[-1.03756166],[0.95456364],[-0.]
25,[-0.53535939],[0.4627061],[-0.]
26,[-1.54551834],[0.77760758],[-0.]
27,[-0.37811556],[0.25353034],[-0.]
28,[-0.38838435],[0.25107708],[-0.]
29,[-0.37807243],[0.21260148],[-0.]
30,[-0.41968501],[0.22669089],[-0.]
31,[-0.41117059],[0.21359556],[-0.]
32,[-0.38419726],[0.19728911],[-0.]
33,[-0.40250225],[0.19103176],[-0.]
34,[-0.42957351],[0.20355683],[-0.]
35,[-0.42981535],[0.20100367],[-0.]
36,[-0.40581336],[0.18426909],[-0.]
37,[-0.40875894],[0.18560395],[-0.]
38,[-0.40639646],[0.17904239],[-0.]
39,[-0.39126036],[0.17189124],[-0.]
40,[-0.40670126],[0.17434366],[-0.]
41,[-0.41851226],[0.1776263],[-0.]
42,[-0.39453592],[0.16614638],[-0.]
43,[-0.40651883],[0.16453389],[-0.]
44,[-0.40751246],[0.16745753],[-0.]
45,[-0.39921221],[0.16322068],[-0.]
46,[-0.39949306],[0.15966259],[-0.]
47,[-0.39826365],[0.15845064],[-0.]
48,[-0.407336],[0.15826596],[-0.]
49,[-0.42883013],[0.16236085],[-0.]
50,[-0.39789467],[0.15257776],[-0.]
51,[-0.40040054],[0.15356179],[-0.]
52,[-0.39995361],[0.15052057],[-0.]
53,[-0.39824472],[0.1491067],[-0.]
54,[-0.41248233],[0.15256246],[-0.]
55,[-0.42119538],[0.1539148],[-0.]
56,[-0.40786464],[0.14761993],[-0.]
57,[-0.39897778],[0.14407135],[-0.]
58,[-0.39771403],[0.1424676],[-0.]
59,[-1.18220974],[0.44706041],[-0.]
60,[-0.39775366],[0.13968176],[-0.]
61,[-0.39932238],[0.1389615],[-0.]
62,[-0.40754973],[0.14177898],[-0.]
63,[-0.39973666],[0.13750513],[-0.]
64,[-0.3996754],[0.13626009],[-0.]
65,[-0.40091574],[0.13487091],[-0.]
66,[-0.39852422],[0.1347948],[-0.]
67,[-0.39963622],[0.13334338],[-0.]
68,[-0.41001954],[0.13432535],[-0.]
69,[-0.40031145],[0.1318687],[-0.]
70,[-0.41100619],[0.13343157],[-0.]
71,[-0.43157747],[0.14102575],[-0.]
72,[-0.40636956],[0.13148833],[-0.]
73,[-0.39963329],[0.1284752],[-0.]
74,[-0.40027206],[0.12769643],[-0.]
75,[-0.40592629],[0.12965907],[-0.]
76,[-0.40261649],[0.12607526],[-0.]
77,[-0.40526892],[0.12651894],[-0.]
78,[-0.40080974],[0.12471118],[-0.]
79,[-0.39842869],[0.12304397],[-0.]
80,[-0.39985988],[0.12245742],[-0.]
81,[-0.40232276],[0.12244002],[-0.]
82,[-0.41418838],[0.12510485],[-0.]
83,[-0.40067515],[0.12115905],[-0.]
84,[-0.41238501],[0.12343087],[-0.]
85,[-0.40118601],[0.11976064],[-0.]
86,[-0.39777054],[0.11812869],[-0.]
87,[-0.40402629],[0.11941664],[-0.]
88,[-0.40720173],[0.11911076],[-0.]
89,[-0.41397662],[0.12058988],[-0.]
90,[-0.40839829],[0.11871628],[-0.]
91,[-0.42170822],[0.12081769],[-0.]
92,[-0.40185936],[0.1152016],[-0.]
93,[-0.41010773],[0.11612643],[-0.]
94,[-0.40012586],[0.11398807],[-0.]
95,[-0.40093608],[0.11347795],[-0.]
