,Mean,Variance,Predictive model
0,[18.84500528],[122.04753482],[0.06740928]
1,[-143.91024325],[191.46495927],[1.05797192]
2,[-47.3867927],[165.26493624],[0.45664722]
3,[-126.64279524],[187.38180749],[-1.45526826]
4,[-12.48608524],[165.06890526],[0.61859234]
5,[-134.07917478],[178.61894959],[3.17783145]
6,[-114.31577557],[182.2849337],[-0.46544814]
7,[-69.00558806],[172.30529895],[-8.13679429]
8,[-66.16153218],[172.77229721],[-8.87306006]
9,[-18.82082788],[158.74974894],[-10.54594208]
10,[5.366905],[166.62664197],[0.48112511]
11,[-52.63991022],[166.16794854],[-6.20727559]
12,[-27.10740488],[164.18509381],[-25.18654707]
13,[-114.18214376],[194.26548381],[-13.71090719]
14,[-2.27378561],[175.10715308],[1.91538751]
15,[15.45274717],[165.34188927],[3.35550095]
16,[-4.92176145],[171.13146406],[-19.68715289]
17,[91.88874466],[151.58567554],[24.77248767]
18,[166.14716811],[121.32396129],[27.69577471]
19,[-100.42084691],[189.11862909],[31.2662973]
20,[307.67456206],[153.01060445],[36.68031046]
21,[545.53864489],[157.8593071],[136.64117862]
22,[547.81357672],[120.64705237],[126.97216957]
23,[709.58032677],[53.55086454],[170.16741828]
24,[796.60885817],[34.39488349],[251.49815502]
25,[472.15401757],[177.42867503],[205.90357891]
26,[755.25341772],[57.17388966],[249.5125406]
27,[65.89206584],[349.99968523],[163.24383393]
28,[194.91899019],[326.58428277],[176.31672337]
29,[411.86235961],[303.8309246],[283.12173836]
30,[353.58247862],[316.02943192],[362.06357122]
31,[545.98514509],[281.1055272],[284.42800539]
32,[154.72061312],[358.07672348],[308.09926871]
33,[745.8346333],[120.66865429],[334.49565175]
34,[662.30196329],[142.25397834],[379.25873073]
35,[182.28032161],[378.27803616],[-0.]
36,[145.38913221],[382.27862015],[0.]
37,[436.68117757],[336.10112825],[0.]
38,[431.37983106],[329.6225507],[0.]
39,[366.5416202],[337.48443271],[0.]
40,[153.59353877],[379.89228582],[-0.]
41,[156.32549327],[374.54386691],[-0.]
42,[153.22713211],[370.55225751],[-0.]
43,[121.02156687],[370.79973695],[-0.]
44,[124.24052324],[362.95316936],[-0.]
45,[107.40930617],[374.80345004],[0.]
46,[497.13398684],[304.22892218],[0.]
47,[553.0678641],[299.2913553],[0.]
48,[538.85484586],[249.13255195],[0.]
49,[645.41024957],[214.19380913],[0.]
50,[391.47538348],[288.80910755],[0.]
51,[424.05340942],[271.56666068],[0.]
52,[113.16015305],[388.70407643],[-0.]
53,[557.62041237],[209.8757654],[0.]
54,[103.61978188],[385.82769667],[-0.]
55,[95.0487858],[381.81507877],[0.]
56,[406.2406359],[306.36585145],[0.]
57,[368.37294762],[345.86808137],[0.]
58,[511.72008714],[263.68141291],[0.]
59,[96.24581442],[386.53135859],[-0.]
60,[107.12519677],[380.07495491],[-0.]
61,[752.47734623],[133.16930757],[0.]
62,[95.54820507],[381.86991955],[-0.]
63,[166.11529646],[350.98656056],[0.]
64,[84.89012873],[379.12515773],[-0.]
65,[529.42763653],[197.527112],[0.]
66,[79.47978065],[372.50697876],[-0.]
67,[361.54556056],[273.76921655],[0.]
68,[127.56873688],[361.28605922],[0.]
69,[441.62155454],[229.57231438],[0.]
70,[317.74259297],[310.655572],[0.]
71,[84.96527393],[374.14468741],[-0.]
72,[91.37915138],[362.6597927],[0.]
73,[833.38906625],[78.3495827],[0.]
74,[61.94974539],[371.46571953],[0.]
75,[49.94851412],[371.38135074],[-0.]
76,[399.74027438],[233.84460152],[0.]
77,[431.74491798],[223.17233934],[0.]
78,[59.72452984],[360.83125612],[-0.]
79,[419.77312795],[218.05240851],[0.]
80,[35.99762999],[366.75510157],[-0.]
81,[73.58840289],[346.8140203],[0.]
82,[801.14683842],[65.63497776],[0.]
83,[163.70976936],[303.08414431],[0.]
84,[704.58485892],[90.53634793],[0.]
85,[843.94357298],[32.29784353],[0.]
86,[63.75914303],[332.65393143],[-0.]
87,[-19.01943598],[358.11059932],[-0.]
88,[666.77446745],[89.82229262],[0.]
89,[821.84713858],[28.06336749],[0.]
90,[657.6162644],[90.59556534],[0.]
91,[44.31296986],[330.34378321],[-0.]
92,[650.50982356],[94.04365667],[0.]
93,[763.99397183],[45.23097486],[0.]
94,[300.39897909],[223.59891877],[0.]
95,[-8.62073927],[338.36010089],[0.]
