,Mean,Variance,Predictive model
0,[-37.69799673],[30.95903129],[-0.61521527]
1,[-28.43520293],[29.2087572],[-0.4372506]
2,[-22.92367183],[27.32654271],[-0.47807996]
3,[-27.55728336],[28.85396906],[-0.76239915]
4,[-30.71606477],[31.73038008],[-0.95729965]
5,[-35.89228248],[32.66936071],[-1.3269581]
6,[-23.0130387],[31.01539873],[-0.86656055]
7,[-22.75448061],[30.91959663],[-0.77123804]
8,[-25.7155722],[26.62034528],[-1.04751469]
9,[-14.78761694],[19.4790096],[-1.98330046]
10,[-27.29531646],[23.50127977],[-1.9373351]
11,[-25.83646925],[23.32301816],[-3.22805628]
12,[-3.20345397],[13.09219469],[-1.49145653]
13,[-13.68720156],[18.16905115],[-7.21862217]
14,[-12.02591869],[13.59118591],[-1.5437144]
15,[-0.27225033],[6.61195239],[-1.54084123]
16,[-10.16716494],[9.58196735],[-1.69601666]
17,[-14.93589568],[11.5782255],[-1.19993413]
18,[-9.09829116],[7.59934688],[-1.75813619]
19,[-2.89153448],[4.41377961],[-1.48449604]
20,[-0.73101117],[4.07684593],[-2.52717073]
21,[-0.9531774],[3.0068749],[-1.69677204]
22,[-1.91565842],[2.19510975],[-1.29858444]
23,[-0.49019186],[1.37627539],[-1.6591653]
24,[-1.22863168],[1.16648279],[-1.11410356]
25,[-2.17636173],[1.86375264],[-2.36026246]
26,[-0.65889492],[0.74446309],[-1.43664573]
27,[-1.12164152],[0.83080154],[-0.93861837]
28,[-0.91943388],[0.4652676],[-1.06438935]
29,[-1.28956376],[1.1708667],[-2.56874765]
30,[-0.39121693],[0.20220198],[-1.1283498]
31,[-0.78505054],[0.29459951],[-1.18466382]
32,[-0.43533179],[0.14342691],[-0.82797941]
33,[-15.43089663],[6.6134103],[-0.]
34,[-0.62524187],[0.59589713],[-0.]
35,[-0.38978323],[0.2814699],[-0.]
36,[-0.57461767],[0.30218273],[-0.]
37,[-0.8574201],[0.36116596],[-0.]
38,[-0.70571797],[0.25264961],[-0.]
39,[-0.38480258],[0.1084707],[-0.]
40,[-0.40278642],[0.10285079],[-0.]
41,[-0.39430032],[0.09299801],[-0.]
42,[-0.41617818],[0.1034742],[-0.]
43,[-0.40045312],[0.09099406],[-0.]
44,[-0.40336309],[0.09394165],[-0.]
45,[-0.42260032],[0.08958431],[-0.]
46,[-0.39836385],[0.0844263],[-0.]
47,[-0.4024592],[0.08174419],[-0.]
48,[-0.40525674],[0.08117388],[-0.]
49,[-0.40436599],[0.08301373],[-0.]
50,[-0.39946863],[0.08028719],[-0.]
51,[-0.40489943],[0.07889688],[-0.]
52,[-0.39995598],[0.07570023],[-0.]
53,[-0.39823168],[0.07475233],[-0.]
54,[-0.46951191],[0.0990126],[-0.]
55,[-0.41137626],[0.07853089],[-0.]
56,[-0.40268071],[0.07312339],[-0.]
57,[-0.40440356],[0.07339787],[-0.]
58,[-0.42715774],[0.07769547],[-0.]
59,[-0.41213467],[0.07191367],[-0.]
60,[-0.40498276],[0.0703843],[-0.]
61,[-0.40609435],[0.07328901],[-0.]
62,[-0.39842378],[0.0705317],[-0.]
63,[-0.41028234],[0.07091892],[-0.]
64,[-0.40528744],[0.07099025],[-0.]
65,[-0.40588616],[0.0691335],[-0.]
66,[-0.40732023],[0.06870261],[-0.]
67,[-0.40915001],[0.07046069],[-0.]
68,[-0.39735035],[0.06584061],[-0.]
69,[-0.40563032],[0.0677735],[-0.]
70,[-0.39971948],[0.06577557],[-0.]
71,[-0.39755229],[0.06488788],[-0.]
72,[-0.40288594],[0.06569324],[-0.]
73,[-0.40450151],[0.06497901],[-0.]
74,[-0.39872697],[0.06361039],[-0.]
75,[-0.40463875],[0.06514513],[-0.]
76,[-0.39958304],[0.06367884],[-0.]
77,[-0.40157332],[0.06263917],[-0.]
78,[-0.39889149],[0.06220208],[-0.]
79,[-0.39926907],[0.06223593],[-0.]
80,[-0.39754244],[0.06136822],[-0.]
81,[-0.40213846],[0.06141717],[-0.]
82,[-0.40040816],[0.06112091],[-0.]
83,[-0.39831459],[0.06014771],[-0.]
84,[-0.40339595],[0.0607447],[-0.]
85,[-0.40394291],[0.06076056],[-0.]
86,[-0.39745314],[0.05936081],[-0.]
87,[-0.39720005],[0.05956207],[-0.]
88,[-0.40171599],[0.05911901],[-0.]
89,[-0.40209968],[0.05955829],[-0.]
90,[-0.4021835],[0.05865952],[-0.]
91,[-0.40181743],[0.05810045],[-0.]
92,[-0.39883365],[0.05735561],[-0.]
93,[-0.40263755],[0.05741715],[-0.]
94,[-0.40661793],[0.05815541],[-0.]
95,[-0.40355977],[0.05766471],[-0.]
