,Mean,Variance,Predictive model
0,[-11590.54437578],[21608.59391185],[-65.46115714]
1,[2437.34226879],[10853.30020028],[-22.47670262]
2,[121.09772397],[11290.86276018],[-880.28100866]
3,[1154.01994237],[6251.79291],[-25.80588939]
4,[175.71591787],[1620.22559794],[-29.6920884]
5,[-307.3007031],[1467.2633766],[-44.84196926]
6,[-874.80398106],[1315.08704948],[-13.30791362]
7,[-2602.92679313],[1704.79302821],[-54.40530103]
8,[1608.38811762],[3184.37729575],[-97.32590031]
9,[-19009.41727785],[14202.64713474],[-3128.73760438]
10,[11563.99070426],[18556.56095691],[-1180.71150685]
11,[-18352.5492888],[18138.67597074],[-1992.6919586]
12,[-6274.65238421],[10989.83211611],[-295.94790605]
13,[-10896.62514968],[50255.91657671],[-635.67269374]
14,[3742.39699553],[5027.21562606],[-857.80538203]
15,[-4499.55571222],[6549.77602745],[-744.77334851]
16,[-367.45107608],[5070.35768903],[-2795.02793643]
17,[-1288.85988205],[3788.00014098],[-643.17470309]
18,[-1947.55324613],[3164.55511743],[-706.87066676]
19,[-1054.21421353],[2318.61830612],[-291.92818062]
20,[-712.00210806],[2024.80551381],[-1070.98298558]
21,[-313.3994894],[1606.45477605],[-336.45902046]
22,[-1424.08675132],[2049.30813803],[-421.22873257]
23,[-893.10208208],[1292.16015072],[-307.20355473]
24,[-81.04250078],[886.86165811],[-439.95657689]
25,[-55.50920802],[824.19626364],[-398.99591114]
26,[-105.9255068],[769.85042824],[-590.67495852]
27,[-114.77136571],[581.7154059],[-302.99895859]
28,[-92.47534058],[550.60518318],[-357.43730494]
29,[-48.96444461],[489.90306863],[-436.74551699]
30,[-78.47536949],[494.74280531],[-374.88271316]
31,[-2.24621866],[408.24852776],[-329.12357027]
32,[-547.3275505],[595.17972771],[-299.93910257]
33,[-32.444934],[385.54649508],[-345.03199538]
34,[-52.77487695],[362.17826137],[-379.30521308]
35,[-84.99497935],[356.78058889],[-332.70130653]
36,[-24.26238256],[350.51914301],[-385.75196329]
37,[-69.59596993],[353.03844306],[-371.30589777]
38,[-62.14500569],[338.67614574],[-319.85893687]
39,[-191.38138411],[375.6887559],[-421.64507612]
40,[-1.59218912],[296.36615977],[-347.29547611]
41,[-139.45166014],[386.92115162],[-446.06301246]
42,[-6.83185728],[295.01460565],[-440.68257322]
43,[-2.9938424],[273.2483767],[-382.93688564]
44,[-21.595595],[274.11179664],[-461.22355915]
45,[-2.56637283],[264.99200059],[-241.41618799]
46,[-21.17377267],[267.86653052],[-335.62237993]
47,[-121.06647208],[301.65431552],[-564.55739048]
48,[-37.80554561],[300.66777279],[-477.62518237]
49,[-3.5788573],[245.81461922],[-434.14838932]
50,[-8.21951447],[245.87822433],[-318.52511249]
51,[-643.61152926],[584.59783722],[-351.36831268]
52,[0.88381792],[230.55885651],[-458.6742044]
53,[-5.20394988],[232.11907269],[-320.75408391]
54,[-2.33757258],[227.81000724],[-347.98117506]
55,[-48.3244148],[253.19097743],[-369.13475044]
56,[-0.20882767],[223.46926692],[-348.7918156]
57,[-22.88317821],[229.74229759],[-327.90402103]
58,[3.01757386],[217.08725191],[-317.21328397]
59,[-1.16308341],[217.52946185],[-306.47666639]
60,[-0.59398803],[223.24611382],[-338.76662914]
61,[-0.163686],[212.45987742],[-309.80038845]
62,[-42.12701119],[235.70905834],[-278.65501739]
63,[-20.30274217],[214.80129431],[-253.50800934]
64,[-12.35014115],[211.89049352],[-286.51777247]
65,[-5.97300241],[208.59471517],[-287.59358607]
66,[-6.00948652],[206.18806141],[-297.98069583]
67,[-4.61493641],[204.72514245],[-309.57147036]
68,[-12.95524651],[205.29453709],[-300.33073202]
69,[-9.55814367],[200.67177294],[-256.88079722]
70,[-5.91971004],[194.08604567],[-257.74573584]
71,[3.72639025],[188.87540842],[-278.78724498]
72,[-7.29439298],[190.1073661],[-205.20079837]
73,[-7.75917885],[191.0124099],[-215.29528957]
74,[-49.96689808],[219.31670503],[-253.34856852]
75,[-11.95250111],[194.00603911],[-218.82518971]
76,[-12.17977217],[188.83653793],[-260.78202486]
77,[-10.11521257],[187.17986941],[-305.7082608]
78,[2.51427933],[180.89400085],[-248.8501618]
79,[-3.51429275],[182.65484118],[-219.41506461]
80,[-1.1969167],[179.72817894],[-211.78388355]
81,[0.33614305],[177.50090253],[-209.23968256]
82,[-6.92212832],[178.62741535],[-245.63665978]
83,[1.15477612],[174.23210048],[-277.11981606]
84,[-3.05099807],[174.97179179],[-186.88780652]
85,[-5.44909492],[174.73737484],[-157.29865572]
86,[-52.36865905],[199.18689224],[-262.11695131]
87,[-1.53755294],[170.97423398],[-228.49522528]
88,[-6.81209588],[171.84378884],[-167.89453842]
89,[-4.84029892],[169.98295209],[-218.41198408]
90,[-1.61604416],[167.36863016],[-180.36207482]
91,[-9.88154549],[170.88775631],[-211.34125232]
92,[-5.08795356],[167.58765959],[-133.28774794]
93,[1.73981991],[163.5986068],[-206.93941648]
94,[-8.34329987],[167.49056083],[-154.49756692]
95,[-10.00842317],[166.41331026],[-191.1858975]
