,Mean,Variance,Predictive model
0,[9.18310344],[15.20170363],[0.22206936]
1,[17.82141636],[14.52129281],[0.17464234]
2,[26.80488709],[13.64673509],[0.41819409]
3,[5.621008],[16.77418092],[0.12783152]
4,[19.14827103],[10.61576005],[0.32472959]
5,[114.50867707],[25.26508054],[1.45969113]
6,[111.8710769],[24.71773677],[4.06009799]
7,[116.76060242],[22.61121881],[2.14958727]
8,[260.51068152],[37.18850321],[3.92664957]
9,[289.74729923],[5.51956568],[11.4235341]
10,[255.33028397],[36.21785952],[3.43860023]
11,[254.31238136],[37.82864043],[6.08200449]
12,[255.21036232],[35.38474461],[6.23547439]
13,[237.89405405],[32.30505434],[25.63676216]
14,[220.33763604],[42.66556157],[12.13715807]
15,[263.92610368],[19.9285147],[2.36520995]
16,[268.26951784],[19.28007756],[14.87616708]
17,[96.31936966],[58.98652825],[4.1361918]
18,[197.54410784],[46.73188078],[33.40270393]
19,[176.30523773],[49.83889142],[21.25365577]
20,[183.54209021],[21.72260329],[15.19944108]
21,[240.64030052],[25.24085565],[33.35980224]
22,[146.80116928],[51.89604457],[0.6946543]
23,[260.18831855],[31.21739921],[22.09596963]
24,[205.81183799],[42.4514046],[13.02955355]
25,[221.14316632],[38.238711],[3.11811323]
26,[92.86671666],[53.8402455],[0.7828499]
27,[21.35703291],[58.38082767],[41.60534796]
28,[260.66687778],[26.76846638],[31.8435693]
29,[215.66808184],[38.61808667],[23.9632551]
30,[256.37078407],[26.6200507],[11.86415598]
31,[271.4988603],[17.73333463],[31.07057786]
32,[259.03423571],[26.00525866],[25.84834157]
33,[229.60797338],[32.28635074],[18.33681287]
34,[19.84261163],[53.68271476],[74.38455099]
35,[19.10272764],[53.28612073],[59.13273443]
36,[212.52862007],[33.78607417],[50.28707545]
37,[18.38313932],[52.26465118],[57.05964554]
38,[258.5358828],[24.06727706],[73.40963979]
39,[258.22128639],[24.04183575],[12.27377399]
40,[19.71743451],[52.91953919],[88.38103953]
41,[237.02229104],[30.25259426],[74.84745237]
42,[226.80272675],[28.94111946],[24.16859204]
43,[262.06846478],[23.98156471],[54.50838971]
44,[100.72439013],[46.63732563],[83.57632317]
45,[123.56413495],[43.63266534],[31.72284651]
46,[262.2382667],[24.45394915],[44.60814605]
47,[251.03388431],[24.89700516],[40.89034791]
48,[259.4919298],[22.51691072],[47.84594017]
49,[261.47441599],[23.58398568],[73.93553448]
50,[178.29801923],[40.09598904],[22.2333607]
51,[162.74956285],[36.11443367],[63.4262679]
52,[261.33189219],[23.34510468],[43.44548162]
53,[133.62962037],[46.55671523],[28.28268947]
54,[20.92333811],[53.19085298],[118.02994047]
55,[20.98776017],[52.77557509],[82.76829671]
56,[20.95014695],[52.36862576],[72.70570631]
57,[26.99740519],[52.25043396],[66.68353391]
58,[230.78970059],[30.4268021],[40.71186212]
59,[191.90093509],[32.59897849],[72.60741259]
60,[279.11134668],[29.2410957],[130.19374451]
61,[113.94205281],[38.04360902],[116.48180745]
62,[157.60931182],[45.29725101],[99.25260067]
63,[264.72013217],[31.44381606],[130.44024766]
64,[224.30955101],[34.94138058],[178.03218169]
65,[220.49002278],[36.53973358],[156.3939608]
66,[164.54361787],[51.29658092],[62.09270722]
67,[160.95766106],[41.85782444],[93.5371656]
68,[162.89698129],[37.30662327],[117.11616129]
69,[263.25863321],[34.15385332],[168.68087898]
70,[256.61105091],[31.77886437],[145.51789161]
71,[36.16129335],[64.30871681],[151.47680698]
72,[42.22466477],[66.73390296],[175.27882145]
73,[277.58223151],[32.22977895],[200.90235766]
74,[145.06783596],[37.23624834],[124.12791512]
75,[262.5538023],[32.18511675],[151.73346428]
76,[67.91080541],[68.50232002],[129.89909769]
77,[324.48829792],[46.45617133],[160.89068275]
78,[187.98658427],[62.31777822],[168.81425567]
79,[177.40634767],[66.58732999],[130.79375163]
80,[96.50951137],[60.30078266],[184.25152378]
81,[107.09427181],[62.56802173],[185.66034276]
82,[58.80844694],[80.34071166],[140.46044372]
83,[97.12571796],[73.31949358],[102.4938619]
84,[214.98706121],[42.52304478],[140.69979629]
85,[322.62711397],[44.06755763],[172.50885821]
86,[190.99286908],[51.11800451],[64.5439973]
87,[212.08174963],[62.65858527],[142.61766322]
88,[314.50591092],[47.6084809],[187.45256361]
89,[293.20920894],[43.94888815],[58.24537047]
90,[116.0676506],[66.78605205],[105.70367958]
91,[212.53865548],[46.26006981],[147.76896112]
92,[106.01131233],[70.47916485],[85.11800134]
93,[230.83440581],[54.04963929],[74.33749416]
94,[228.87451753],[50.44782306],[120.57064872]
95,[179.87854957],[36.92980902],[175.60059108]
