,Mean,Variance,Predictive model
0,[-11.56007109],[16.9172419],[-0.09994762]
1,[-15.39949272],[18.90784639],[-0.23262317]
2,[-10.78081394],[17.87657726],[-0.07486962]
3,[-10.58411655],[27.09083681],[-0.24645527]
4,[-15.23325416],[26.67223002],[-0.75013385]
5,[2.27354807],[18.47916762],[-0.08939077]
6,[-19.13520922],[26.05761559],[-0.96940599]
7,[6.17882554],[16.67750863],[-0.1561611]
8,[-19.68045365],[24.98653023],[-2.63596591]
9,[-28.44165174],[38.42151736],[-1.99110433]
10,[-0.23384936],[26.09253662],[-0.60413193]
11,[-20.40486857],[33.24179808],[-6.37745865]
12,[-8.29759684],[28.28173297],[-1.81560765]
13,[-15.93740329],[29.32505033],[-4.02656569]
14,[1.27596134],[18.30895977],[-1.39306732]
15,[-21.64305261],[26.67110109],[-6.17979917]
16,[-10.08917365],[18.89922833],[-1.10556893]
17,[5.71551555],[10.99750691],[-1.19158127]
18,[11.6339008],[8.56161582],[-0.4366947]
19,[2.76682473],[12.32142485],[-0.52974322]
20,[-0.43345597],[11.50251262],[-0.26594836]
21,[3.65508844],[7.82697036],[-0.38532239]
22,[-7.12394292],[11.36112538],[-1.59420437]
23,[2.65662645],[6.87965486],[-0.55100822]
24,[-1.60242915],[7.2530472],[-0.93139608]
25,[-8.06644883],[9.28989013],[-0.562816]
26,[-7.3059874],[8.3915173],[-1.19781124]
27,[-10.85207016],[10.35558473],[-0.90518861]
28,[1.99133091],[3.97247205],[-0.77244743]
29,[-3.74024018],[6.11720651],[-0.80573174]
30,[-10.70563866],[8.10159055],[-0.780804]
31,[1.45408014],[3.39861476],[-0.79074769]
32,[1.1026431],[3.23716302],[-0.69781173]
33,[0.970777],[3.00776877],[-0.87051574]
34,[0.86647502],[2.90023808],[-0.85056451]
35,[-0.22836707],[3.26823322],[-1.00438291]
36,[-1.37898199],[3.47491208],[-0.81812229]
37,[1.54922857],[2.06544542],[-0.90902718]
38,[0.56502279],[2.25632817],[-1.15614854]
39,[0.35009462],[2.18549795],[-1.11434782]
40,[-2.4684789],[3.08230964],[-1.01604916]
41,[-0.91001475],[2.36311619],[-0.94532411]
42,[0.32159199],[1.73785089],[-1.11361019]
43,[-1.86748906],[2.47012445],[-0.99933823]
44,[0.94037279],[1.30771817],[-1.20660912]
45,[-1.32240739],[2.0087019],[-1.21652717]
46,[-0.09837848],[1.61557288],[-1.31362824]
47,[-0.16065395],[1.60367735],[-1.61051083]
48,[-1.37271557],[1.90499083],[-1.0022034]
49,[1.38710108],[0.77837791],[-0.88888721]
50,[0.02050137],[1.27181503],[-1.07982542]
51,[0.84787831],[0.89570644],[-1.11140578]
52,[-1.35131019],[1.89918384],[-1.30941085]
53,[-0.90375048],[1.92535338],[-1.00769987]
54,[-0.9372034],[1.59997653],[-1.02084505]
55,[-2.51006907],[2.21323774],[-1.18805253]
56,[-2.68075388],[2.19929466],[-0.98552396]
57,[0.95877262],[0.69465325],[-0.9631634]
58,[1.0146309],[0.65708963],[-1.02202243]
59,[-0.88588518],[1.41071069],[-1.20105319]
60,[0.76817316],[0.67449778],[-1.32134273]
61,[0.5159591],[0.71035999],[-0.94267031]
62,[1.05915235],[0.51659689],[-0.91868605]
63,[-1.67927933],[1.53546297],[-0.94844754]
64,[-1.32561836],[1.41337291],[-1.08221416]
65,[-0.28592211],[0.91303908],[-0.9952382]
66,[0.65212154],[0.48803537],[-1.00385673]
67,[0.99495445],[0.3307304],[-0.84956928]
68,[-0.94597497],[1.10709196],[-0.87520084]
69,[0.23355758],[0.57088064],[-0.75039776]
70,[0.09788742],[0.60910478],[-0.94405132]
71,[0.47096864],[0.4515974],[-0.73126059]
72,[0.92532915],[0.25737362],[-0.6359103]
73,[0.68982644],[0.34642434],[-0.73539845]
74,[0.98376133],[0.19875275],[-0.71501287]
75,[1.04334403],[0.15592738],[-0.6541369]
76,[-0.10931986],[0.60272194],[-0.58620596]
77,[0.94378828],[0.18090833],[-0.54973517]
78,[0.90634312],[0.19700762],[-0.57396459]
79,[0.34954993],[0.4018337],[-0.56948154]
80,[0.83946225],[0.21136056],[-0.54865863]
81,[0.89235149],[0.1778133],[-0.60324684]
82,[-0.51190701],[0.71215598],[-0.38788774]
83,[0.96672883],[0.14133784],[-0.39833497]
84,[1.0273753],[0.11308799],[-0.52999631]
85,[0.9148284],[0.14976132],[-0.40517144]
86,[1.03571036],[0.10247116],[-0.43124761]
87,[1.01409194],[0.10503416],[-0.42815907]
88,[1.02315837],[0.09946054],[-0.48887404]
89,[1.02965271],[0.09365938],[-0.27119295]
90,[0.9577485],[0.11937893],[-0.41457993]
91,[1.02741221],[0.09025497],[-0.28338]
92,[0.82652737],[0.16883141],[-0.36393235]
93,[1.01303433],[0.09507984],[-0.30629511]
94,[1.00714234],[0.09531207],[-0.36340274]
95,[1.02493559],[0.08743111],[-0.15894023]
