,Mean,Variance,Predictive model
0,[46.68853858],[25.85925386],[0.26240593]
1,[49.57495372],[27.17927403],[0.62817374]
2,[62.37962226],[24.6177517],[1.04967114]
3,[72.77045325],[18.75857902],[1.22613496]
4,[68.29012992],[18.48198661],[-0.07624415]
5,[62.79446334],[24.38584838],[0.98398605]
6,[77.19369677],[12.97944568],[0.30297378]
7,[64.6726494],[27.75078555],[2.43724738]
8,[86.60106339],[23.76204635],[4.71748336]
9,[77.4396043],[26.95025509],[2.61545693]
10,[72.5110081],[33.2181556],[3.94804319]
11,[110.73020941],[25.23288647],[1.76647346]
12,[65.57532027],[47.58889797],[3.95724629]
13,[177.20654795],[40.45108575],[6.5618631]
14,[178.72998432],[44.07788858],[7.82732449]
15,[184.45576034],[37.73447364],[10.8845212]
16,[160.51474059],[40.30938652],[11.54158137]
17,[287.43206418],[44.96050615],[36.77533258]
18,[258.5667977],[32.14088916],[37.18022436]
19,[287.55720249],[46.1286627],[43.49506997]
20,[285.2075052],[51.22579006],[37.11369669]
21,[323.95889102],[42.59133619],[11.61739822]
22,[297.66168249],[46.07752558],[20.27756723]
23,[217.2923674],[42.69468843],[68.42802394]
24,[304.96799517],[45.66170431],[34.433547]
25,[323.3792882],[40.8090776],[16.752848]
26,[288.65222261],[35.98896934],[55.91835778]
27,[197.94813824],[54.53004104],[74.44285895]
28,[306.77428569],[43.68390686],[65.03502525]
29,[313.53223067],[46.88474396],[85.07227354]
30,[318.90558113],[37.5695539],[44.46333564]
31,[268.48664337],[42.19195067],[24.48609488]
32,[342.84671297],[41.35843481],[93.4092364]
33,[328.66035194],[48.81808559],[59.96101022]
34,[328.5546104],[46.32926794],[0.41725391]
35,[103.40945081],[72.69007959],[140.47861006]
36,[185.4228111],[60.6645239],[50.54235517]
37,[74.56592443],[70.42329211],[108.18916235]
38,[187.15449642],[61.24901434],[79.60668372]
39,[278.91133509],[39.21880173],[27.44865151]
40,[331.24897913],[40.33354235],[84.39195091]
41,[335.53355508],[47.39780128],[69.0949059]
42,[85.4461224],[68.74813642],[100.86197916]
43,[186.96377895],[62.75256789],[32.73680356]
44,[56.1460033],[78.77629833],[151.29831426]
45,[317.1739091],[46.70121129],[252.14825593]
46,[261.53318883],[47.01416097],[184.29391378]
47,[238.96316245],[57.50752872],[110.18254672]
48,[168.98763741],[60.06157552],[124.87593309]
49,[164.22790385],[58.09454416],[63.28569263]
50,[247.67553203],[44.95538353],[125.1264729]
51,[108.61570661],[73.38449275],[155.13747345]
52,[166.98873869],[67.09542067],[106.66398529]
53,[178.0214262],[60.6596346],[63.07270579]
54,[231.17830473],[59.85928526],[34.03326275]
55,[50.46116569],[73.53317289],[172.88718932]
56,[226.04962021],[59.35303791],[93.5327703]
57,[185.92037107],[56.03281562],[65.71247471]
58,[357.87382848],[47.8072417],[169.76911906]
59,[134.13238825],[65.44104664],[135.35115855]
60,[130.91985788],[73.64491028],[111.02228256]
61,[153.31701426],[59.29372826],[117.43158973]
62,[177.26497191],[58.48021358],[119.73323431]
63,[204.31996702],[68.20281937],[101.3087135]
64,[37.37403322],[85.62056693],[172.88268465]
65,[183.76178766],[70.91511673],[67.37746975]
66,[48.25270034],[87.05731693],[164.41425116]
67,[298.26987598],[42.03225697],[84.99787004]
68,[251.76592915],[50.66335945],[57.28897487]
69,[217.70593449],[65.49624548],[33.48860559]
70,[225.09885319],[58.98447514],[47.64119633]
71,[71.71838395],[78.15033185],[158.80006723]
72,[245.52046857],[55.74451016],[49.82123627]
73,[363.85537263],[44.86662888],[78.58897044]
74,[73.00192262],[78.15095712],[125.61584118]
75,[177.26321743],[66.67389845],[62.63352787]
76,[90.75000972],[78.33419202],[92.10571128]
77,[369.53298363],[49.30768117],[176.5571077]
78,[362.21777857],[50.31128032],[153.15052686]
79,[96.38519487],[83.23177674],[116.47301193]
80,[126.81623404],[69.33952794],[96.04473127]
81,[51.18293771],[91.88116909],[180.16447316]
82,[348.00485946],[44.99200588],[223.87032923]
83,[375.5092026],[45.69311497],[206.59968794]
84,[98.28325733],[79.9448576],[132.10716844]
85,[387.60714965],[49.14585389],[202.45671719]
86,[270.49482668],[59.82720221],[66.55834769]
87,[349.14792118],[52.16197156],[60.26967562]
88,[150.96294767],[72.68072665],[122.37819618]
89,[334.97908424],[45.85862794],[181.63673121]
90,[330.61207603],[53.45870593],[178.37484403]
91,[176.83809142],[78.87071631],[75.55135761]
92,[133.65889816],[88.14738348],[101.00174174]
93,[82.3535952],[84.57171635],[137.52876749]
94,[325.45871266],[46.09190103],[168.64037484]
95,[268.87902694],[54.83503959],[77.50534485]
