,Mean,Variance,Predictive model
0,[80.86580554],[25.77147669],[0.44503304]
1,[159.31471734],[34.02606646],[1.03391799]
2,[144.86441129],[33.53271014],[1.31508014]
3,[164.66783744],[14.29330478],[2.48300105]
4,[142.93316423],[31.63199391],[1.71168457]
5,[137.8329767],[38.18421337],[2.52764567]
6,[149.91374472],[20.38273239],[4.20649224]
7,[123.37579161],[38.33068353],[3.85872284]
8,[120.28885351],[45.87650732],[3.73892165]
9,[140.50497398],[34.83205326],[3.18975099]
10,[140.97793647],[35.40161535],[2.08946295]
11,[141.7350485],[36.1319081],[8.61535704]
12,[122.80749384],[49.54685799],[3.48464241]
13,[158.27520524],[36.07759976],[1.8960195]
14,[98.59056583],[49.64870833],[6.24196775]
15,[147.59580451],[29.73593153],[10.81075574]
16,[198.90548244],[30.23867071],[24.1229629]
17,[168.3110182],[37.4073482],[17.42953944]
18,[187.14976383],[46.93457953],[17.25307495]
19,[252.41651209],[45.68261718],[29.45325433]
20,[248.03684516],[38.30711377],[22.0159657]
21,[236.19893218],[42.53858982],[0.35797165]
22,[251.93003717],[40.34068387],[60.19403167]
23,[282.83200158],[33.47808482],[36.16489659]
24,[222.24076201],[42.37467137],[13.35241386]
25,[235.69684895],[27.42747775],[31.35671428]
26,[28.36008257],[87.91029678],[38.31366162]
27,[218.30535029],[22.54013245],[31.74331198]
28,[250.73743852],[47.90467811],[29.23384584]
29,[230.66288604],[36.29269524],[38.24813401]
30,[24.96906516],[93.20476295],[56.83597498]
31,[89.85983727],[66.00195337],[80.68099956]
32,[179.76378625],[37.89822841],[49.89291237]
33,[332.1632761],[44.00429181],[83.34337537]
34,[312.03263825],[37.44440934],[71.54019895]
35,[307.96836566],[30.87486991],[131.67728145]
36,[293.56743376],[21.79855593],[88.33230827]
37,[329.50666424],[37.73651125],[88.39837624]
38,[322.21524389],[38.32636435],[145.27125104]
39,[49.37260776],[100.44157037],[123.49759184]
40,[326.42220521],[31.12951389],[168.4237906]
41,[77.14512036],[85.91101965],[64.02484762]
42,[300.2319106],[44.09484157],[195.93204772]
43,[337.96363829],[45.9526903],[116.43854084]
44,[319.99799635],[36.03772496],[217.28617325]
45,[358.68261045],[43.88966964],[240.01616692]
46,[278.67363641],[52.47273211],[122.96061461]
47,[217.90058234],[71.6439787],[172.46716002]
48,[106.17334037],[100.00732291],[102.69613168]
49,[213.95115341],[44.29425473],[165.79579252]
50,[214.43387068],[70.56544619],[194.73322449]
51,[229.73373906],[76.96779305],[226.10297035]
52,[320.5243952],[43.21149903],[215.93586812]
53,[202.78552518],[53.57800976],[154.04036052]
54,[268.61901868],[60.71704659],[149.29130772]
55,[198.62010968],[57.52295651],[147.20490055]
56,[376.97566119],[36.26836099],[252.30833146]
57,[356.11033691],[49.02056476],[245.01874975]
58,[221.63009864],[59.21122695],[183.93461308]
59,[332.6010325],[63.86114706],[256.37579357]
60,[280.14839029],[56.43556083],[194.7924288]
61,[235.61747658],[41.78872403],[122.24962427]
62,[266.8316047],[64.07924408],[168.53966266]
63,[226.22540349],[67.08391162],[209.07009947]
64,[347.774733],[46.48502342],[201.66853919]
65,[326.84098838],[49.16123068],[235.14698063]
66,[328.11299552],[53.47836888],[211.61452487]
67,[333.21408603],[43.9890181],[216.64370405]
68,[367.84153182],[47.15930464],[201.79634685]
69,[276.93851736],[65.74819665],[138.80895295]
70,[272.10109804],[66.3927417],[196.99403278]
71,[244.49828023],[59.45098749],[136.43125359]
72,[259.20738277],[67.01323875],[193.40362561]
73,[261.46619364],[61.1281824],[163.33756215]
74,[362.40966812],[50.96478833],[155.06565656]
75,[363.73180213],[53.95306483],[163.33556702]
76,[340.35513396],[47.12806868],[207.82548999]
77,[166.57830958],[68.71458426],[153.25955598]
78,[286.66137059],[72.39784221],[224.16677416]
79,[287.75073034],[43.60470974],[159.93267076]
80,[297.11430625],[54.05304308],[217.78292174]
81,[352.53950822],[50.23694105],[218.52906574]
82,[381.89942815],[44.68367836],[212.37934366]
83,[248.9568144],[57.61259002],[140.51761132]
84,[202.40690678],[54.74488177],[164.4153381]
85,[145.06349296],[83.18409356],[180.45442384]
86,[383.8147447],[37.36020872],[237.45591558]
87,[218.59519842],[60.00167948],[162.61131786]
88,[293.46660379],[53.47816952],[237.55790311]
89,[303.43314716],[52.20683735],[227.90420213]
90,[252.6456051],[82.3999233],[188.03732879]
91,[240.34529195],[54.52960956],[133.58124329]
92,[238.71253479],[56.27560469],[158.61694962]
93,[187.76039026],[58.54269888],[191.82597984]
94,[329.47147487],[56.32764121],[148.96527017]
95,[249.97810326],[44.05220906],[174.38701177]
