,Mean,Variance,Predictive model
0,[-22.37021456],[65.23529021],[-0.09508887]
1,[86.91240671],[52.76137201],[0.78573818]
2,[92.22449633],[65.90663748],[0.95125325]
3,[79.19041551],[64.85674914],[-0.93192842]
4,[86.81358482],[55.99790122],[0.31881942]
5,[88.2235613],[60.53760348],[-0.74902032]
6,[30.67505047],[86.7234088],[-5.9708745]
7,[112.48994174],[58.01446321],[4.16128358]
8,[89.6292835],[60.0660692],[1.5468056]
9,[7.2736756],[86.93426342],[2.30906447]
10,[12.24650222],[88.04923964],[6.1308388]
11,[71.42556753],[76.11668565],[5.61113031]
12,[104.55704405],[58.45003804],[1.36501524]
13,[74.57885432],[68.5199501],[3.03043667]
14,[55.52380465],[67.50115095],[5.56477089]
15,[112.8901752],[50.99268228],[6.20917522]
16,[118.4520674],[40.25355238],[15.36751439]
17,[25.68041004],[72.94719934],[9.19743538]
18,[18.62876696],[70.15405868],[3.968276]
19,[95.96803784],[48.3252926],[5.89440734]
20,[113.98555567],[44.30822542],[9.84170973]
21,[23.20186039],[69.45091064],[9.97542968]
22,[36.83148442],[66.05787636],[15.11925535]
23,[54.49360407],[56.05954085],[18.63092192]
24,[89.23455068],[44.59391724],[21.56316086]
25,[46.88185511],[60.72074532],[17.01027714]
26,[108.26376509],[32.70503026],[25.66968247]
27,[96.85753271],[44.79880132],[39.82357011]
28,[149.65671076],[22.87994045],[23.81079606]
29,[108.0789703],[51.15721633],[27.79617956]
30,[92.97821467],[48.52589441],[9.9696951]
31,[124.85489223],[42.22274162],[17.88307383]
32,[81.84694977],[42.34440985],[25.1938922]
33,[107.6495329],[46.37863831],[18.99240744]
34,[99.55618922],[42.39094502],[29.98124929]
35,[68.89602957],[51.05638907],[19.8277185]
36,[68.41827904],[54.25658848],[19.88538284]
37,[70.44537538],[54.03651143],[34.61603306]
38,[110.75320805],[44.09484581],[43.88248698]
39,[135.81866297],[38.28217407],[42.87836618]
40,[108.18314103],[41.04571066],[45.80111658]
41,[99.66691819],[45.67968295],[26.83827876]
42,[12.46502401],[64.52577424],[57.41783118]
43,[23.88243128],[62.56796441],[45.22071793]
44,[82.91692976],[50.79805867],[44.11531945]
45,[51.48294838],[56.23113548],[34.89316911]
46,[89.08561499],[41.23208936],[43.64974326]
47,[116.31970999],[31.57987101],[28.24953588]
48,[73.1747334],[55.79662918],[45.62116549]
49,[112.69305481],[44.56120658],[18.11513494]
50,[22.76381829],[60.11165247],[66.45075893]
51,[79.82112222],[50.33719233],[48.7939874]
52,[76.63436706],[43.0667334],[42.71213397]
53,[40.49791829],[58.18969427],[43.3484696]
54,[37.834511],[59.04404546],[39.89063644]
55,[67.7185379],[49.57015104],[38.4682707]
56,[119.59681092],[40.81578995],[33.51482662]
57,[123.02867904],[33.67779514],[17.66257783]
58,[86.68386141],[36.04028898],[56.28000602]
59,[59.89985466],[48.5768618],[36.4206361]
60,[110.63824346],[42.29721031],[31.90121883]
61,[43.74746123],[55.72559825],[32.8388756]
62,[88.58241469],[43.03251344],[36.7700181]
63,[47.56998567],[48.89470524],[69.97684382]
64,[58.91111692],[47.77167144],[42.79868528]
65,[14.63093067],[52.63595459],[66.35655697]
66,[44.26615332],[53.4651957],[41.54311941]
67,[103.43271987],[36.47736507],[33.85958755]
68,[122.37132852],[35.09309671],[27.0844551]
69,[124.37817511],[40.29766972],[24.13061312]
70,[61.89567329],[48.64989592],[47.04769711]
71,[37.68213835],[49.56484492],[68.4055835]
72,[117.20177534],[29.9112286],[24.8242999]
73,[107.37802951],[38.75569669],[43.95058123]
74,[154.96178027],[33.26859234],[15.45606112]
75,[94.73975788],[41.57911392],[35.16185413]
76,[117.66360746],[40.68490502],[31.28783467]
77,[79.85645385],[41.87223666],[42.54749889]
78,[125.96754558],[42.75464774],[58.31799603]
79,[110.19892214],[45.86726473],[45.31372762]
80,[77.79421066],[51.72119405],[36.51821898]
81,[128.97218714],[42.50032368],[36.75377979]
82,[131.97586137],[41.30494023],[26.03822345]
83,[135.4836605],[40.88444593],[26.31592254]
84,[112.18800039],[40.39295215],[67.54710729]
85,[83.39834044],[48.79851419],[73.12557618]
86,[81.55659352],[50.80685172],[46.66748304]
87,[143.60374983],[42.20111044],[57.00091724]
88,[89.10850675],[41.40552406],[58.07128631]
89,[80.37329747],[45.16246459],[87.54272332]
90,[139.7844287],[35.82507677],[118.91921614]
91,[143.56010526],[37.82241173],[133.18975413]
92,[84.81155289],[44.56505592],[93.86263929]
93,[76.89486807],[49.44819992],[114.27489201]
94,[136.63934015],[25.50403618],[105.7131793]
95,[20.5499236],[66.80231175],[134.90734779]
